team,n,total_salary,sgpar,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ER,WH,ERA,WHIP,hr_pts,r_pts,rbi_pts,sb_pts,avg_pts,w_pts,sv_pts,so_pts,era_pts,whip_pts,hit_pts,pit_pts,total_pts,rank,sim_num
ERIE LAKERS,23,196,8.116830188383963,7382,6536,1682,248,929,911,121,0.25734394124847,878,54,72,815,395.0692033333333,1143.6287499999999,4.049684316628701,1.302538439635535,6,4,5,3,9,2,9,1,2,2,27,16,43,8,37
FREE BIRDS,23,239,9.038220489550715,7407,6548,1663,230,895,869,93,0.2539706780696396,1289,81,32,1279,572.4060511111112,1625.37012,3.9966287509697445,1.2609543211792087,3,2,3,1,4,9,4,8,3,3,13,27,40,9,37
FREE AT LAST,22,226,8.04286494641013,7319,6430,1600,225,912,852,163,0.24883359253499224,1231,70,2,1097,583.07521,1606.0988499999999,4.262938172217709,1.3047106823720551,1,3,1,6,1,4,2,3,1,1,12,11,23,10,37
LOUISVILLE SLUGGERS,23,216,10.646088014873438,7840,7039,1844,253,1002,942,173,0.2619690296917176,1016,63,63,1073,424.40317333333337,1254.2706899999998,3.7594769291338586,1.2345183956692911,8,10,8,7,10,4,8,4,10,7,43,33,76,1,38
MELONHEADS,23,269,10.656902089580933,7395,6593,1657,253,942,916,188,0.25132716517518583,1367,88,0,1360,575.8897111111111,1652.63058,3.7915196781272855,1.2089470226773957,8,6,4,9,4,10,2,10,9,10,31,41,72,2,38
WESTSIDE MARAUDERS,23,269,11.139417525892247,7596,6765,1740,252,965,929,170,0.2572062084257206,1322,83,32,1360,568.10556,1607.378146,3.867587019667171,1.215868491679274,7,8,6,6,6,9,5,10,6,9,33,39,72,2,38
BLUE SOCKS,23,241,10.163305235311855,7747,6973,1787,246,956,948,186,0.256274200487595,1084,67,65,1084,468.5539233333334,1347.81922,3.8902078505535056,1.2433756642066423,5,7,9,8,5,5,9,5,5,6,34,30,64,3,38
HOOSIERS,23,232,10.190114296565001,7787,6899,1721,270,983,966,203,0.24945644296274821,1213,73,22,1117,537.4575744444445,1550.5781700000002,3.9877313849958784,1.2783002225886235,9,9,10,10,3,6,3,6,3,3,41,21,62,4,38
NATIONAL PASTIME,23,261,10.463662425157262,7552,6777,1744,243,929,901,143,0.2573410063449904,1276,80,52,1233,547.22397,1557.0552900000002,3.8597301959247647,1.2202627664576804,4,4,3,5,7,8,6,8,8,8,23,38,61,5,38
BIG RED MACHINE,23,199,9.774670695733668,7629,6767,1667,275,938,941,111,0.2463425447022314,1221,74,59,1144,524.4197511111112,1552.3468800000003,3.8655018509418517,1.2713733660933664,10,5,7,1,1,7,7,7,7,4,24,32,56,6,38
FREE BIRDS,23,252,9.109382445011832,7235,6426,1664,211,875,852,132,0.258948023653906,1286,80,27,1265,567.7833511111112,1616.14936,3.9736004354587875,1.2567257853810263,2,1,1,4,8,8,4,9,4,5,16,30,46,7,38
ERIE LAKERS,23,190,8.049755191451922,7324,6505,1686,251,917,919,115,0.25918524212144506,1040,62,22,941,483.7969188888889,1359.2198199999998,4.1867041057692305,1.3069421346153844,6,3,5,2,9,3,3,3,1,1,25,11,36,8,38
