playerid,xMLBAMID,Team,PlayerName,auction_type,fg_auction_dollars
21489,663584,NYM,Hayden Senger,bat,-9.115004165764944
18887,664874,LAD,Seby Zavala,bat,-9.115004165764944
20287,666163,NYM,Ben Rortvedt,bat,-9.207258628765523
12158,605131,NYM,Austin Barnes,bat,-9.264891705342398
7802,500743,LAD,Miguel Rojas,bat,-9.34366609128364
31552,688642,COL,Zach Agnos,pit,-9.396700799348306
25463,682227,CIN,Brandon Williamson,pit,-9.554187689359207
33294,678020,COL,Seth Halvorsen,pit,-9.57676503123847
23479,676742,PIT,Cam Sanders,pit,-9.639010109376926
20002,669369,SDP,Bryce Johnson,bat,-9.68363981176099
31396,682988,ARI,Tyler Locklear,bat,-9.684125668123595
35322,808975,LAD,Hyeseong Kim,bat,-9.774980414982439
24719,681190,SDP,Randy Vasquez,pit,-9.885979079410069
NA,702518,MIL,Jett Williams,bat,-9.947180384053294
27669,685299,COL,Tanner Gordon,pit,-10.05910822318429
24580,680686,WSN,Josiah Gray,pit,-10.301380494442608
30170,695534,CIN,Chase Petty,pit,-10.326862995491425
29571,694374,ARI,Tim Tawa,bat,-10.353223682362636
21871,666464,SFG,Jerar Encarnacion,bat,-10.446720324814606
24336,679032,PHI,Johan Rojas,bat,-10.459540683202322
31545,687551,SFG,Drew Gilbert,bat,-11.024495551630713
23698,677595,NYM,Ronny Mauricio,bat,-11.130570708665354
27690,686894,WSN,Joey Wiemer,bat,-11.322696100231308
10472,571771,LAD,Enrique Hernandez,bat,-11.379574964570208
15274,643565,NYM,Mike Tauchman,bat,-11.449266393249017
23968,678489,ARI,Jorge Barrosa,bat,-11.70359701659821
16376,624424,CHC,Michael Conforto,bat,-11.754570700067417
25660,686823,SFG,Will Brennan,bat,-11.854136072226225
19566,663993,CIN,Nathaniel Lowe,bat,-11.944893382103094
NA,681198,COL,Toby Rumfield,bat,-12.01076516822265
19599,676801,CHC,Chas McCormick,bat,-12.048146145935018
15038,608566,SDP,German Marquez,pit,-12.13089111900447
18042,664238,PHI,Dylan Moore,bat,-12.168604587422207
11836,592836,PHI,Taijuan Walker,pit,-12.222959798721158
12160,592325,ATL,Ben Gamel,bat,-12.404073256287262
27504,694377,PIT,Nick Yorke,bat,-12.513549504687246
29554,680728,ARI,Adrian Del Castillo,bat,-12.57059444575083
23359,676369,STL,Nelson Velazquez,bat,-12.758673659084423
13324,545121,ARI,Ildemaro Vargas,bat,-12.820592534271846
16256,607536,COL,Kyle Freeland,pit,-13.172741548894033
20126,666185,CHC,Dylan Carlson,bat,-13.275522200026414
21496,663604,MIL,Brandon Lockridge,bat,-13.37725213122911
NA,691277,MIA,Deyvison De Los Santos,bat,-13.49595827009348
27781,694175,PHI,Pedro Leon,bat,-13.518497268212588
NA,687282,PHI,Gabriel Rincones,bat,-13.549825045339052
29487,694362,CIN,Blake Dunn,bat,-13.581152822465508
NA,663494,STL,Bryan Torres,bat,-13.614619479130349
22197,669004,NYM,MJ Melendez,bat,-13.635321844176515
35321,608372,COL,Tomoyuki Sugano,pit,-13.67090344836884
27963,691185,MIA,Maximo Acosta,bat,-13.791405600300907
27962,691182,COL,Adael Amador,bat,-13.84308486253816
21446,663372,COL,Ryan Feltner,pit,-13.94402970010845
11423,500779,COL,Jose Quintana,pit,-13.987162195230084
NA,694514,COL,Sterlin Thompson,bat,-14.075010566879156
NA,695491,STL,Joshua Baez,bat,-14.118703728453664
NA,694371,ARI,Thomas Troy,bat,-14.142133469300203
14843,547179,COL,Michael Lorenzen,pit,-14.211001456581853
27493,677956,CIN,Rece Hinds,bat,-14.23248883622786
19997,669289,LAD,Santiago Espinal,bat,-14.340849305502282
29949,672012,MIL,Tyler Black,bat,-14.340976431593676
NA,805795,PHI,Aidan Miller,bat,-14.346768955089294
27653,683766,SFG,Christian Koss,bat,-14.38937644217574
19262,641658,CIN,Garrett Hampson,bat,-14.45433695269173
22168,668731,MIL,Akil Baddoo,bat,-14.482625261628463
25971,682634,CHC,Kevin Alcantara,bat,-14.568122060465933
NA,694580,MIA,Riley Alderman,bat,-14.59944983759239
26149,666150,PIT,Dominic Fletcher,bat,-14.59944983759239
17027,657077,SDP,Alex Verdugo,bat,-14.59944983759239
NA,681047,WSN,Christian Franklin,bat,-14.632512801205921
NA,699302,CIN,Héctor Rodríguez,bat,-14.684946636429855
18821,640492,ATL,Jose Azocar,bat,-14.684946636429855
19600,650559,PHI,Bryan De La Cruz,bat,-14.712810358690449
31665,690976,LAD,Alex Freeland,bat,-14.775481385776265
15429,592178,COL,Kris Bryant,bat,-14.807272700212165
NA,689288,STL,Matthew Koperniak,bat,-14.862697898267903
NA,691775,NYM,Ryan Clifford,bat,-14.93467936877915
NA,677565,ARI,Kristian Robinson,bat,-14.93467936877915
NA,669899,LAD,Ryan Ward,bat,-14.93467936877915
29573,695257,PIT,Billy Cook,bat,-14.93467936877915
25690,687529,SFG,Grant McCray,bat,-14.93467936877915
25005,681909,CHC,Justin Dean,bat,-14.93467936877915
22766,672642,MIL,Steward Berroa,bat,-14.93467936877915
22557,672279,LAD,Michael Siani,bat,-14.93467936877915
22274,669392,SDP,Samad Taylor,bat,-14.93467936877915
20404,676724,NYM,Jared Young,bat,-14.93467936877915
19948,665506,NYM,Cristian Pache,bat,-14.93467936877915
17982,664034,SDP,Ty France,bat,-14.968855274901868
27735,689172,ATL,Brett Wisely,bat,-14.97780276057766
NA,695490,CIN,Edwin Arroyo,bat,-14.985718690778768
25967,682619,WSN,Orelvis Martinez,bat,-15.17997458343525
27497,682997,PIT,Tyler Callihan,bat,-15.429856867728347
33482,801403,COL,Chase Dollander,pit,-15.491864658001525
20536,660644,NYM,Vidal Brujan,bat,-15.509754268440695
22232,669200,SDP,Mason McCoy,bat,-15.542817232054222
27845,670223,WSN,Matt Mervis,bat,-15.578387651401265
19339,670032,COL,Nicky Lopez,bat,-15.654867153341353
14813,571657,ATL,Kyle Farmer,bat,-15.688330273727065
26208,666149,SFG,Tyler Fitzgerald,bat,-15.763351212428034
NA,691858,MIA,Jared Serna,bat,-15.80129063805294
NA,691002,WSN,Yohandy Morales,bat,-15.836199913300025
31567,702358,WSN,Trey Lipscomb,bat,-15.918115214016868
NA,701496,CHC,Benjamin Cowles,bat,-15.990096684528112
16417,642727,WSN,Sergio Alcantara,bat,-15.990096684528112
NA,696140,MIL,Ethan Murray,bat,-16.167847946366162
29634,695238,SDP,Will Wagner,bat,-16.20622127647912
NA,701649,CHC,James Triantos,bat,-16.244097321566763
NA,675085,CHC,Jonathon Long,bat,-16.250979275204894
30011,687952,CIN,Christian Encarnacion-Strand,bat,-16.250979275204894
30163,693409,STL,Cesar Prieto,bat,-16.507345382242274
21716,665839,PIT,Enmanuel Valdez,bat,-16.586208806391653
NA,691021,ARI,Aaron Vukovich,bat,-16.593884642889815
NA,694385,MIL,Brock Wilken,bat,-16.669159722698293
17684,605353,COL,Vimael Machin,bat,-17.149651690729513
20538,669304,SDP,Jose Miranda,bat,-17.412899751405025
31765,805373,ATL,Nacho Alvarez Jr.,bat,-17.48488122191627
26469,673995,PIT,Davis Wendzel,bat,-17.48488122191627
15488,622608,COL,Antonio Senzatela,pit,-18.82688436781365
