Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Anthony Volpe","NYY",152,638,573,138,85,32,4,17,82,75,52,7,143,8,4,1,1,26,5,0.240838,0.0815047,0.224138,0.363636,0.310832,0.399651,0.306449,0.710483,0.158813,6.46864,0.290168,,2.08581,72.7168,-1.91518,99.3471,2.08581,4.6,1.6092214286327362,11.632627964019775,3.56755,999,,,,,,,690.6,4.543421052,690.6,4.543421052,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"Rafael Devers","SFG",144,621,547,145,80,34,3,28,85,92,64,14,135,6,4,0,11,3,1,0.265082,0.10306,0.217391,0.474074,0.346216,0.491773,0.352759,0.837989,0.226691,3.65301,0.301546,,-0.878376,93.9255,21.2821,126.133,-0.878376,-6.3,17.690403163433075,-4.018254041671753,3.55337,999,,,,,,,856.8,5.95,856.8,5.95,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Jackson Holliday","BAL",142,614,528,126,78,29,2,17,110,73,79,7,151,4,3,0,2,12,3,0.238636,0.128664,0.245928,0.523179,0.340391,0.397727,0.322362,0.738118,0.159091,5.72044,0.300275,,-0.0304522,77.8452,6.02064,113.171,-0.0304522,2.1,9.22275497019291,4.356025695800781,3.51959,999,,,,,,,696.3,4.903521126,696.3,4.903521126,,,,,,,,,,,,,,,,,,,"Jackson Holliday","31781",702616
"Jarren Duran","BOS",148,625,568,147,84,37,9,17,87,74,48,5,139,6,2,1,1,23,4,0.258803,0.0768,0.2224,0.345324,0.322115,0.445423,0.328893,0.767538,0.18662,7.50734,0.31401,,1.93028,82.5249,9.41364,109.345,1.93028,2.2,8.613118767738342,4.496443271636963,3.50906,999,,,,,,,768.1,5.189864864,768.1,5.189864864,,,,,,,,,,,,,,,,,,,"Jarren Duran","24617",680776
"James Wood","WSN",145,615,538,142,84,31,4,23,88,84,71,5,160,3,3,0,2,17,6,0.263941,0.115447,0.260163,0.44375,0.35122,0.464684,0.350976,0.815904,0.200743,5.71534,0.332402,,-0.237579,92.1356,20.1941,126.261,-0.237579,0.9,19.075556129217148,-5.879100441932678,3.47915,999,,,,,,,823.6,5.68,823.6,5.68,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Ezequiel Tovar","COL",152,640,598,161,95,39,3,24,82,89,30,14,158,5,4,3,1,7,4,0.269231,0.046875,0.246875,0.189873,0.307692,0.464883,0.323071,0.772575,0.195652,4.36685,0.32619,,-1.13555,81.5069,6.64088,94.0106,-1.13555,11,-5.719348311424255,18.054673671722412,3.47624,999,,,,,,,766.5,5.042763157,766.5,5.042763157,,,,,,,,,,,,,,,,,,,"Ezequiel Tovar","24064",678662
"Oneil Cruz","PIT",144,602,537,138,80,28,4,26,86,86,57,7,167,4,4,0,4,21,3,0.256983,0.0946844,0.277409,0.341317,0.330565,0.469274,0.340585,0.799839,0.21229,6.45842,0.321839,,1.9274,85.1534,14.7326,116.317,1.9274,-2.7,13.673587322235107,-0.4880659580230713,3.43329,999,,,,,,,798.7,5.546527777,798.7,5.546527777,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Colton Cowser","BAL",144,576,501,128,81,25,2,20,83,79,61,10,161,10,4,0,2,9,4,0.255489,0.105903,0.279514,0.378882,0.345486,0.433134,0.334451,0.77862,0.177645,4.79766,0.333333,,-0.94075,78.6319,11.2525,121.675,-0.94075,7,13.344285547733307,0.6507935523986816,3.43155,999,,,,,,,706.6,4.906944444,706.6,4.906944444,,,,,,,,,,,,,,,,,,,"Colton Cowser","29591",681297
"Alejandro Kirk","TOR",119,428,376,100,72,18,0,10,36,48,43,14,50,4,5,0,1,0,0,0.265957,0.100467,0.116822,0.86,0.343458,0.393617,0.31262,0.737075,0.12766,0.739662,0.280374,,-0.828704,50.9076,0.841017,105.042,-0.828704,9,1.6406214237213135,16.863021850585938,3.38685,999,,,,,,,471.2,3.959663865,471.2,3.959663865,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Freddie Freeman","LAD",130,570,495,143,91,31,2,19,81,76,62,9,96,8,5,0,8,8,1,0.288889,0.108772,0.168421,0.645833,0.373684,0.474747,0.362801,0.848432,0.185859,4.54099,0.322078,,-0.00465459,90.8189,24.1414,135.555,-0.00465459,-0.1,24.22996073961258,-10.571781732141972,3.37199,999,,,,,,,808.1,6.216153846,808.1,6.216153846,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Matt Chapman","SFG",138,565,495,118,68,27,2,21,74,64,60,8,148,6,4,0,2,7,1,0.238384,0.106195,0.261947,0.405405,0.325664,0.428283,0.323526,0.753947,0.189899,4.74438,0.293939,,0.000548393,72.1621,6.06946,109.389,0.000548393,5.4,6.34387543797493,7.475984811782837,3.37148,999,,,,,,,661.4,4.792753623,661.4,4.792753623,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Dansby Swanson","CHC",139,574,517,125,82,25,2,16,73,63,51,8,139,3,3,0,1,11,3,0.241779,0.0888502,0.24216,0.366906,0.311847,0.390716,0.302877,0.702562,0.148936,4.86107,0.29863,,-0.0252493,63.7718,-3.37361,96.0689,-0.0252493,9.9,-2.7235231548547745,16.22715997695923,3.36979,999,,,,,,,591.8,4.257553956,591.8,4.257553956,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Steven Kwan","CLE",140,615,544,153,115,25,5,8,84,56,61,8,57,5,3,2,1,14,4,0.28125,0.099187,0.0926829,1.07018,0.357259,0.389706,0.325999,0.746965,0.108456,5.46423,0.30083,,-0.185415,79.7721,7.83054,114.348,-0.185415,8.5,9.911201119422913,1.7208995819091797,3.32199,999,,,,,,,702.4,5.017142857,702.4,5.017142857,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"Nico Hoerner","CHC",144,606,551,148,110,28,2,8,75,57,41,10,65,11,3,0,2,24,5,0.268603,0.0676568,0.107261,0.630769,0.330033,0.370236,0.303649,0.700269,0.101633,5.75055,0.29106,,1.57532,67.7035,-3.18522,96.5884,1.57532,10.6,-0.8969202041625977,12.826631784439087,3.31735,999,,,,,,,633.2,4.397222222,633.2,4.397222222,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Trea Turner","PHI",129,565,520,144,98,26,2,18,81,68,37,10,111,5,3,0,1,17,2,0.276923,0.0654867,0.19646,0.333333,0.329204,0.438462,0.326673,0.767665,0.161538,5.75381,0.319797,,1.56397,73.5932,7.50059,108.95,1.56397,-0.6,7.611142992973328,5.627953886985779,3.3115,999,,,,,,,695.1,5.388372093,695.1,5.388372093,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Brayden Taylor","TBR",122,517,457,102,54,26,4,18,72,67,54,3,160,2,3,1,0,14,4,0.223195,0.104449,0.309478,0.3375,0.306202,0.415755,0.312021,0.721956,0.19256,6.47934,0.297872,,0.335485,61.244,0.766366,107.323,0.335485,7.8,4.6672279834747314,9.699618101119995,3.2665,999,,,,,,,565,4.63114754,565,4.63114754,,,,,,,,,,,,,,,,,,,"Brayden Taylor","sa3022921",694966
"Jackson Chourio","MIL",152,619,571,156,99,32,3,22,87,90,41,11,122,3,3,1,3,30,7,0.273205,0.0662359,0.197092,0.336066,0.323625,0.455342,0.329699,0.778966,0.182137,6.2744,0.311628,,2.12316,82.1344,9.72501,111.204,2.12316,7.4,10.41677474975586,0.576807975769043,3.26541,999,,,,,,,788.7,5.188815789,788.7,5.188815789,,,,,,,,,,,,,,,,,,,"Jackson Chourio","28806",694192
"Daulton Varsho","TOR",140,522,468,107,59,22,4,22,70,70,46,5,127,4,3,1,1,10,3,0.228632,0.0881226,0.243295,0.362205,0.301344,0.433761,0.314351,0.735104,0.205128,5.72452,0.263975,,-0.0358311,62.8152,1.75265,106.259,-0.0358311,8.3,3.702751725912094,10.217989563941956,3.23767,999,,,,,,,585.2,4.18,585.2,4.18,,,,,,,,,,,,,,,,,,,"Daulton Varsho","19918",662139
"Kyle Tucker","CHC",128,530,455,118,71,24,1,22,71,74,68,9,82,2,5,0,5,15,2,0.259341,0.128302,0.154717,0.829268,0.354717,0.461538,0.348347,0.816255,0.202198,4.79798,0.269663,,1.14819,78.2798,16.2814,126.673,1.14819,1.4,18.053142428398132,-4.442151665687561,3.22947,999,,,,,,,720.8,5.63125,720.8,5.63125,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Bo Bichette","TOR",131,558,519,148,101,29,1,17,72,71,33,14,103,3,3,0,1,9,3,0.285164,0.0591398,0.184588,0.320388,0.329749,0.44316,0.325587,0.772909,0.157996,4.22456,0.325871,,-0.385787,72.1935,6.91969,114.163,-0.385787,-2.3,8.656788676977158,3.8507936000823975,3.21586,999,,,,,,,676.1,5.161068702,676.1,5.161068702,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
"Marcus Semien","TEX",135,608,547,133,84,27,3,19,85,70,55,6,97,3,3,0,1,6,2,0.243144,0.0904605,0.159539,0.56701,0.314145,0.407678,0.311585,0.721823,0.164534,4.66733,0.262673,,-0.683382,71.8106,0.687919,102.983,-0.683382,7.2,1.3919658660888672,9.433979749679565,3.21459,999,,,,,,,651.6,4.826666666,651.6,4.826666666,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"Ha-Seong Kim","TBR",136,508,439,107,73,21,2,11,59,51,57,8,87,4,4,4,2,19,4,0.243736,0.112205,0.17126,0.655172,0.333333,0.375854,0.308633,0.709188,0.132118,5.56121,0.278261,,1.18553,58.7927,-0.632139,104.94,1.18553,4.5,4.056700706481934,10.099647045135498,3.21373,999,,,,,,,543.8,3.998529411,543.8,3.998529411,,,,,,,,,,,,,,,,,,,"Ha-Seong Kim","27506",673490
"Patrick Bailey","SFG",109,414,372,88,59,18,1,10,44,44,35,9,98,2,4,1,0,3,0,0.236559,0.0845411,0.236715,0.357143,0.302663,0.370968,0.28724,0.673631,0.134409,3.63111,0.291045,,-0.0866407,40.7852,-7.64373,84.9655,-0.0866407,16.9,-7.529704473912716,24.50581979751587,3.17785,999,,,,,,,389.4,3.572477064,389.4,3.572477064,,,,,,,,,,,,,,,,,,,"Patrick Bailey","27478",672275
"Brent Rooker","ATH",142,573,506,132,74,23,1,34,72,95,55,8,164,7,5,0,3,6,1,0.26087,0.095986,0.286213,0.335366,0.338569,0.511858,0.358949,0.850427,0.250988,3.49818,0.313099,,-0.215236,89.5203,22.4918,140.253,-0.215236,0,26.175758570432663,-14.737654685974121,3.15713,999,,,,,,,819.8,5.773239436,819.8,5.773239436,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
"Masyn Winn","STL",150,651,592,150,101,29,5,15,89,72,47,6,114,3,6,3,1,13,4,0.253378,0.0721966,0.175115,0.412281,0.308642,0.39527,0.303022,0.703912,0.141892,5.93116,0.287846,,-0.164427,72.4029,-3.74985,95.0892,-0.164427,5.6,-3.9873330891132355,12.775925636291504,3.14779,999,,,,,,,665.1,4.434,665.1,4.434,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Gabriel Moreno","ARI",107,392,346,96,69,18,1,8,44,47,38,13,63,4,4,0,1,3,2,0.277457,0.0969388,0.160714,0.603175,0.352041,0.404624,0.320617,0.756665,0.127168,3.02328,0.315412,,-0.98347,49.1487,3.29328,103.829,-0.98347,9.2,0.811465859413147,16.40164613723755,3.12663,999,,,,,,,450.8,4.213084112,450.8,4.213084112,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
