Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Nick Allen","OAK",91,392,354,85,62,16,2,5,40,34,27,0,66,3,2,6,,9,3,0.241292,0.0697924,0.168841,0.413362,0.298615,0.339976,0.282298,0.638591,0.0986841,5.08808,0.28181,0.0387887,-0.0404671,36.0179,-11.745,81.3529,-0.00167843,2.91135,-8.76018043467775,6.961353540420532,1.14872,726.3200073242188,,,,"22277"
"Jake Fraley","CIN",110,476,413,103,65,19,1,18,59,66,53,2,103,6,3,1,,18,6,0.249418,0.111396,0.217436,0.512317,0.341253,0.431611,0.335177,0.772864,0.182193,4.84123,0.288751,-0.0212747,0.350564,64.64,6.64219,104.721,0.32929,-0.561471,3.112993210554123,-7.861470341682434,1.14312,340.69000244140625,,,,"19260"
"Omar Narváez","NYM",63,251,221,54,38,10,1,5,26,24,24,1,50,3,2,1,,1,1,0.244379,0.0964696,0.197728,0.487891,0.323394,0.366989,0.3045,0.690382,0.12261,2.53333,0.28942,-0.2764,-0.654519,27.6686,-2.88995,93.823,-0.930918,-0.442977,-2.850119709968567,3.832023322582245,1.13707,717.469970703125,,,,"13338"
"Jason Heyward","LAD",91,392,351,87,55,19,1,12,47,47,34,1,75,4,2,1,,3,1,0.248311,0.0869477,0.191545,0.453929,0.320035,0.410248,0.317236,0.730284,0.161937,3.61255,0.282381,0.0659354,-0.558753,47.3921,-0.370826,100.182,-0.492818,2.10908,-0.40459123998880386,-1.7909228801727295,1.11241,549.77001953125,,,,"4940"
"Victor Robles","WSN",107,462,407,100,67,22,2,8,53,43,33,1,103,13,3,6,,17,5,0.244901,0.0709063,0.223667,0.317018,0.318916,0.371955,0.304405,0.690871,0.127054,6.08647,0.305951,0.0758992,0.448566,50.932,-5.35996,88.8159,0.524465,-0.462518,-5.8767430782318115,1.1874820291996002,1.10147,546.9199829101562,,,,"18363"
"Seth Brown","OAK",113,490,444,103,57,23,2,21,56,65,40,2,134,3,3,0,,5,2,0.2324,0.0813857,0.273209,0.297888,0.298085,0.436628,0.313847,0.734714,0.204228,4.14217,0.280985,-0.576608,-0.443499,57.8611,-1.8425,103.22,-1.02011,-0.5466,0.8704773187637329,-6.546599984169006,1.09411,478.3399963378906,,,,"18171"
"Salvador Perez","KCR",139,565,527,137,86,24,1,26,64,85,23,4,136,10,5,0,,0,1,0.259456,0.0405205,0.240177,0.168711,0.300491,0.456559,0.320325,0.757049,0.197103,2.06019,0.299066,-1.35322,-1.10261,69.7323,0.91472,98.8882,-2.45583,-2.87089,-3.208239734172821,1.079110860824585,1.09008,130.22999572753906,,,,"7304"
"Bryan De La Cruz","MIA",133,574,527,140,92,29,1,18,64,71,39,0,130,3,4,2,,4,2,0.265306,0.0674342,0.227156,0.296863,0.316535,0.426514,0.320694,0.743049,0.161209,3.19503,0.317889,-0.247222,-1.01967,71.0443,1.10576,99.6717,-1.26689,-1.77646,-1.5003571212291718,-7.126457333564758,1.08921,276.3399963378906,,,,"19600"
"Abraham Toro","OAK",79,343,306,74,48,17,1,8,38,35,29,0,64,4,3,1,,4,2,0.243619,0.0850798,0.186781,0.455506,0.315703,0.3886,0.308195,0.704302,0.144981,3.91951,0.281155,-0.260309,-0.528235,38.8928,-2.89976,99.3027,-0.788545,-0.913853,-1.0751429498195648,0.3111465573310852,1.0859,656.8699951171875,,,,"19844"
"Gio Urshela","DET",76,329,303,84,60,16,2,7,35,36,19,1,59,2,3,1,,2,1,0.277246,0.0591113,0.17808,0.331936,0.321988,0.409593,0.316329,0.731581,0.132347,3.56635,0.320374,-0.516694,-0.611819,39.5277,-0.559068,100.011,-1.12851,-0.44,-1.124371476471424,0.8349999785423279,1.08579,504.4800109863281,,,,"10681"
"Javier Báez","DET",126,546,507,121,80,22,3,15,60,63,25,1,138,8,4,1,,10,3,0.238307,0.0465807,0.253551,0.183713,0.283879,0.387162,0.289781,0.671041,0.148855,5.34096,0.295394,0.430155,0.000887624,53.5612,-12.9658,81.6101,0.431043,-2.1103,-11.600022375583649,3.7396998405456543,1.06603,382.0299987792969,,,,"12979"
"Jon Berti","MIA",96,413,368,94,68,17,2,7,49,36,37,1,85,4,3,2,,19,6,0.25531,0.0890744,0.206742,0.430847,0.326758,0.367935,0.306048,0.694693,0.112625,6.09835,0.313481,0.759964,0.685262,46.0936,-4.22802,89.8531,1.44523,-0.8645,-3.7463881969451904,0.1105000376701355,1.0401,442.6300048828125,,,,"12037"
"Ramón Urías","BAL",65,280,252,63,43,13,1,7,31,31,21,0,69,5,1,1,,2,1,0.251637,0.0760663,0.24501,0.310462,0.319664,0.389565,0.310857,0.70923,0.137928,3.44162,0.318919,0.0552438,-0.518247,32.3681,-1.74825,98.8082,-0.463004,0.757487,-0.8628523051738739,1.7574867010116577,1.03785,694.5599975585938,,,,"18795"
"Chris Taylor","LAD",87,378,331,76,46,17,2,11,46,44,39,2,120,4,2,1,,10,2,0.228421,0.10317,0.317725,0.324715,0.316011,0.390075,0.308321,0.706085,0.161653,5.41471,0.31862,0.0984445,0.37285,42.901,-3.15607,94.2056,0.471294,0.555356,-2.2421208024024963,-0.34464406967163086,1.02584,382.2900085449219,,,,"13757"
"Luke Raley","SEA",86,371,327,76,47,13,1,15,46,47,26,0,115,14,2,1,,9,3,0.231886,0.0711418,0.31104,0.228723,0.315115,0.413521,0.318043,0.728637,0.181636,5.18311,0.307239,0.150751,0.00803654,45.1019,-0.102293,105.771,0.158788,-0.177173,2.7241766899824142,-5.05217307806015,1.0248,332.1300048828125,,,,"19354"
"Mitch Haniger","SEA",121,525,471,110,66,21,1,22,65,69,41,1,138,7,4,1,,2,1,0.233268,0.078809,0.26254,0.30018,0.302401,0.420596,0.311466,0.722997,0.187328,2.95923,0.279005,-0.37427,-0.987443,60.9557,-3.01248,101.212,-1.36171,-0.52868,-0.599170446395874,-7.053679645061493,1.01557,392.04998779296875,,,,"14274"
"Myles Straw","CLE",92,399,356,88,69,16,2,2,44,29,35,0,70,2,3,3,,16,4,0.248398,0.088452,0.176415,0.501384,0.316752,0.319321,0.285283,0.636073,0.0709224,5.7757,0.301899,0.632393,0.748547,37.6502,-10.9657,80.8904,1.38094,2.95508,-7.755076169967651,4.380076885223389,1.01526,639.760009765625,,,,"17620"
"Freddy Fermin","KCR",53,211,190,48,32,9,1,7,24,25,18,0,44,2,1,1,,0,0,0.251669,0.0838727,0.207575,0.40406,0.318344,0.408793,0.316324,0.727138,0.157125,2.73403,0.292804,-0.0902935,-0.387049,25.3738,-0.359643,96.1154,-0.477343,-0.69736,-1.4603888988494873,3.427640378475189,1.01445,412.3699951171875,,,,"21840"
"Amed Rosario","TBR",81,350,328,87,62,15,4,6,42,38,17,0,64,2,2,1,,8,2,0.266934,0.0484164,0.183737,0.263509,0.305699,0.392506,0.302493,0.698205,0.125572,6.4638,0.314151,0.08772,0.218487,38.0291,-4.61638,95.2883,0.306207,-1.286,-1.6697668135166168,-0.08599996566772461,1.01072,343.0799865722656,,,,"15518"
"Willi Castro","MIN",92,399,362,90,60,17,3,9,49,43,25,1,94,8,3,2,,18,5,0.247797,0.062769,0.236511,0.265395,0.307931,0.388985,0.303358,0.696916,0.141188,6.72294,0.308493,0.274415,0.812315,43.6398,-4.97602,92.6041,1.08673,0.10357,-2.449130415916443,-1.0214302316308022,1.00573,291.6600036621094,,,,"17338"
"Iván Herrera","STL",49,192,163,39,26,8,0,4,23,21,24,0,44,3,1,1,,2,1,0.239673,0.124621,0.230457,0.540756,0.344715,0.373079,0.320297,0.717794,0.133405,3.6752,0.300158,0.0368543,-0.285947,23.7006,0.306505,102.192,-0.249093,-0.742401,0.27229319512844086,3.0075985193252563,1.00448,428.5299987792969,,,,"20599"
"Jarred Kelenic","ATL",121,525,466,113,66,27,2,18,65,71,51,3,144,3,4,2,,14,6,0.241922,0.0967305,0.274813,0.351987,0.318389,0.422239,0.318531,0.740628,0.180317,5.08412,0.309339,0.228,-0.511395,64.0364,0.0681624,97.2596,-0.283395,-0.558,-2.0657697916030884,-5.783000409603119,1.00038,213.72999572753906,,,,"22558"
"Darell Hernaiz","OAK",83,357,326,81,57,16,2,5,39,34,23,0,62,3,2,3,,6,2,0.247856,0.0633559,0.172961,0.366301,0.301339,0.357653,0.289502,0.658991,0.109796,4.87327,0.289619,-0.018712,-0.307965,34.9378,-8.56055,86.3458,-0.326677,0.914496,-6.167408794164658,3.9394962787628174,0.98735,531.260009765625,,,,"sa3011309"
"Oswald Peraza","NYY",60,259,235,57,39,10,1,8,31,31,18,0,59,4,1,1,,9,3,0.244646,0.0695587,0.226078,0.307676,0.308993,0.393997,0.30706,0.702989,0.149351,5.28985,0.292608,-0.0434441,0.0120309,29.1239,-2.43377,95.9389,-0.0314133,1.05785,-1.2917054258286953,2.3328473567962646,0.981309,605.760009765625,,,,"22823"
"Nick Madrigal","CHC",55,238,217,61,46,11,2,2,28,22,13,0,23,5,1,2,,5,2,0.282511,0.0529411,0.0979706,0.540378,0.334096,0.37579,0.312709,0.709886,0.0932785,5.45195,0.308232,-0.238576,-0.112666,27.879,-1.11991,95.7326,-0.351242,2.48513,-1.6094665229320526,3.335126519203186,0.98039,705.47998046875,,,,"20521"
"Tyler Stephenson","CIN",96,378,335,86,58,16,1,11,45,45,35,1,91,4,3,1,,1,0,0.255307,0.0925527,0.241851,0.382685,0.330842,0.405649,0.321222,0.736492,0.150342,2.94342,0.317268,-0.25393,-0.704755,46.9757,0.894266,95.3654,-0.958685,-1.22855,-3.130131483078003,5.896445155143738,0.980318,229.0800018310547,,,,"17988"
"Michael Busch","CHC",102,441,388,94,56,21,2,16,56,55,42,0,119,7,3,1,,3,1,0.242609,0.0959089,0.268984,0.35656,0.324988,0.427851,0.326573,0.752839,0.185242,3.8674,0.304948,-0.0528386,-0.703256,56.7358,3.0025,105.027,-0.756095,-0.0552381,1.990111768245697,-7.180238071829081,0.980207,356.80999755859375,,,,"26319"
"Tyrone Taylor","NYM",84,364,333,78,45,17,2,14,46,48,20,0,85,7,2,1,,8,2,0.23551,0.0562163,0.234826,0.239395,0.290986,0.423125,0.306934,0.71411,0.187615,5.85398,0.273617,0.264011,0.282656,40.8926,-3.45865,95.4545,0.546667,3.06858,-1.503083348274231,-1.131422758102417,0.973535,589.1300048828125,,,,"13675"
"Yasmani Grandal","PIT",65,256,219,52,36,9,0,6,25,25,32,1,54,2,2,1,,0,0,0.235603,0.126036,0.210944,0.597485,0.337193,0.365123,0.312731,0.702316,0.12952,1.67377,0.281884,-1.09359,-0.671535,29.9922,-1.19991,93.3887,-1.76513,-1.32304,-3.861868739128113,3.6769641637802124,0.972877,491.8399963378906,,,,"11368"
"Brayan Rocchio","CLE",68,294,265,66,45,15,2,5,34,30,23,0,53,4,2,1,,6,3,0.249651,0.0772949,0.178908,0.432038,0.315463,0.36971,0.301631,0.685173,0.120058,4.98349,0.293691,-0.122168,-0.429937,31.7339,-4.08824,92.2217,-0.552106,-0.0209,-3.2921944856643677,3.0290999617427588,0.969833,497.54998779296875,,,,"23690"
"Carson Kelly","DET",71,283,250,56,36,12,0,8,30,29,27,0,63,3,2,1,,1,1,0.225682,0.0942974,0.221429,0.425858,0.30508,0.370183,0.296552,0.675263,0.144501,2.7077,0.267118,-0.0259347,-0.574923,29.332,-5.1255,86.3027,-0.600858,0.716893,-5.242238283157349,5.616893112659454,0.948187,680.5499877929688,,,,"13620"
"Brandon Drury","LAA",134,581,535,132,77,29,2,24,68,80,34,0,144,7,4,1,,2,2,0.246866,0.0581132,0.248588,0.233774,0.297972,0.441413,0.316394,0.739386,0.194547,3.28674,0.292236,-0.698955,-1.29502,69.8358,-0.955711,98.4272,-1.99397,-1.62993,-3.0888625383377075,-7.154932618141174,0.946935,218.80999755859375,,,,"11615"
"Miguel Amaya","CHC",62,243,209,47,29,10,0,7,26,28,24,0,65,7,2,1,,1,1,0.222252,0.0967269,0.269265,0.359226,0.318699,0.373816,0.306455,0.692515,0.151563,2.69191,0.284922,-0.0156386,-0.535149,27.2249,-2.40759,91.5399,-0.550788,-2.46782,-3.099713146686554,2.282184600830078,0.932635,472.80999755859375,,,,"21693"
"Cavan Biggio","TOR",92,399,340,77,50,17,1,10,51,40,50,1,105,6,3,1,,6,1,0.227005,0.1243,0.261953,0.474513,0.332643,0.367294,0.311546,0.699937,0.140289,4.55015,0.295898,-0.0153968,-0.250494,46.3532,-2.26268,98.3826,-0.265891,-1.81153,-1.039140224456787,-3.1865317821502686,0.930434,455.19000244140625,,,,"19252"
"Ryan O'Hearn","BAL",96,413,380,97,61,17,1,18,50,60,26,2,100,4,3,1,,3,1,0.256396,0.0620498,0.24258,0.255791,0.307216,0.448717,0.322138,0.755933,0.192322,3.71407,0.300151,-0.475879,-0.565558,51.6125,1.29089,106.628,-1.04144,0.729112,2.238335371017456,-6.995887756347656,0.924828,407,,,,"16442"
"Max Stassi","CHW",65,256,226,47,31,8,1,8,26,26,24,0,77,3,2,1,,1,1,0.209477,0.0945099,0.300849,0.314144,0.293075,0.355049,0.286531,0.648124,0.145571,2.68606,0.276681,-0.376027,-0.623899,24.4218,-6.77036,78.6468,-0.999926,1.52768,-7.549835622310638,6.52767813205719,0.917041,605.1599731445312,,,,"10059"
"Garrett Mitchell","MIL",87,378,337,83,55,16,2,9,48,40,32,0,117,5,2,2,,14,3,0.245072,0.0845737,0.308953,0.273743,0.318175,0.383823,0.308404,0.701998,0.138751,6.588,0.346803,0.0729943,1.09649,42.927,-3.13006,91.6553,1.16948,1.792,-2.7382267713546753,-0.9580000638961792,0.91521,391.739990234375,,,,"27555"
"MJ Melendez","KCR",133,574,503,123,71,26,4,22,75,69,62,1,148,3,4,2,,5,4,0.245271,0.108456,0.257434,0.421298,0.329118,0.446225,0.333736,0.775343,0.200954,4.48282,0.29955,-0.299146,-1.42669,77.2616,7.32308,108.184,-1.72584,-6.19335,3.902951955795288,-14.243352890014648,0.913586,297.8399963378906,,,,"22197"
"Manuel Margot","MIN",79,343,313,84,58,18,2,6,39,37,24,1,57,2,2,1,,9,3,0.269336,0.0705768,0.166404,0.424129,0.324234,0.398273,0.314411,0.722507,0.128937,4.95996,0.309908,0.243202,-0.347638,40.6636,-1.12898,100.265,-0.104436,-2.12515,0.004612870514392853,-2.5001468658447266,0.913231,617.030029296875,,,,"14712"
"Taylor Walls","TBR",71,308,266,56,35,13,1,7,36,30,37,0,79,1,2,1,,12,3,0.208992,0.119563,0.256574,0.465997,0.306436,0.341275,0.289232,0.647711,0.132283,6.05337,0.268925,0.250806,0.550645,30.0735,-7.45448,86.0969,0.801451,0.310464,-4.329469680786133,3.010464310646057,0.911972,538.6500244140625,,,,"22458"
"Wilyer Abreu","BOS",70,301,260,64,40,13,1,10,39,36,36,1,79,2,2,1,,5,2,0.245525,0.120917,0.263329,0.459185,0.340658,0.411972,0.329419,0.752631,0.166448,4.35624,0.313963,-0.149135,-0.486433,39.436,2.76086,103.19,-0.635568,2.09971,0.5149620771408081,-1.6252870559692383,0.909065,378.30999755859375,,,,"23772"
"Yan Gomes","CHC",96,378,348,87,59,17,1,10,40,45,18,1,75,6,4,1,,1,1,0.250865,0.0487957,0.198504,0.245817,0.297242,0.394106,0.298456,0.691348,0.143241,3.0693,0.289063,-0.512595,-0.739082,39.762,-6.24639,86.1779,-1.25168,0.433549,-7.717508912086487,7.808548808097839,0.8951,360.260009765625,,,,"9627"
"Tom Murphy","SFG",62,247,219,54,34,11,0,9,28,29,24,0,68,2,2,1,,1,1,0.246783,0.0959372,0.276295,0.347228,0.322336,0.420784,0.322611,0.74312,0.174001,2.10477,0.313951,-0.194361,-0.681112,31.0147,0.870457,105.157,-0.875473,-0.912389,0.7052541971206665,1.7376111149787903,0.890583,521.3400268554688,,,,"13499"
"Giancarlo Stanton","NYY",105,455,401,92,51,15,0,26,54,69,47,2,134,3,3,1,,0,1,0.229772,0.104147,0.293656,0.354657,0.313672,0.462173,0.330992,0.775845,0.232401,1.61853,0.270911,-1.33856,-0.972486,60.207,4.76791,112.527,-2.31104,-0.229091,4.518381834030151,-11.10409089922905,0.884824,292.9800109863281,,,,"4949"
"Dominic Canzone","SEA",84,364,333,83,52,17,1,13,44,47,25,1,75,3,2,1,,4,2,0.250008,0.0682297,0.204895,0.332998,0.305689,0.427688,0.315355,0.733378,0.17768,4.08297,0.283128,-0.256909,-0.49044,43.4383,-0.91301,103.908,-0.747349,-0.793265,0.9569898843765259,-4.493265271186829,0.880599,655.969970703125,,,,"26438"
"Kerry Carpenter","DET",120,518,471,120,75,23,2,20,61,72,35,3,125,8,3,0,,4,3,0.255746,0.0683581,0.241537,0.283013,0.316222,0.443491,0.324755,0.759713,0.187745,3.79265,0.30434,-0.2576,-1.15163,65.8599,2.74463,105.851,-1.40923,-0.136707,2.2221564054489136,-11.086707130074501,0.871027,230.80999755859375,,,,"25961"
"Austin Hedges","CLE",58,230,206,41,30,6,0,5,20,20,15,0,58,3,2,5,,1,1,0.199365,0.0640652,0.252047,0.254179,0.258826,0.304569,0.249989,0.563395,0.105203,2.88904,0.248309,-0.206491,-0.411421,14.9874,-13.0855,56.4272,-0.617912,2.96675,-12.64692997932434,7.466750383377075,0.86821,746.1099853515625,,,,"12976"
"Reese McGuire","BOS",65,256,235,60,42,15,1,3,24,23,14,0,58,2,2,2,,2,1,0.255577,0.0546499,0.226232,0.241565,0.301386,0.361902,0.290167,0.663288,0.106325,3.64469,0.324706,-0.284658,-0.520657,25.1948,-5.99729,75.9835,-0.805316,1.50818,-8.172184705734253,6.508183598518372,0.86647,725.3900146484375,,,,"15674"
"Josh Rojas","SEA",81,350,311,72,50,15,1,7,42,34,33,1,80,1,3,2,,10,2,0.232986,0.094791,0.229679,0.41271,0.306998,0.352176,0.290837,0.659174,0.119189,5.10301,0.289875,0.566917,0.468666,34.6409,-8.00455,86.9141,1.03558,-0.237227,-4.45228385925293,1.1627730876207352,0.857774,488.0299987792969,,,,"19734"
"Jordan Lawlar",,60,259,231,55,38,10,2,6,33,28,21,0,66,4,2,1,,9,3,0.240025,0.0818397,0.25317,0.32326,0.314075,0.373082,0.302075,0.687157,0.133057,6.478,0.308894,-0.0166395,0.237691,28.0515,-3.50615,87.413,0.221051,0.886252,-3.8176438957452774,3.5112521052360535,0.84908,345.9800109863281,,,,"29976"
"Sean Bouchard","COL",86,371,324,82,46,20,3,14,48,49,40,0,98,4,2,1,,6,2,0.25458,0.107851,0.264098,0.408375,0.340599,0.45831,0.344479,0.79891,0.203731,5.03958,0.32048,-0.128683,-0.518756,53.2474,8.04321,101.117,-0.647439,0.329561,-0.13409513235092163,-4.045438677072525,0.843242,468.8500061035156,,,,"21270"
"Matt Vierling","DET",87,378,341,88,61,15,3,8,43,35,30,1,77,4,2,2,,6,4,0.256612,0.0791228,0.204834,0.386277,0.321764,0.389111,0.310865,0.710875,0.132498,5.05594,0.309784,0.215236,-1.09478,43.6995,-2.35763,96.2233,-0.879545,-0.761338,-2.590085208415985,-1.8113383650779724,0.84176,443.4700012207031,,,,"21558"
"Brandon Belt",,87,378,321,74,42,15,1,16,47,47,49,2,120,4,2,1,,1,0,0.231154,0.130574,0.316832,0.412123,0.339092,0.436254,0.336144,0.775345,0.2051,2.96166,0.309135,-0.597446,-0.611993,51.6353,5.57822,112.288,-1.20944,-0.0611579,4.450495004653931,-8.91115827485919,0.837418,591.3099975585938,,,,"10264"
"Joey Gallo","WSN",99,427,359,68,34,12,1,22,52,52,61,1,159,4,2,1,,3,1,0.190596,0.143748,0.372388,0.386018,0.313594,0.413285,0.316789,0.726879,0.222689,3.69201,0.257577,0.222243,-0.606385,51.4652,-0.562311,97.1178,-0.384141,2.77774,-1.9088157713413239,-4.447262287139893,0.816394,504.8399963378906,,,,"14128"
"Edward Olivares","PIT",94,406,369,98,64,20,3,12,51,48,26,1,74,7,3,1,,10,5,0.265709,0.0634761,0.181711,0.349324,0.32338,0.42992,0.325041,0.7533,0.164211,5.31891,0.301076,0.103542,-0.734525,51.7167,2.24792,101.641,-0.630983,-1.57197,0.19461148977279663,-5.921971082687378,0.807766,444.67999267578125,,,,"19698"
"Zach McKinstry","DET",83,357,318,77,51,15,4,8,43,31,31,0,79,3,2,2,,9,3,0.24177,0.0861354,0.219914,0.391678,0.313028,0.385005,0.305269,0.698033,0.143235,6.15819,0.295175,0.192553,-0.372009,39.6126,-3.88578,92.3447,-0.179456,-2.40643,-3.4540965855121613,-0.6314282417297363,0.802113,434.9700012207031,,,,"19392"
"Junior Caminero",,52,224,206,53,36,8,1,9,27,31,14,0,50,2,1,1,,2,1,0.257197,0.0609171,0.22446,0.271394,0.307796,0.431509,0.317411,0.739305,0.174311,4.1451,0.298802,-0.0350441,-0.469907,27.1138,-0.179259,105.628,-0.504951,-0.472797,1.0056511163711548,-0.6227973848581314,0.797086,254.44000244140625,,,,"28163"
"Connor Joe","PIT",86,371,320,79,50,18,2,9,46,35,42,0,84,6,2,1,,4,2,0.245649,0.113727,0.22604,0.503128,0.341736,0.395309,0.32537,0.737044,0.149659,4.25742,0.304823,0.106644,-1.0036,47.3595,2.15526,101.861,-0.896957,0.962114,-0.041403234004974365,-4.712886333465576,0.785929,594.2100219726562,,,,"16572"
"Mike Tauchman","CHC",63,273,233,55,37,12,1,5,36,27,34,1,65,3,2,1,,5,1,0.238246,0.125282,0.236817,0.529025,0.340119,0.365216,0.313769,0.705336,0.12697,4.579,0.304004,0.0232887,-0.0416853,32.2192,-1.04428,96.4432,-0.0183965,1.2962,-1.2213353365659714,-0.2287968397140503,0.782577,664.3200073242188,,,,"15274"
"Michael A. Taylor",,70,301,273,63,41,10,1,10,34,35,21,0,91,2,2,2,,7,2,0.228808,0.0705391,0.302131,0.233472,0.288145,0.384209,0.292216,0.672353,0.155401,4.90172,0.299996,-0.00340703,0.109195,30.136,-6.53909,82.3489,0.105788,2.85289,-6.368229202926159,3.9278852939605713,0.777685,603.6500244140625,,,,"11489"
"Dylan Moore","SEA",52,224,193,41,24,9,1,7,27,24,23,1,69,6,1,1,,11,4,0.213111,0.103026,0.307589,0.334946,0.313172,0.382987,0.306206,0.696159,0.169875,6.28077,0.288204,0.109249,0.0352291,25.0294,-2.26369,97.567,0.144478,1.06565,-0.5085351318120956,0.6156538128852844,0.769591,714.2100219726562,,,,"18042"
"Hunter Renfroe","KCR",96,413,374,94,54,23,0,16,49,52,32,0,89,3,3,1,,1,1,0.250316,0.0781625,0.216505,0.36102,0.311988,0.444583,0.324913,0.756572,0.194267,2.35145,0.284412,-0.425453,-0.761829,52.5644,2.24278,102.069,-1.18728,-1.17192,-0.16356003284454346,-6.196921467781067,0.764988,372.32000732421875,,,,"15464"
"Tommy Pham",,107,462,408,101,65,21,2,13,56,52,46,1,111,4,4,1,,13,3,0.247561,0.0992092,0.239602,0.414058,0.326154,0.401134,0.3175,0.727288,0.153573,5.29643,0.306445,0.224436,0.337979,55.9562,-0.335804,99.5809,0.562415,-2.1151,0.3264864683151245,-8.465099811553955,0.755601,346.3399963378906,,,,"2967"
"Estevan Florial","CLE",65,280,247,56,34,12,1,9,35,31,28,1,91,2,2,1,,10,4,0.226381,0.101315,0.325206,0.311539,0.307803,0.391455,0.303884,0.699259,0.165075,5.76209,0.317214,-0.0393253,-0.106593,30.7466,-3.36977,93.7829,-0.145918,1.41835,-2.231730490922928,0.21834611892700195,0.747867,565.6099853515625,,,,"19151"
"Johan Rojas","PHI",86,371,342,84,59,16,3,6,44,38,18,0,79,5,2,4,,19,5,0.246774,0.0491915,0.212192,0.231825,0.292389,0.364091,0.2865,0.65648,0.117316,7.35426,0.303174,-0.0384312,1.22077,35.383,-9.82115,76.6708,1.18234,3.07859,-9.540073990821838,4.403592348098755,0.747818,364.82000732421875,,,,"24336"
"Nicky Lopez","CHW",86,371,329,80,63,12,2,2,39,28,31,0,56,4,2,5,,9,3,0.243841,0.0841161,0.150493,0.558939,0.315738,0.316249,0.284406,0.631988,0.0724083,5.40427,0.286026,0.464283,-0.155725,34.738,-10.4662,77.1745,0.308558,2.93636,-9.838176935911179,4.611364126205444,0.735739,595.6500244140625,,,,"19339"
"Alex Kirilloff","MIN",86,371,332,85,56,16,1,12,43,49,29,1,86,6,2,1,,2,1,0.255611,0.078509,0.232756,0.337301,0.325406,0.420604,0.323585,0.74601,0.164993,3.45757,0.307943,-0.224741,-0.648833,46.8095,1.60529,106.624,-0.873573,-0.00399829,2.070812404155731,-7.328998094890267,0.73261,344.3900146484375,,,,"20325"
"Kyle Farmer","MIN",62,266,242,60,41,11,1,6,28,30,15,0,55,6,2,1,,2,2,0.246356,0.0555704,0.206308,0.269356,0.304253,0.378024,0.298533,0.682277,0.131668,3.49362,0.291617,-0.0238015,-0.743742,28.0273,-4.38328,89.2598,-0.767543,1.51685,-4.190713286399841,2.3668488264083862,0.719334,483.2900085449219,,,,"14813"
"Mark Vientos","NYM",73,315,285,69,41,13,1,14,36,43,24,1,89,3,2,1,,1,1,0.240981,0.076837,0.283188,0.271329,0.305507,0.439963,0.31954,0.74547,0.198982,3.07807,0.297772,-0.283409,-0.588549,38.6858,0.304846,103.906,-0.871958,-0.0441598,0.6521241664886475,-4.1691597774624825,0.719114,532.530029296875,,,,"22184"
"Patrick Wisdom","CHC",73,315,278,58,29,11,0,18,40,46,31,1,114,4,2,1,,4,2,0.209619,0.0975222,0.361954,0.269432,0.295756,0.444545,0.317292,0.740301,0.234925,3.74674,0.274467,-0.108543,-0.360411,38.0977,-0.283208,98.8052,-0.468954,-1.78551,-0.9352273941040039,-2.610514461994171,0.716251,584.5,,,,"13602"
"Santiago Espinal","TOR",52,224,203,54,40,12,0,3,25,22,17,1,33,2,1,1,,3,2,0.268123,0.0755152,0.146669,0.514869,0.327335,0.370398,0.306837,0.697734,0.102275,3.423,0.306229,0.139103,-0.556095,25.1467,-2.14642,95.1183,-0.416992,0.445579,-1.7272422909736633,1.2955789864063263,0.715865,733.4400024414062,,,,"19997"
"Andy Ibáñez","DET",62,266,243,63,41,14,1,6,30,29,19,0,46,2,1,1,,2,1,0.260434,0.0719796,0.173831,0.414077,0.318139,0.408048,0.315666,0.726188,0.147615,3.86317,0.29697,-0.116415,-0.404195,31.8122,-0.598354,99.5514,-0.52061,-1.88698,-0.6636037528514862,-1.236982822418213,0.711683,658.760009765625,,,,"18819"
