Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Rhys Hoskins","MIL",146,630,543,129,68,31,1,29,82,87,75,1,163,7,4,1,,3,1,0.238212,0.11887,0.258494,0.459858,0.335601,0.45859,0.342335,0.794191,0.220378,3.22755,0.283393,-1.00108,-1.15894,89.2984,12.5366,114.402,-2.16002,-0.577682,9.080480098724365,-12.677682399749756,1.78094,188.9199981689453,,,,"16472"
"Nolan Schanuel","LAA",122,525,445,115,76,21,2,16,76,59,68,1,90,8,2,2,,3,1,0.257235,0.128849,0.1721,0.748686,0.363303,0.422037,0.344917,0.78534,0.164802,3.84317,0.288305,-0.0336725,-1.13875,75.5408,11.5726,118.197,-1.17243,-0.972514,10.27445125579834,-10.347514033317566,1.77141,397.5299987792969,,,,"33189"
"Masyn Winn","STL",117,504,456,112,77,20,4,11,64,56,37,0,98,4,4,3,,12,3,0.244914,0.0734425,0.193832,0.378897,0.304816,0.37808,0.29828,0.682896,0.133167,6.10766,0.286864,0.0480356,0.313661,52.9984,-8.41102,87.4324,0.361696,2.57856,-7.4852598905563354,7.978564977645874,1.76091,363.05999755859375,,,,"27479"
"Gavin Lux","LAD",110,476,422,109,75,19,4,10,63,52,47,1,98,2,3,2,,8,3,0.25836,0.0976981,0.205163,0.476197,0.332985,0.397476,0.319432,0.730461,0.139116,5.59478,0.31129,0.426489,-0.5532,58.4158,0.41801,101.654,-0.126711,-1.42613,0.8487201631069183,0.5738714933395386,1.75848,265.0299987792969,,,,"19955"
"Brendan Donovan","STL",123,532,459,126,92,22,1,11,71,54,55,2,81,12,3,3,,6,2,0.274043,0.104305,0.15192,0.686581,0.365281,0.397319,0.336996,0.7626,0.123276,3.83605,0.311065,0.363359,-1.10193,73.0485,8.22739,113.387,-0.738567,-0.886836,8.084227681159973,-8.686835706233978,1.74672,293.69000244140625,,,,"24679"
"Kevin Kiermaier","TOR",102,441,399,97,64,21,4,8,52,47,33,1,103,4,3,1,,11,3,0.244084,0.0743045,0.233472,0.318259,0.305452,0.38083,0.298892,0.686282,0.136745,6.22402,0.305599,-0.107403,0.2734,46.5977,-7.13558,89.6115,0.165997,5.89483,-5.323373109102249,7.46982741355896,1.70814,528.1599731445312,,,,"11038"
"Eugenio Suárez","ARI",141,609,528,121,73,25,1,22,67,74,64,0,180,10,6,1,,1,1,0.229237,0.105195,0.295187,0.356369,0.320399,0.40626,0.317561,0.726659,0.177023,2.43208,0.298009,-1.28238,-1.22618,73.7917,-0.411452,97.7949,-2.50856,-0.88904,-4.172205567359924,0.4859601855278015,1.70074,274.8399963378906,,,,"12552"
"Orlando Arcia","ATL",130,560,506,127,84,25,0,18,68,69,45,0,108,3,4,2,,3,1,0.251398,0.0795766,0.192668,0.413024,0.314024,0.406081,0.313103,0.720105,0.154683,2.6449,0.285049,0.115077,-0.969836,65.781,-2.45177,93.6207,-0.854759,-2.76683,-5.280430614948273,3.2331655025482178,1.69776,331.45001220703125,,,,"13185"
"Colt Keith","DET",117,504,456,117,72,26,3,16,60,63,41,1,113,3,4,1,,2,1,0.256535,0.0805265,0.22468,0.358405,0.319702,0.430577,0.323081,0.750279,0.174042,3.7991,0.306086,-0.0282726,-0.866675,63.3793,1.96981,104.691,-0.894948,-1.30928,1.9376513361930847,-2.3092788457870483,1.67049,287.7099914550781,,,,"sa3014474"
"Henry Davis","PIT",128,521,449,108,68,22,2,17,60,64,55,3,123,13,3,2,,9,6,0.240735,0.104571,0.235573,0.443902,0.33847,0.40931,0.326311,0.74778,0.168574,4.30892,0.292672,-0.116239,-1.50827,66.9406,3.43537,102.493,-1.62451,-3.41731,-0.015048503875732422,-1.0423133373260498,1.6647,246.55999755859375,,,,"29617"
"Brendan Rodgers","COL",134,581,531,147,98,30,3,17,68,73,39,0,111,7,3,1,,0,1,0.277532,0.0671241,0.190449,0.352451,0.332749,0.43818,0.333345,0.770929,0.160648,2.69227,0.321204,0.235462,-1.40104,78.015,7.22358,93.6529,-1.16558,0.540794,-5.734063029289246,2.6157941818237305,1.66228,337.5299987792969,,,,"17907"
"Brandon Marsh","PHI",126,546,481,119,77,25,5,12,63,62,55,1,165,4,4,3,,12,3,0.247489,0.100313,0.30131,0.332923,0.327342,0.397617,0.316401,0.724959,0.150128,5.94688,0.346305,0.566819,-0.00127596,65.6319,-0.894994,96.7159,0.565543,1.2839,-1.6558406949043274,-0.3661000728607178,1.65274,377.3399963378906,,,,"20202"
"Justin Turner","TOR",126,546,484,125,83,26,0,16,66,67,48,0,101,9,5,1,,3,1,0.258494,0.0874471,0.184885,0.472982,0.333289,0.411653,0.325468,0.744942,0.153159,2.73126,0.293512,-1.50898,-0.941868,69.7436,3.21665,108.032,-2.45085,0.259977,2.803962469100952,-4.990022540092468,1.63185,250.16000366210938,,,,"5235"
"Jackson Chourio","MIL",131,567,524,135,91,25,2,17,67,69,34,0,126,4,4,2,,25,8,0.258007,0.0591778,0.222522,0.265941,0.305041,0.411422,0.309283,0.716463,0.153415,5.79307,0.307409,-0.0979336,0.779776,64.8045,-4.28116,92.2446,0.681842,0.330045,-4.765793263912201,1.755044847726822,1.62546,135.0500030517578,,,,"sa3015704"
"Christopher Morel","CHC",123,532,477,116,64,22,4,26,71,76,45,0,160,4,3,2,,10,4,0.242696,0.0848588,0.300666,0.282236,0.311547,0.466373,0.332168,0.77792,0.223677,5.62329,0.30601,0.542874,-0.583054,70.9155,6.09441,108.778,-0.0401798,-0.841187,5.745049849152565,-7.591186821460724,1.62272,190.9199981689453,,,,"21897"
"Andrew Vaughn","CHW",146,630,570,150,93,30,1,25,72,85,44,0,121,10,5,1,,0,1,0.262962,0.0706333,0.191353,0.369126,0.324892,0.45339,0.33481,0.778282,0.190429,2.04003,0.290858,-1.18042,-1.35509,85.3608,8.59899,112.11,-2.53551,-0.347033,6.6059839725494385,-11.74703299999237,1.62178,241.7100067138672,,,,"26197"
"Alex Verdugo","NYY",113,490,444,119,79,25,2,13,62,54,37,1,76,4,4,1,,4,2,0.267657,0.0760211,0.155694,0.488274,0.326812,0.417819,0.322155,0.74463,0.150161,3.87164,0.295927,0.226819,-0.879418,61.2422,1.53857,106.402,-0.652599,1.65482,3.1060718297958374,-3.495183229446411,1.62131,310.67999267578125,,,,"17027"
"René Pinto","TBR",109,429,400,91,54,21,1,16,45,54,21,0,136,4,2,2,,2,1,0.227125,0.0481214,0.31794,0.151354,0.2702,0.399433,0.287512,0.669633,0.172308,2.92359,0.30038,-0.147637,-0.652225,41.2559,-10.9909,84.9044,-0.799862,-1.65639,-8.555885672569275,6.718610048294067,1.6186,358.17999267578125,,,,"19859"
"Luis Campusano","SDP",122,493,450,117,79,21,1,16,56,63,33,0,89,6,3,1,,1,1,0.260995,0.0677484,0.17986,0.376672,0.317911,0.420726,0.319971,0.738636,0.159731,2.59768,0.290918,-0.5045,-1.19988,60.7476,0.654016,104.855,-1.70438,-3.21718,1.2620913982391357,-0.44217514991760254,1.61323,189.7899932861328,,,,"22217"
"Jake Rogers","DET",94,374,336,70,40,13,2,16,43,48,30,0,120,3,2,2,,2,1,0.209296,0.0793524,0.320941,0.247249,0.278553,0.396735,0.292244,0.675288,0.187439,4.09466,0.269593,-0.0613917,-0.610201,37.4133,-8.10769,83.3171,-0.671593,2.27312,-8.139724910259247,8.323123931884766,1.61284,324.3900146484375,,,,"19452"
"Ezequiel Tovar","COL",146,630,587,152,97,34,4,18,76,77,31,0,150,6,4,3,,12,5,0.259194,0.0492596,0.237934,0.20703,0.30091,0.421332,0.310635,0.722243,0.162138,5.29896,0.317611,-0.0353557,-0.579731,72.7124,-4.04945,78.4285,-0.615086,5.35288,-17.45110595226288,12.10288143157959,1.60634,189,,,,"24064"
"Brett Baty","NYM",104,448,400,98,66,17,0,16,55,55,39,0,118,5,2,2,,3,2,0.246052,0.0866397,0.263639,0.32863,0.318354,0.407434,0.316724,0.725788,0.161381,2.77287,0.30801,-0.133108,-0.9574,53.9719,-0.614284,102.018,-1.09051,-0.802387,0.029232501983642578,0.7976129651069641,1.60398,369.2699890136719,,,,"26123"
"Jorge Soler","SFG",143,616,536,127,71,26,0,30,77,88,68,3,157,7,4,1,,1,0,0.237011,0.11071,0.255316,0.433621,0.328036,0.455803,0.336248,0.783839,0.218792,2.30235,0.274345,-0.814912,-0.980491,84.1999,9.14385,114.299,-1.7954,-0.914422,9.116949677467346,-14.114421725273132,1.59376,170.6300048828125,,,,"14221"
"Brent Rooker","OAK",128,553,485,112,63,21,1,27,63,73,53,1,179,10,4,0,,4,1,0.231393,0.0960383,0.32287,0.297452,0.31774,0.447549,0.329011,0.765289,0.216156,3.08022,0.30017,-0.0289174,-0.737242,72.2648,4.88494,113.731,-0.766159,-0.263203,8.33184015750885,-11.18820270895958,1.58873,306.8699951171875,,,,"19627"
"Davis Schneider","TOR",73,315,268,62,34,15,1,11,39,40,40,0,84,4,2,1,,4,1,0.230505,0.125557,0.267428,0.469499,0.335561,0.422667,0.331129,0.758228,0.192162,4.20063,0.287837,-0.0682945,-0.45303,41.7177,3.33676,111.956,-0.521325,1.70559,3.991302192211151,1.2305943369865417,1.58793,420.95001220703125,,,,"23565"
"Lourdes Gurriel Jr.","ARI",126,546,502,140,89,32,2,17,62,69,34,1,97,5,4,1,,4,2,0.278715,0.0618991,0.177337,0.349047,0.327735,0.449291,0.333418,0.777026,0.170576,3.46002,0.314186,-0.607754,-0.991245,73.3484,6.82145,108.425,-1.599,0.818436,4.099791169166565,-6.931564092636108,1.57198,236.67999267578125,,,,"19238"
"Ryan Mountcastle","BAL",133,574,520,136,85,24,1,24,70,80,44,1,138,4,6,1,,4,1,0.260747,0.0763164,0.241272,0.316308,0.319653,0.453567,0.330807,0.77322,0.192819,3.17028,0.306348,0.347111,-0.89596,75.8653,5.92674,112.636,-0.548849,0.336901,8.142107129096985,-11.913098841905594,1.56867,244.47000122070312,,,,"18373"
"Mike Yastrzemski","SFG",118,511,445,103,56,27,2,18,65,60,55,2,133,6,4,2,,4,1,0.232228,0.108116,0.260657,0.414782,0.322452,0.423979,0.322701,0.746432,0.191751,4.09218,0.286759,0.200115,-0.736864,64.0983,1.83596,105.218,-0.536749,0.414133,2.7662652134895325,-4.760867059230804,1.5366,520.1900024414062,,,,"14854"
"Ramón Laureano","CLE",115,497,441,102,61,23,2,15,59,58,40,0,136,12,3,1,,13,4,0.230527,0.0801051,0.272926,0.293505,0.310339,0.399254,0.310017,0.709593,0.168727,5.63998,0.294728,0.104642,-0.0297846,57.1069,-3.44964,98.0343,0.074857,3.65843,-1.0957615822553635,-0.46657276153564453,1.52804,447.8900146484375,,,,"17128"
"Christian Encarnacion-Strand","CIN",125,539,489,130,76,24,2,28,71,88,37,1,145,8,3,2,,3,1,0.265449,0.0684504,0.2684,0.255032,0.324735,0.493348,0.347739,0.818083,0.227899,3.84451,0.319365,-0.324315,-0.710291,78.8188,13.1448,113.142,-1.03461,0.110749,7.741049647331238,-10.814251154661179,1.52414,161.7100067138672,,,,"30011"
"Andrew Benintendi","CHW",138,595,529,144,102,29,2,10,74,57,55,3,92,3,4,3,,12,3,0.272031,0.0932188,0.153886,0.605766,0.341594,0.396119,0.321965,0.737713,0.124088,4.73213,0.309264,0.29084,-0.132466,74.2712,1.77395,103.207,0.158374,-1.19818,2.444690227508545,-7.473178744316101,1.51442,365.2699890136719,,,,"17901"
"Matt Wallner","MIN",105,455,391,92,51,22,2,16,55,60,49,3,152,12,3,1,,2,1,0.234306,0.10753,0.333752,0.322186,0.335363,0.426409,0.330595,0.761772,0.192103,3.78553,0.334434,0.10991,-1.00432,60.0567,4.61764,111.482,-0.894408,-0.5024,5.365517318248749,-5.6773998737335205,1.51043,316.760009765625,,,,"26466"
"Starling Marte","NYM",134,581,529,139,99,23,3,14,73,63,34,1,119,13,3,2,,31,8,0.263292,0.058636,0.204034,0.287383,0.321963,0.397548,0.313829,0.719511,0.134256,6.34429,0.314009,0.680589,1.86374,68.598,-2.19349,100.077,2.54433,-1.40806,2.5996468998491764,-7.333062529563904,1.50123,219.9199981689453,,,,"9241"
"José Caballero","TBR",73,315,265,61,42,13,1,6,39,30,36,0,71,10,3,1,,21,5,0.230508,0.112921,0.22411,0.503865,0.34106,0.34987,0.311612,0.69093,0.119363,6.52761,0.289792,-0.026825,1.23878,36.6118,-1.76917,101.609,1.21196,-0.869393,1.819157898426056,2.4556068778038025,1.49348,376.8399963378906,,,,"23401"
"Esteury Ruiz","OAK",115,497,446,111,76,24,2,9,58,49,31,1,103,14,2,4,,50,12,0.249035,0.0629422,0.206293,0.30511,0.316506,0.369099,0.302254,0.685605,0.120064,6.80354,0.304189,0.188099,3.85315,53.9026,-6.65399,95.1847,4.04125,-2.93207,1.1736814975738525,-3.2570709586143494,1.47608,129.61000061035156,,,,"21780"
"LaMonte Wade Jr.","SFG",112,483,408,100,65,17,2,16,62,54,62,2,96,7,3,3,,3,1,0.245996,0.128696,0.198386,0.648712,0.352579,0.418154,0.337049,0.770733,0.172158,3.71284,0.281058,-0.4827,-0.873667,66.3417,7.49096,114.836,-1.35637,-0.494441,7.521254301071167,-9.169440984725952,1.47604,391.32000732421875,,,,"18126"
"Parker Meadows","DET",123,532,474,109,70,21,5,14,65,54,46,1,129,4,4,3,,13,3,0.230834,0.085801,0.241728,0.354948,0.301679,0.381366,0.297521,0.683045,0.150532,6.19053,0.284997,0.39247,0.227415,55.6072,-9.21394,86.9743,0.619885,2.50259,-7.683331191539764,4.402586102485657,1.47526,279.54998779296875,,,,"23800"
"Geraldo Perdomo","ARI",100,434,368,89,64,15,3,6,53,39,50,1,81,5,3,7,,11,4,0.240967,0.1158,0.186353,0.6214,0.338265,0.347054,0.307092,0.685318,0.106087,5.69153,0.291537,0.559552,-0.437762,48.8135,-4.06688,90.7762,0.121791,0.343285,-4.837462581694126,4.793284475803375,1.46957,423.6000061035156,,,,"22799"
"Travis d'Arnaud","ATL",86,348,317,79,48,17,1,13,40,47,23,0,81,5,2,1,,0,1,0.247894,0.0667121,0.234214,0.284834,0.30816,0.42732,0.317584,0.73548,0.179426,2.56694,0.29318,-0.6128,-0.820555,42.1248,-0.228232,96.6247,-1.43336,1.00397,-2.886818766593933,3.5289664268493652,1.46866,392.7300109863281,,,,"7739"
"Kyle Isbel","KCR",102,441,400,101,64,23,4,10,56,49,31,0,93,4,3,2,,12,4,0.251909,0.0711679,0.210732,0.337718,0.311286,0.402415,0.309788,0.713702,0.150507,6.04332,0.30237,0.407146,-0.0256762,50.5884,-3.14487,91.585,0.38147,2.21184,-4.065106570720673,3.786842107772827,1.46635,521.3400268554688,,,,"21614"
"Marcell Ozuna","ATL",143,616,552,140,82,26,1,31,79,95,56,1,143,3,4,1,,1,1,0.254235,0.0908808,0.232438,0.39099,0.324711,0.475223,0.341748,0.799934,0.220988,2.25272,0.285772,-0.39347,-1.19473,87.0133,11.9573,112.824,-1.5882,-0.081281,8.19783091545105,-14.481280609965324,1.46553,164.82000732421875,,,,"10324"
"Wilmer Flores","SFG",96,413,367,96,61,19,1,15,50,53,37,1,63,5,3,1,,0,1,0.262074,0.0895415,0.15241,0.587504,0.335381,0.444156,0.336404,0.779536,0.182082,2.15866,0.276905,-0.681054,-0.966361,56.5057,6.18401,114.404,-1.64742,0.841862,5.722297668457031,-5.133137881755829,1.46141,368.04998779296875,,,,"5827"
"Jake Meyers","HOU",92,399,359,86,56,17,2,11,48,47,30,0,103,6,3,2,,7,2,0.240666,0.0758637,0.259292,0.29258,0.307819,0.391386,0.305063,0.699205,0.15072,4.85064,0.304861,0.259132,-0.340019,44.2048,-4.41102,93.3463,-0.0808876,2.96977,-3.2619326263666153,4.294770836830139,1.4548,580.3900146484375,,,,"20308"
"Keibert Ruiz","WSN",122,483,443,119,79,24,0,16,53,59,31,1,51,5,3,1,,2,1,0.269183,0.0651841,0.106422,0.612509,0.322924,0.43398,0.326548,0.756904,0.164797,2.34267,0.272443,-1.03615,-0.871951,62.1294,3.27868,103.66,-1.9081,-4.65372,0.2820115089416504,3.221278190612793,1.44812,170.52000427246094,,,,"19610"
"Mitch Garver","SEA",123,526,456,107,64,20,0,23,64,69,60,1,139,5,4,1,,1,0,0.234094,0.11421,0.264632,0.431579,0.327949,0.42985,0.328606,0.757799,0.195755,2.06687,0.281589,-0.435454,-0.986101,68.5597,4.46965,113.093,-1.42156,-0.163532,6.83030641078949,-10.213532134890556,1.44275,179.52999877929688,,,,"15161"
"Lane Thomas","WSN",147,637,576,145,87,32,3,23,84,77,47,0,157,7,5,2,,15,6,0.251389,0.0745651,0.247246,0.301583,0.313379,0.437488,0.323129,0.750867,0.186098,5.23454,0.303929,0.325483,-0.473539,80.13,2.51523,101.368,-0.148056,-2.58328,0.9315159022808075,-8.308282613754272,1.42783,122.70999908447266,,,,"16939"
"Jonathan India","CIN",123,532,459,116,74,25,1,16,71,61,53,1,111,16,4,1,,11,3,0.253756,0.0990325,0.20922,0.473342,0.348062,0.419181,0.336265,0.767242,0.165425,4.55559,0.298702,-0.00819785,-0.418254,72.7256,7.90449,105.45,-0.426452,-2.34024,3.1656098067760468,-7.3902366161346436,1.38554,278.0299987792969,,,,"21523"
"Trent Grisham","NYY",65,280,240,53,30,12,1,10,36,32,33,0,73,3,2,2,,7,2,0.220203,0.11949,0.261269,0.457346,0.321946,0.404977,0.318096,0.726923,0.184774,4.96503,0.270173,0.27904,0.0663624,34.0516,-0.0647429,103.588,0.345403,1.6105,1.5492864549160004,2.6104999780654907,1.36344,521.47998046875,,,,"18564"
"Anthony Rizzo","NYY",128,553,480,114,70,20,1,23,67,72,51,3,114,18,3,0,,3,3,0.237957,0.0921598,0.20622,0.4469,0.332103,0.426497,0.329434,0.758601,0.18854,3.06833,0.264167,-1.17502,-1.58195,72.4588,5.07901,111.446,-2.75697,-0.0962298,4.827571153640747,-10.071230210363865,1.35067,272.8500061035156,,,,"3473"
"Dylan Carlson","STL",78,336,293,75,47,17,2,9,41,39,33,1,66,5,3,1,,3,1,0.255704,0.0978707,0.196229,0.498757,0.338638,0.416523,0.329088,0.755161,0.160819,4.4472,0.299132,0.173338,-0.476859,43.9291,2.98948,108.085,-0.303522,0.487929,3.06200048327446,-1.012071430683136,1.34556,561.739990234375,,,,"20126"
"Austin Wells","NYY",79,315,281,65,39,14,1,12,36,40,27,1,79,4,2,1,,4,1,0.229524,0.0860053,0.251497,0.341973,0.303572,0.405777,0.307235,0.709349,0.176253,3.91054,0.2754,0.00828598,-0.202729,35.5118,-2.91784,96.0604,-0.194444,-2.24099,-1.683266207575798,2.9840071201324463,1.33828,298,,,,"27562"
"Ceddanne Rafaela","BOS",102,441,411,106,66,24,4,12,55,57,19,0,102,6,3,2,,16,6,0.258306,0.0437963,0.230872,0.189699,0.298848,0.424044,0.31006,0.722892,0.165738,6.31172,0.312538,0.0179989,-0.233409,50.6879,-3.04541,89.7717,-0.21541,2.25476,-5.620141968131065,3.92976176738739,1.32554,363.5,,,,"24262"
"Michael Conforto","SFG",121,525,455,113,74,22,0,17,61,62,56,4,119,10,4,1,,3,1,0.247981,0.106852,0.227174,0.470353,0.340296,0.407793,0.326201,0.748089,0.159811,2.92445,0.298199,0.0895043,-0.907881,67.3805,3.41228,107.564,-0.818376,-2.29673,4.101144552230835,-8.821726083755493,1.31232,420.3699951171875,,,,"16376"
"Christian Vázquez","MIN",81,321,294,72,51,14,0,6,32,32,21,1,65,2,2,2,,2,1,0.243599,0.0665121,0.202588,0.328312,0.296228,0.352687,0.284416,0.648915,0.109087,2.79008,0.292062,-1.08438,-0.742743,30.0213,-9.04194,79.4746,-1.82712,2.43511,-9.711877822875977,8.435112476348877,1.30615,503.55999755859375,,,,"9774"
"Luis García Jr.","WSN",110,476,441,120,82,23,3,12,57,55,27,1,70,2,4,2,,7,3,0.272684,0.0569453,0.147471,0.386146,0.314481,0.421728,0.316258,0.736209,0.149044,4.64592,0.2986,-0.249045,-0.956851,57.161,-0.83679,96.7617,-1.2059,-1.76174,-3.1154842376708984,-0.0617445707321167,1.2998,401.67999267578125,,,,"20391"
"Tim Anderson","MIA",126,546,513,144,109,25,2,7,65,49,25,0,115,4,3,1,,13,4,0.280542,0.0453164,0.209909,0.215885,0.316994,0.381417,0.304678,0.698411,0.100875,5.30884,0.346836,0.793784,0.0112099,60.3162,-6.21077,88.9347,0.804994,-4.66227,-6.679675579071045,1.0377321243286133,1.29176,317.9200134277344,,,,"15172"
"Nick Fortes","MIA",71,282,253,61,42,11,1,8,31,31,19,0,50,6,2,1,,4,2,0.242055,0.068888,0.17931,0.384184,0.308036,0.38243,0.302593,0.690466,0.140374,3.92486,0.27203,0.131961,-0.478019,30.6203,-3.69098,87.5365,-0.346058,-0.0888473,-4.694057136774063,5.411152713000774,1.28323,483.94000244140625,,,,"21538"
"Jesús Sánchez","MIA",105,455,409,103,63,19,3,18,53,59,39,1,116,4,2,1,,3,1,0.252162,0.0867696,0.255488,0.339623,0.322668,0.445217,0.330379,0.767885,0.193055,4.17079,0.3078,-0.486252,-0.695873,59.9753,4.53623,106.164,-1.18212,0.620492,2.2925156354904175,-4.954507946968079,1.27985,401.82000732421875,,,,"19913"
"Jarren Duran","BOS",117,504,456,117,71,28,5,12,68,56,37,1,127,6,3,2,,23,5,0.256545,0.0734663,0.252643,0.29079,0.318221,0.423594,0.319995,0.741815,0.16705,7.39345,0.327523,0.0195927,1.67518,62.0879,0.678384,96.6584,1.69477,-1.69044,-0.32320380210876465,-4.090442538261414,1.26743,150.4199981689453,,,,"24617"
"Brice Turang","MIL",109,469,419,102,73,17,3,9,53,46,43,1,94,2,3,3,,18,5,0.243946,0.0916269,0.201085,0.455663,0.314559,0.360174,0.297288,0.674733,0.116227,5.87669,0.293126,0.158534,0.799327,48.9314,-8.2135,84.203,0.957861,3.10997,-8.22050029039383,4.88496720790863,1.26024,336.7099914550781,,,,"22186"
"Josh Bell","MIA",143,616,539,140,90,28,1,21,71,74,68,2,122,4,4,1,,1,1,0.25952,0.109819,0.198082,0.554415,0.343706,0.434898,0.33728,0.778605,0.175379,2.03186,0.296102,-1.35994,-1.449,84.7276,9.67157,110.79,-2.80894,-1.34722,5.42539644241333,-13.84722363948822,1.2523,284.4700012207031,,,,"13145"
"Shea Langeliers","OAK",105,417,379,85,49,17,2,17,47,52,31,2,118,4,3,1,,2,1,0.225159,0.0753921,0.281766,0.26757,0.28908,0.418402,0.303147,0.707482,0.193243,3.89672,0.275598,-0.282731,-0.629535,45.5572,-5.27615,95.8037,-0.912266,-0.895906,-3.009953796863556,6.629094243049622,1.23917,245.3699951171875,,,,"25816"
"José Abreu","HOU",143,616,550,144,95,29,1,19,71,82,49,1,132,11,6,1,,1,0,0.262111,0.0787698,0.214263,0.367631,0.3308,0.422579,0.326721,0.753379,0.160468,2.55369,0.309263,-0.786445,-1.06853,79.326,4.27003,108.358,-1.85497,-1.68412,4.313966393470764,-12.834118247032166,1.23739,289.32000732421875,,,,"15676"
"Christian Bethancourt","MIA",84,333,311,78,50,16,0,11,40,38,16,0,82,2,2,2,,3,1,0.249852,0.048092,0.24674,0.194909,0.28818,0.409757,0.300005,0.697937,0.159906,3.53059,0.303009,-0.264199,-0.446732,35.4726,-5.07714,85.8022,-0.710931,1.82849,-6.564542174339294,8.328494191169739,1.21497,465.6300048828125,,,,"10028"
"Luis Urías","SEA",68,294,255,59,39,11,1,9,34,31,30,0,68,7,2,1,,2,1,0.233546,0.101702,0.232794,0.436874,0.327432,0.387433,0.315129,0.714865,0.153887,3.08902,0.281946,-0.0511444,-0.565533,35.0297,-0.792509,103.751,-0.616677,0.439294,0.7048255205154419,1.4892940521240234,1.21486,598.3400268554688,,,,"16622"
"Ryan Noda","OAK",125,539,448,94,55,20,1,18,66,53,75,2,178,10,3,2,,5,2,0.210675,0.138618,0.329388,0.420836,0.334607,0.382265,0.317929,0.716872,0.17159,3.89326,0.297706,-0.222143,-0.718943,65.4743,-0.199716,106.049,-0.941085,0.772914,2.965594708919525,-9.102085888385773,1.21421,420.0299987792969,,,,"23312"
"Michael Massey","KCR",104,448,410,104,67,23,1,14,51,54,25,0,96,6,4,2,,6,2,0.254258,0.0568073,0.215236,0.26393,0.304798,0.415567,0.310713,0.720365,0.161309,3.9592,0.29781,0.118724,-0.490832,51.7354,-2.85081,92.2258,-0.372108,-0.120707,-4.5452927350997925,1.4792927131056786,1.21208,400.2300109863281,,,,"27684"
"Kyle Higashioka","SDP",76,304,279,62,37,13,0,12,31,37,19,0,83,1,3,2,,1,1,0.220414,0.0613706,0.27159,0.225968,0.268705,0.391392,0.283716,0.660096,0.170977,2.20567,0.265741,-0.362993,-0.667743,28.2717,-8.74458,80.5502,-1.03074,0.986559,-8.350891351699829,5.361559152603149,1.211,575.27001953125,,,,"5517"
"Will Benson","CIN",110,476,401,91,52,18,5,15,64,56,65,1,146,5,3,2,,17,4,0.225808,0.136808,0.305834,0.447327,0.339263,0.412025,0.328844,0.751287,0.186217,6.93058,0.30973,-0.230911,0.671191,62.1364,4.13859,100.475,0.440281,-0.329339,0.720384418964386,-5.029338985681534,1.18694,309.239990234375,,,,"21853"
"Kyle Manzardo","CLE",92,399,346,85,49,20,1,14,50,51,43,1,83,4,5,1,,1,1,0.245927,0.108254,0.208702,0.518703,0.331963,0.43498,0.331161,0.766943,0.189053,2.6124,0.279078,0,-0.938772,52.8528,4.23694,112.689,-0.938772,0.721326,5.127803266048431,-6.903673708438873,1.17472,375.3699951171875,,,,"sa3017342"
"Victor Caratini","HOU",65,257,227,54,38,9,0,7,26,30,23,1,54,4,2,1,,1,1,0.238284,0.0893276,0.210998,0.423358,0.316716,0.366119,0.300097,0.682834,0.127835,2.49907,0.282129,-0.442808,-0.577132,27.434,-3.90428,89.9038,-1.01994,0.235441,-4.131367802619934,4.735440596938133,1.17019,549.1300048828125,,,,"14968"
"Joc Pederson","ARI",107,462,400,101,61,18,3,19,60,60,50,4,104,8,4,1,,1,1,0.251865,0.107514,0.225329,0.477144,0.342939,0.451455,0.340826,0.794393,0.199589,3.79224,0.292272,-0.0731429,-1.00352,64.9065,8.61446,113.391,-1.07666,-0.597166,6.587857365608215,-10.6471666097641,1.16429,415.32000732421875,,,,"11899"
"J.D. Davis",,81,350,306,75,48,16,1,11,39,42,35,1,102,5,3,1,,1,1,0.246516,0.101069,0.291364,0.346882,0.332615,0.410086,0.324428,0.742701,0.163569,2.77776,0.329332,-0.326016,-0.751494,44.4049,1.75947,104.303,-1.07751,-0.771071,0.7576252222061157,-1.0210713744163513,1.16097,470.8699951171875,,,,"16219"
"Joey Ortiz","MIL",81,350,320,82,54,18,2,7,42,40,23,0,72,3,2,1,,5,2,0.254593,0.0654329,0.204821,0.319465,0.308316,0.394948,0.305361,0.703264,0.140355,5.06202,0.304734,0.0561641,-0.317542,38.8627,-3.78278,89.6152,-0.261378,2.90265,-4.76420396566391,4.402648687362671,1.15264,438.0799865722656,,,,"25493"
"Gabriel Arias","CLE",94,406,367,86,56,17,1,12,45,46,31,0,110,4,3,1,,5,3,0.234906,0.0754391,0.271779,0.277575,0.298851,0.387277,0.29912,0.686128,0.152371,3.88119,0.299342,0.0217114,-0.89418,42.9765,-6.49229,90.4814,-0.872469,-0.2325,-5.503017544746399,3.267500013113022,1.1526,558.5999755859375,,,,"22563"
