Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Adolis García","TEX",143,616,558,133,76,27,1,29,77,88,46,1,172,6,5,0,,12,4,0.238174,0.0748754,0.279421,0.267966,0.301419,0.445097,0.321126,0.746516,0.206923,4.70672,0.287933,0.0179815,-0.129594,77.4857,5.4272,109.694,-0.111612,1.01535,6.721269220113754,-6.884648323059082,2.1039,152.0500030517578,,,,,,,711,4.972027972,711,4.972027972,,,,,,,,,,,,,,,,,,,"Adolis Garcia","19287",666969
"Jeff McNeil","NYM",120,518,468,124,88,26,1,9,58,54,34,1,66,11,4,1,,5,1,0.265826,0.0659732,0.126555,0.521303,0.327355,0.387122,0.313813,0.714477,0.121296,3.95252,0.289544,-0.683256,-0.292308,62.1095,1.51487,104.398,-0.975564,-0.0625522,1.748416006565094,1.3374477699398994,2.10023,401.6000061035156,,,,,,,533.8,4.448333333,533.8,4.448333333,,,,,,,,,,,,,,,,,,,"Jeff McNeil","15362",643446
"Jonathan India","KCR",143,616,526,132,87,29,2,14,81,58,68,0,117,16,4,2,,12,3,0.250857,0.10981,0.190413,0.576694,0.350701,0.392426,0.330055,0.743127,0.141569,4.94495,0.296175,0.107774,0.0166304,81.9128,9.85428,111.489,0.124405,-1.49644,8.222453743219376,-8.496442675590515,2.09248,243.13999938964844,,,,,,,706.7,4.941958041,706.7,4.941958041,,,,,,,,,,,,,,,,,,,"Jonathan India","21523",663697
"Jesús Sánchez","MIA",125,539,486,125,77,25,2,21,63,71,45,2,137,5,2,1,,10,2,0.256447,0.0833682,0.254491,0.327587,0.323695,0.44651,0.332471,0.770205,0.190064,4.73788,0.313871,-0.710481,0.185379,72.7217,9.67048,110.82,-0.525102,0.653263,6.448816537857056,-4.521737158298492,2.05278,233.5800018310547,,,,,,,658.7,5.2696,658.7,5.2696,,,,,,,,,,,,,,,,,,,"Jesus Sanchez","19913",660821
"Ryan Jeffers","MIN",99,396,350,82,48,17,1,16,46,51,33,0,92,9,3,1,,2,0,0.234921,0.0836634,0.231224,0.361829,0.31455,0.429867,0.323817,0.744417,0.194946,3.37475,0.268788,-0.403646,-0.401771,50.7213,4.35118,112.246,-0.805417,-1.09411,4.74902206659317,3.530889630317688,2.02952,236.39999389648438,,,,,,,444.4,4.488888888,444.4,4.488888888,,,,,,,,,,,,,,,,,,,"Ryan Jeffers","24618",680777
"Garrett Mitchell","MIL",110,476,422,102,65,20,3,15,60,60,46,0,144,5,2,1,,20,6,0.242191,0.095928,0.301693,0.317965,0.322587,0.407394,0.319985,0.729981,0.165203,6.32985,0.32956,0.172924,0.754618,59.4382,3.75668,104.666,0.927542,0.0901677,3.5835060477256775,-0.009832330048084259,2.00616,249.3699951171875,,,,,,,539.5,4.904545454,539.5,4.904545454,,,,,,,,,,,,,,,,,,,"Garrett Mitchell","27555",669003
"Salvador Perez","KCR",149,612,563,147,95,25,1,26,66,88,33,7,135,11,5,0,,0,0,0.260862,0.05338,0.219995,0.242642,0.311531,0.447803,0.323763,0.759334,0.18694,1.67728,0.296822,-1.5142,-1.01911,78.2305,6.68673,107.064,-2.53331,-2.26832,2.409726142883301,-1.3683173656463623,2.00372,74.48999786376953,,,,,,,714.8,4.797315436,714.8,4.797315436,,,,,,,,,,,,,,,,,,,"Salvador Perez","7304",521692
"George Springer","TOR",141,609,543,131,86,23,2,20,76,70,56,0,117,6,4,1,,14,3,0.242133,0.0925869,0.192725,0.48041,0.318197,0.404048,0.316321,0.722245,0.161914,4.98144,0.272099,-0.0662914,0.428159,74.25,3.01039,107.645,0.361868,0.916747,5.689173340797424,-6.6082534193992615,2.00176,240.52999877929688,,,,,,,660.9,4.687234042,660.9,4.687234042,,,,,,,,,,,,,,,,,,,"George Springer","12856",543807
"Jake Meyers","HOU",100,434,391,93,61,18,2,12,49,49,32,0,106,6,3,2,,8,2,0.237968,0.0727442,0.243507,0.298735,0.303302,0.384581,0.301589,0.687883,0.146613,5.02238,0.293998,0.408389,0.0496229,47.7679,-3.00058,97.4797,0.458012,4.09983,-0.7935236096382141,5.649828195571899,1.99573,453.3299865722656,,,,,,,429.8,4.298,429.8,4.298,,,,,,,,,,,,,,,,,,,"Jake Meyers","20308",676694
"Tyler Stephenson","CIN",121,490,436,112,74,22,1,15,58,60,45,2,114,6,3,0,,1,0,0.257771,0.0916658,0.233091,0.393263,0.33334,0.419371,0.327995,0.752711,0.161601,2.78323,0.313493,-0.634308,-0.801976,64.372,7.02933,103.955,-1.43628,-1.48194,0.8823529481887817,2.843061923980713,1.99479,156.72000122070312,,,,,,,556.6,4.6,556.6,4.6,,,,,,,,,,,,,,,,,,,"Tyler Stephenson","17988",663886
"Luis Arraez","SDP",149,644,597,183,143,30,3,8,80,59,37,4,37,5,3,2,,7,3,0.306492,0.0568063,0.0576624,0.985153,0.350239,0.403609,0.328139,0.753848,0.0971172,4.0656,0.31548,0.361187,-1.10031,84.6428,9.30896,114.203,-0.739124,1.18714,10.198705792427063,-12.41286027431488,1.98621,191.92999267578125,,,,,,,738,4.953020134,738,4.953020134,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"Otto Lopez","MIA",109,469,431,119,86,23,3,6,52,44,30,0,81,4,3,1,,15,4,0.275466,0.0638188,0.172441,0.37009,0.326407,0.385064,0.311962,0.711471,0.109597,5.66017,0.325466,0.171466,0.408395,55.5358,0.673069,97.0164,0.579861,2.46746,-1.0934232473373413,4.24246084690094,1.93823,325.2300109863281,,,,,,,494.9,4.540366972,494.9,4.540366972,,,,,,,,,,,,,,,,,,,"Otto Lopez","19608",672640
"Connor Norby","MIA",136,588,531,132,84,28,2,18,78,67,47,0,162,5,4,1,,9,4,0.248402,0.0801657,0.275428,0.291058,0.313189,0.411767,0.31575,0.724957,0.163366,4.65182,0.320021,0.0368024,-0.764072,71.4194,2.63628,99.5656,-0.72727,-2.066,-1.0326921045780182,0.03399991989135742,1.91914,268.5799865722656,,,,,,,631.9,4.646323529,631.9,4.646323529,,,,,,,,,,,,,,,,,,,"Connor Norby","29592",681393
"Heliot Ramos","SFG",139,602,547,137,87,25,3,22,72,78,45,1,158,5,4,0,,7,3,0.251275,0.0752782,0.262555,0.286714,0.31269,0.429673,0.321164,0.742363,0.178398,4.53669,0.311749,-0.328752,-0.745253,75.7433,5.3225,107.799,-1.07401,1.7102,4.540289402008057,-6.139795780181885,1.90524,207.67999267578125,,,,,,,671.5,4.830935251,671.5,4.830935251,,,,,,,,,,,,,,,,,,,"Heliot Ramos","22515",671218
"Michael Massey","KCR",120,518,478,123,77,27,3,17,60,65,28,1,98,6,5,2,,4,1,0.257101,0.0537565,0.189832,0.28318,0.302923,0.427733,0.314484,0.730657,0.170632,4.22364,0.288937,0.317144,-0.467152,62.3894,1.79481,100.536,-0.150008,0.402578,0.1679678112268448,0.9525776505470276,1.89911,383.25,,,,,,,572.8,4.773333333,572.8,4.773333333,,,,,,,,,,,,,,,,,,,"Michael Massey","27684",686681
"Josh Naylor","ARI",141,609,547,146,90,32,0,23,72,93,50,7,95,6,5,0,,7,2,0.266276,0.0827371,0.155838,0.530916,0.332168,0.453427,0.335779,0.785596,0.187151,3.19313,0.281999,-1.03335,-0.512755,83.7876,12.548,114.034,-1.54611,0.930366,8.674084544181824,-10.594633758068085,1.89615,103.6500015258789,,,,,,,755.3,5.356737588,755.3,5.356737588,,,,,,,,,,,,,,,,,,,"Josh Naylor","18839",647304
"Kyle Isbel","KCR",125,539,489,118,76,24,6,12,69,57,37,0,112,6,3,4,,14,4,0.241907,0.0678658,0.208372,0.325695,0.301144,0.389432,0.301353,0.690576,0.147525,6.76106,0.289207,0.858614,0.345444,59.222,-3.82913,91.2995,1.20406,2.55114,-4.161778688430786,4.476139307022095,1.88814,517.2100219726562,,,,,,,532.8,4.2624,532.8,4.2624,,,,,,,,,,,,,,,,,,,"Kyle Isbel","21614",664728
"Jose Trevino","CIN",66,262,242,59,41,10,1,7,28,30,16,0,45,2,1,1,,2,1,0.245563,0.0614664,0.17206,0.357237,0.29697,0.384308,0.297747,0.681278,0.138745,3.39364,0.272337,-0.313059,-0.485027,28.0694,-2.62569,83.5959,-0.798085,3.89006,-5.945363759994507,9.015062808990479,1.8798,637.6099853515625,,,,,,,243.9,3.695454545,243.9,3.695454545,,,,,,,,,,,,,,,,,,,"Jose Trevino","16725",624431
"Danny Jansen","TBR",91,359,314,71,40,15,0,15,43,44,36,0,72,6,3,0,,0,0,0.224947,0.100215,0.200586,0.499613,0.312736,0.415367,0.317919,0.728103,0.19042,1.9826,0.242891,-0.139604,-0.611053,44.2315,2.23642,111.472,-0.750656,-1.6004,3.961529016494751,5.099596619606018,1.8689,301.0400085449219,,,,,,,394.1,4.33076923,394.1,4.33076923,,,,,,,,,,,,,,,,,,,"Danny Jansen","16535",643376
"Michael Busch","CHC",128,553,485,116,69,26,2,20,71,69,58,1,152,7,4,0,,2,1,0.239869,0.104143,0.274905,0.378832,0.326544,0.423608,0.327137,0.750152,0.183739,3.64134,0.304817,-0.170122,-0.948149,72.2368,7.54788,112.398,-1.11827,1.93828,7.08023476600647,-7.4867165088653564,1.85993,257.6700134277344,,,,,,,635.4,4.9640625,635.4,4.9640625,,,,,,,,,,,,,,,,,,,"Michael Busch","26319",683737
"Jonny DeLuca","TBR",109,469,424,98,62,20,3,14,53,54,35,1,96,6,2,1,,15,4,0.232192,0.0739078,0.203651,0.362914,0.298569,0.392184,0.301206,0.690753,0.159992,5.79143,0.266812,-0.193071,0.612414,51.4754,-3.38727,99.715,0.419342,0.881383,0.2664240449666977,1.856383204460144,1.83392,344.07000732421875,,,,,,,471.8,4.328440366,471.8,4.328440366,,,,,,,,,,,,,,,,,,,"Jonny DeLuca","26365",676356
"Jake Cronenworth","SDP",139,602,531,128,81,27,4,15,68,67,54,1,113,11,5,1,,4,2,0.24028,0.0902048,0.186987,0.482413,0.321406,0.390766,0.312626,0.712172,0.150486,4.192,0.276243,0.655864,-0.981614,71.6064,1.18564,103.762,-0.325749,-1.92962,2.382530689239502,-4.879624962806702,1.81254,286.7900085449219,,,,,,,624.9,4.495683453,624.9,4.495683453,,,,,,,,,,,,,,,,,,,"Jake Cronenworth","18036",630105
"Trevor Story","BOS",141,609,548,123,74,31,2,17,69,70,50,4,176,7,4,0,,23,6,0.225266,0.0818305,0.288274,0.283863,0.295901,0.379947,0.293831,0.675848,0.154681,5.51748,0.296334,0.344945,1.15797,63.2265,-8.01316,84.6818,1.50291,0.116252,-9.171140313148499,6.391251638531685,1.80958,255.11000061035156,,,,,,,599.8,4.253900709,599.8,4.253900709,,,,,,,,,,,,,,,,,,,"Trevor Story","12564",596115
"Wilyer Abreu","BOS",99,427,375,91,54,22,1,15,55,53,46,0,115,3,3,0,,8,3,0.243353,0.106586,0.269684,0.395226,0.327506,0.423967,0.327827,0.751473,0.180614,4.61702,0.308962,-0.0582089,-0.247125,56.0147,6.06509,108.595,-0.305334,3.58004,3.8940775990486145,-0.7949645519256592,1.79015,313.4599914550781,,,,,,,498.9,5.039393939,498.9,5.039393939,,,,,,,,,,,,,,,,,,,"Wilyer Abreu","23772",677800
"Spencer Horwitz","PIT",100,434,372,101,66,24,1,9,52,47,53,2,79,6,3,0,,2,1,0.270257,0.121273,0.181961,0.666479,0.366742,0.416603,0.344406,0.783345,0.146346,3.00478,0.317777,-0.562408,-0.955841,62.7242,11.9557,118.888,-1.51825,2.29808,8.28446364402771,-5.601917028427124,1.76968,385.4200134277344,,,,,,,531.5,5.315,531.5,5.315,,,,,,,,,,,,,,,,,,,"Spencer Horwitz","26477",687462
"Jorge Polanco","SEA",120,518,457,103,67,18,0,18,57,59,53,2,140,4,4,1,,5,2,0.224444,0.102188,0.269434,0.379268,0.307874,0.382988,0.302906,0.690862,0.158544,2.81493,0.278825,0.0553604,-0.812207,57.5625,-3.03209,103.241,-0.756847,-3.2063,1.1639115810394287,-1.3563035726547241,1.76351,424.19000244140625,,,,,,,516.1,4.300833333,516.1,4.300833333,,,,,,,,,,,,,,,,,,,"Jorge Polanco","13152",593871
"Jake McCarthy","ARI",120,518,466,124,89,19,7,9,64,57,37,0,93,10,3,3,,26,6,0.266412,0.0711633,0.179114,0.397307,0.331295,0.395224,0.318876,0.72652,0.128813,7.19902,0.31332,0.750094,1.60643,64.2205,3.62588,102.657,2.35652,-3.63559,4.0024508237838745,-4.285591185092926,1.75229,218.19000244140625,,,,,,,581.6,4.846666666,581.6,4.846666666,,,,,,,,,,,,,,,,,,,"Jake McCarthy","21622",664983
"Kerry Carpenter","DET",120,518,469,120,71,22,4,23,64,74,37,2,129,8,4,1,,3,2,0.254991,0.0714222,0.248807,0.287059,0.317417,0.465564,0.335174,0.782981,0.210573,4.07746,0.300931,-0.636682,-1.27312,71.0154,10.4208,120.75,-1.9098,-0.199801,10.388496398925781,-10.749801054596901,1.74606,206.13999938964844,,,,,,,640.9,5.340833333,640.9,5.340833333,,,,,,,,,,,,,,,,,,,"Kerry Carpenter","25961",681481
"Brooks Lee","MIN",113,490,449,112,73,26,2,11,53,55,35,2,81,2,3,1,,6,1,0.249374,0.0709784,0.164373,0.431814,0.304107,0.389164,0.30093,0.693271,0.139791,4.14767,0.279034,-0.0229859,-0.270268,53.6715,-3.64774,96.1468,-0.293254,0.2659,-2.453619360923767,2.9159000515937805,1.73472,403.5799865722656,,,,,,,488,4.31858407,488,4.31858407,,,,,,,,,,,,,,,,,,,"Brooks Lee","31595",686797
"Miguel Vargas","CHW",123,532,461,106,65,23,2,16,65,55,61,0,113,6,4,1,,10,4,0.230863,0.113831,0.211912,0.537162,0.325361,0.391674,0.316187,0.717035,0.160811,4.5264,0.269419,0.135611,-0.520789,64.8048,2.57245,105.692,-0.385179,-0.835068,3.079490602016449,-4.035067796707153,1.73289,404.4599914550781,,,,,,,569.9,4.633333333,569.9,4.633333333,,,,,,,,,,,,,,,,,,,"Miguel Vargas","20178",678246
"Jacob Young","WSN",130,560,505,126,96,23,2,4,67,47,36,0,104,10,3,6,,31,7,0.248967,0.0641719,0.185315,0.346285,0.309971,0.330524,0.285819,0.640496,0.0815574,6.56372,0.303324,0.362736,2.26882,54.5281,-10.9796,82.4061,2.63156,5.11504,-9.150226831436157,7.115043640136719,1.71579,296.92999267578125,,,,,,,493.6,3.796923076,493.6,3.796923076,,,,,,,,,,,,,,,,,,,"Jacob Young","29931",696285
"Jonah Heim","TEX",84,333,305,71,47,13,1,10,35,40,23,0,62,2,2,1,,1,0,0.232574,0.0690421,0.186484,0.37023,0.288689,0.38476,0.293697,0.673449,0.152186,3.26662,0.257858,-0.14142,-0.389692,34.5154,-4.41494,90.4003,-0.531112,1.60782,-4.186621189117432,8.107821822166443,1.69929,309.8399963378906,,,,,,,306.9,3.653571428,306.9,3.653571428,,,,,,,,,,,,,,,,,,,"Jonah Heim","16930",641680
"Chas McCormick","HOU",104,448,399,96,65,15,1,14,53,54,36,0,120,7,5,1,,13,4,0.241139,0.0799,0.266961,0.299295,0.311086,0.394536,0.308984,0.705621,0.153397,5.05176,0.303111,-0.34336,0.138363,51.9753,-0.430912,102.682,-0.204997,4.64471,1.1695556789636612,0.3447146415710449,1.69877,401.29998779296875,,,,,,,461.9,4.441346153,461.9,4.441346153,,,,,,,,,,,,,,,,,,,"Chas McCormick","19599",676801
"Jake Burger","TEX",143,616,564,137,78,26,2,32,75,93,36,1,165,10,4,1,,2,1,0.243385,0.0587801,0.268203,0.219163,0.298962,0.464364,0.326803,0.763326,0.220979,2.99552,0.284487,-0.118184,-1.00859,80.3006,8.24207,113.688,-1.12677,-1.52774,8.520979762077332,-12.62774121761322,1.69664,115.7699966430664,,,,,,,729.8,5.103496503,729.8,5.103496503,,,,,,,,,,,,,,,,,,,"Jake Burger","22275",669394
"Josh Smith","TEX",91,392,342,84,56,18,1,9,46,41,36,1,81,11,2,1,,7,2,0.24479,0.0911119,0.206115,0.442044,0.333232,0.383114,0.317301,0.716346,0.138324,4.56702,0.293382,-0.381378,-0.327239,48.1023,2.24694,107.004,-0.708617,0.715083,2.4328505396842957,0.9150835126638412,1.69535,414.9100036621094,,,,,,,419.6,4.61098901,419.6,4.61098901,,,,,,,,,,,,,,,,,,,"Josh Smith","26396",669701
"Dylan Crews","WSN",134,581,526,129,84,26,4,15,70,65,40,0,128,9,5,1,,25,7,0.245785,0.0681392,0.220944,0.308401,0.30768,0.399315,0.308462,0.706995,0.15353,6.52897,0.294515,0.106341,1.10121,67.1611,-0.803119,97.6461,1.20755,3.40704,-0.4278295040130615,-2.5179600715637207,1.69397,130.07000732421875,,,,,,,610.5,4.555970149,610.5,4.555970149,,,,,,,,,,,,,,,,,,,"Dylan Crews","33541",686611
"Luke Raley","SEA",112,483,428,100,61,18,2,20,59,63,33,0,146,18,3,1,,10,3,0.234367,0.0680041,0.301735,0.225377,0.31432,0.423542,0.32233,0.737861,0.189174,5.26008,0.303614,0.0244499,0.0896175,61.2239,4.72352,116.903,0.114067,-0.84115,9.455785125494003,-9.166149854660034,1.69279,301.3699951171875,,,,,,,547.2,4.885714285,547.2,4.885714285,,,,,,,,,,,,,,,,,,,"Luke Raley","19354",670042
"Colt Keith","DET",125,539,487,127,82,26,3,16,66,68,44,1,115,3,4,0,,3,1,0.261548,0.0815508,0.213048,0.382781,0.324461,0.426446,0.325386,0.750907,0.164898,4.12177,0.309305,0,-0.82198,69.6481,6.59692,113.864,-0.82198,0.297224,7.728561580181122,-9.577776372432709,1.6647,253.38999938964844,,,,,,,611,4.888,611,4.888,,,,,,,,,,,,,,,,,,,"Colt Keith","27899",690993
"Jurickson Profar","ATL",146,630,543,140,95,29,1,15,81,66,70,2,102,10,4,3,,7,2,0.258331,0.111252,0.162133,0.686182,0.350994,0.399812,0.331154,0.750807,0.141482,3.98331,0.290807,-0.471214,-0.70686,84.3318,10.6356,111.363,-1.17807,-5.36133,7.382325172424316,-12.361327171325684,1.65251,185.6999969482422,,,,,,,719.5,4.928082191,719.5,4.928082191,,,,,,,,,,,,,,,,,,,"Jurickson Profar","10815",595777
"Jorge Soler","LAA",133,574,500,116,63,25,0,27,75,76,64,1,148,6,4,0,,1,0,0.231128,0.111882,0.25851,0.432794,0.323383,0.445243,0.333202,0.768626,0.214114,2.49843,0.269306,-1.23831,-0.88182,77.7818,10.6363,116.4,-2.12013,-0.11322,8.650861263275146,-12.263219133019447,1.6031,217.0399932861328,,,,,,,687.8,5.171428571,687.8,5.171428571,,,,,,,,,,,,,,,,,,,"Jorge Soler","14221",624585
"Will Wagner","TOR",92,399,351,95,67,20,2,7,47,42,41,0,70,4,3,1,,3,1,0.271649,0.101576,0.175829,0.577695,0.350867,0.393615,0.328985,0.744482,0.121965,3.6165,0.320307,-0.100201,-0.668337,52.7135,6.03928,116.553,-0.768538,0.137923,6.788718163967133,-4.637077420949936,1.5959,504.739990234375,,,,,,,454.1,4.935869565,454.1,4.935869565,,,,,,,,,,,,,,,,,,,"Will Wagner","29634",695238
"Jo Adell","LAA",112,483,436,98,54,19,2,23,60,68,36,1,144,7,3,1,,13,6,0.225964,0.0746606,0.299119,0.249602,0.293307,0.437531,0.314602,0.730838,0.211567,5.27122,0.277979,-0.023033,-0.430625,58.2198,1.71937,103.316,-0.453658,-2.78869,1.3790160417556763,-2.06368625164032,1.59217,286.3500061035156,,,,,,,532.4,4.753571428,532.4,4.753571428,,,,,,,,,,,,,,,,,,,"Jo Adell","20220",666176
"Sal Frelick","MIL",104,448,405,108,79,20,3,6,53,43,35,0,66,5,2,1,,13,3,0.267336,0.0786806,0.147519,0.53336,0.331068,0.375308,0.3115,0.706376,0.107972,5.61171,0.30594,0.346795,0.245043,52.8825,0.476301,98.9553,0.591838,4.83679,0.032170772552490234,0.23679113388061523,1.56856,362.8599853515625,,,,,,,467.6,4.496153846,467.6,4.496153846,,,,,,,,,,,,,,,,,,,"Sal Frelick","29622",686217
"Alec Burleson","STL",110,476,437,120,83,20,1,16,56,62,30,0,65,4,4,1,,6,2,0.275401,0.0638926,0.137323,0.465274,0.325156,0.438488,0.330652,0.763644,0.163086,3.79763,0.290046,-0.528071,-0.481662,63.525,7.84343,113.686,-1.00973,0.355135,6.780277609825134,-7.694864869117737,1.54263,233.25,,,,,,,556.9,5.062727272,556.9,5.062727272,,,,,,,,,,,,,,,,,,,"Alec Burleson","27615",676475
"Dylan Moore","SEA",87,378,322,67,38,16,3,10,45,37,42,1,110,10,2,1,,23,6,0.207885,0.111052,0.290411,0.382394,0.316092,0.370829,0.305095,0.68692,0.162944,6.95175,0.276703,0.103829,1.50305,42.6708,-1.5469,104.78,1.60688,-1.38966,3.6742210388183594,-1.3896639496088028,1.53733,342.6300048828125,,,,,,,393.6,4.524137931,393.6,4.524137931,,,,,,,,,,,,,,,,,,,"Dylan Moore","18042",664238
"Willi Castro","MIN",139,602,538,131,87,27,4,13,74,61,43,0,141,15,4,1,,19,6,0.24411,0.0718142,0.234672,0.30602,0.31591,0.382384,0.307589,0.698294,0.138274,6.18631,0.304726,0.667723,0.0244048,69.1659,-1.25492,100.831,0.692127,-4.98023,1.2645605206489563,-6.6302255392074585,1.51842,234.22999572753906,,,,,,,612.2,4.404316546,612.2,4.404316546,,,,,,,,,,,,,,,,,,,"Willi Castro","17338",650489
"Jonathan Aranda","TBR",89,385,336,86,56,16,1,13,48,49,39,1,98,7,3,0,,1,1,0.256592,0.100253,0.2535,0.395474,0.342368,0.427968,0.336245,0.770336,0.171375,2.80051,0.319362,0.116543,-0.822314,53.1136,8.07707,124.362,-0.705771,0.401727,10.026365458965302,-8.22327271103859,1.5117,315.7200012207031,,,,,,,457,5.13483146,457,5.13483146,,,,,,,,,,,,,,,,,,,"Jonathan Aranda","21837",666018
"Orlando Arcia","ATL",134,581,529,124,82,24,0,17,61,64,43,1,120,3,5,1,,2,0,0.233876,0.0746295,0.206916,0.360675,0.293317,0.377197,0.292886,0.670514,0.143322,2.46419,0.268897,-0.243126,-0.696179,59.8777,-8.08657,85.6061,-0.939305,0.00394891,-10.939661085605621,6.228948814794421,1.51169,445.5799865722656,,,,,,,536.6,4.004477611,536.6,4.004477611,,,,,,,,,,,,,,,,,,,"Orlando Arcia","13185",606115
"Jose Siri","NYM",96,413,377,79,45,16,2,17,50,53,27,0,149,5,3,1,,14,4,0.210241,0.0650966,0.361147,0.18025,0.269383,0.393081,0.287376,0.662464,0.18284,6.23355,0.292402,0.640136,0.430316,40.7319,-7.58002,86.6037,1.07045,4.93,-5.545549392700195,6.405000329017639,1.50917,447.4599914550781,,,,,,,394.4,4.108333333,394.4,4.108333333,,,,,,,,,,,,,,,,,,,"Jose Siri","17452",642350
"Jace Jung","DET",83,357,308,69,43,15,1,10,38,38,43,1,91,3,2,1,,2,1,0.224085,0.120292,0.25446,0.472733,0.322157,0.376165,0.309365,0.698322,0.15208,3.04369,0.281912,-0.11038,-0.760502,41.5273,-0.233832,102.595,-0.870882,1.14768,0.18924599885940552,2.4226800203323364,1.49884,455.8599853515625,,,,,,,360.6,4.344578313,360.6,4.344578313,,,,,,,,,,,,,,,,,,,"Jace Jung","31437",690291
"Yoán Moncada","LAA",122,525,471,115,75,25,2,13,57,55,47,1,145,4,3,0,,4,1,0.243751,0.0889817,0.276459,0.321862,0.315479,0.385799,0.307769,0.701278,0.142048,3.73016,0.323178,0.0523438,-0.439863,60.3952,-1.01827,98.5099,-0.387519,-0.214098,-1.2826362252235413,-1.7390980273485184,1.4954,464.5400085449219,,,,,,,536.9,4.400819672,536.9,4.400819672,,,,,,,,,,,,,,,,,,,"Yoan Moncada","17232",660162
"Carson Kelly","CHC",76,301,267,61,42,11,0,8,32,33,27,0,60,4,3,0,,1,0,0.229221,0.089216,0.200979,0.443908,0.305756,0.36519,0.296762,0.670946,0.135969,2.85123,0.263812,-0.249561,-0.39443,31.9386,-3.24835,91.9531,-0.643991,1.33341,-3.5384440422058105,7.20841383934021,1.48903,511.8800048828125,,,,,,,276.6,3.639473684,276.6,3.639473684,,,,,,,,,,,,,,,,,,,"Carson Kelly","13620",608348
"Ceddanne Rafaela","BOS",100,434,408,103,66,21,4,12,54,54,16,1,104,6,3,2,,16,6,0.253421,0.0358239,0.240282,0.149091,0.288263,0.415208,0.302585,0.703471,0.161787,6.75822,0.308929,0.068172,0.189618,48.1157,-2.65278,90.8394,0.25779,2.30288,-4.291259676218033,4.202881217002869,1.48506,188.64999389648438,,,,,,,444.9,4.449,444.9,4.449,,,,,,,,,,,,,,,,,,,"Ceddanne Rafaela","24262",678882
"Thairo Estrada","COL",120,518,480,127,87,23,2,15,63,63,24,0,99,9,3,1,,10,4,0.264732,0.0470608,0.19065,0.246844,0.311087,0.416701,0.316046,0.727788,0.151969,5.01309,0.303102,0.593128,-0.507299,63.0407,2.44604,89.2822,0.0858287,1.79785,-6.55310682207346,3.647852897644043,1.48148,302,,,,,,,557.1,4.6425,557.1,4.6425,,,,,,,,,,,,,,,,,,,"Thairo Estrada","16426",642731
"Trevor Larnach","MIN",109,469,411,99,61,20,1,16,59,60,50,1,126,4,4,0,,3,1,0.24117,0.106966,0.269335,0.397148,0.326707,0.415037,0.32359,0.741744,0.173867,3.72085,0.304522,-0.466676,-0.669695,59.9252,5.06247,112.087,-1.13637,-0.544537,5.349728465080261,-6.669537305831909,1.47837,328.6499938964844,,,,,,,522.4,4.79266055,522.4,4.79266055,,,,,,,,,,,,,,,,,,,"Trevor Larnach","21501",663616
"Christopher Morel","TBR",115,497,441,102,60,18,3,22,61,66,47,2,136,5,3,1,,8,4,0.231499,0.0938122,0.274286,0.342024,0.310549,0.431065,0.320944,0.741615,0.199566,4.77177,0.281084,0.355247,-0.701403,62.4444,4.30629,113.6,-0.346157,-3.83597,7.387588858604431,-9.660972833633423,1.47629,269.17999267578125,,,,,,,566.3,4.924347826,566.3,4.924347826,,,,,,,,,,,,,,,,,,,"Christopher Morel","21897",666624
"Mike Yastrzemski","SFG",115,497,440,99,54,22,5,17,60,58,47,1,132,6,3,1,,4,1,0.223704,0.0941273,0.265403,0.354658,0.304364,0.413946,0.311772,0.71831,0.190242,5.18005,0.275758,0.0103829,-0.556745,58.7753,0.637247,101.478,-0.546362,2.5999,0.331786572933197,-2.6250977516174316,1.47246,441.55999755859375,,,,,,,530.3,4.611304347,530.3,4.611304347,,,,,,,,,,,,,,,,,,,"Mike Yastrzemski","14854",573262
"Kyle Higashioka","TEX",79,315,290,62,36,12,0,14,33,42,19,0,85,1,3,1,,2,0,0.215224,0.061458,0.268505,0.22889,0.263905,0.406044,0.288336,0.66995,0.19082,3.06122,0.248379,-0.500331,-0.193788,31.2902,-5.53445,86.6293,-0.694119,0.136114,-5.510213851928711,5.661114484071732,1.46975,379.0899963378906,,,,,,,287.4,3.637974683,287.4,3.637974683,,,,,,,,,,,,,,,,,,,"Kyle Higashioka","5517",543309
"Nolan Gorman","STL",105,455,408,93,53,16,0,23,58,63,41,1,148,2,3,1,,6,1,0.226951,0.0900598,0.324178,0.27781,0.299641,0.437124,0.318116,0.736765,0.210174,3.6181,0.289912,0.0656309,-0.0592239,56.1316,2.9066,105.248,0.006407,-1.21152,2.8619458405300975,-3.9865230321884155,1.44872,351.25,,,,,,,513,4.885714285,513,4.885714285,,,,,,,,,,,,,,,,,,,"Nolan Gorman","22263",669357
