team,n,total_salary,sgpar,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ER,WH,ERA,WHIP,hr_pts,r_pts,rbi_pts,sb_pts,avg_pts,w_pts,sv_pts,so_pts,era_pts,whip_pts,hit_pts,pit_pts,total_pts,rank,sim_num
WESTSIDE MARAUDERS,23,266,11.159581410880094,7729,6921,1789,255,974,953,157,0.25848865770842366,1281,79,54,1276,555.8396422222222,1586.5949460000002,3.9051965495706478,1.2385596768149885,7,9,9,6,8,8,6,9,6,8,39,37,76,1,36
LOUISVILLE SLUGGERS,23,212,10.631798081002447,7566,6775,1765,252,965,914,179,0.2605166051660517,1004,63,80,1051,426.59612000000004,1243.73505,3.824068804780877,1.2387799302788844,6,8,6,8,10,4,9,3,8,7,38,31,69,2,36
NATIONAL PASTIME,23,248,10.323245464837997,7611,6831,1739,261,930,931,133,0.2545747328356024,1154,74,82,1131,502.6450066666667,1432.97612,3.9201083708838826,1.2417470710571925,10,6,8,4,6,6,10,6,5,6,34,33,67,3,36
BLUE SOCKS,23,265,9.964385781684555,7544,6803,1739,221,920,895,200,0.25562251947670145,1088,70,75,1111,460.02589666666677,1342.35577,3.8053612775735304,1.2337828768382353,2,4,4,9,7,5,8,4,9,9,26,35,61,4,36
HOOSIERS,23,234,10.219002126113864,7807,6946,1743,257,992,960,221,0.2509357903829542,1187,74,19,1113,530.0895877777779,1516.2264799999998,4.019213386689133,1.2773601347935972,8,10,10,10,2,6,4,5,3,3,40,21,61,4,36
MELONHEADS,20,270,10.580978426216166,6964,6220,1581,236,887,862,176,0.2541800643086817,1246,80,0,1219,524.6509211111111,1481.36364,3.7896133948635633,1.1888953772070627,4,2,1,7,5,9,2,8,10,10,19,39,58,5,36
BIG RED MACHINE,23,204,9.719633124606128,7447,6617,1671,260,934,926,127,0.2525313586217319,1292,76,27,1203,564.3478344444444,1636.2361300000002,3.9312155650154796,1.2664366331269352,9,7,7,3,3,7,5,7,4,4,29,27,56,6,36
FREE BIRDS,23,254,9.208621845541359,7320,6485,1641,230,877,871,96,0.2530454895913647,1421,86,0,1401,616.3758222222223,1765.08688,3.903858128078818,1.2421441801548205,3,1,3,1,4,10,2,10,7,5,12,34,46,7,36
ERIE LAKERS,23,193,8.110119660714703,7263,6461,1682,250,917,910,123,0.26033121807769694,1028,60,14,970,465.96446444444445,1322.93225,4.079455428015565,1.2868990758754864,5,3,5,2,9,3,3,2,2,1,24,11,35,8,36
FREE AT LAST,22,230,8.013504319634684,7438,6498,1614,236,924,868,136,0.24838411819021236,999,57,62,926,452.88861777777777,1283.2228,4.080077637637637,1.2845073073073072,4,5,2,5,1,2,7,1,1,2,17,13,30,9,36
WESTSIDE MARAUDERS,23,267,11.154496433533872,7624,6799,1735,277,963,964,142,0.2551845859685248,1348,85,32,1313,579.3174655555556,1649.630676,3.867846580118695,1.2237616290801188,10,8,9,5,4,10,5,10,7,9,36,41,77,1,37
LOUISVILLE SLUGGERS,23,217,10.645523244756637,7630,6854,1785,257,990,934,181,0.26043186460461043,1009,63,77,1031,428.00982444444446,1238.39606,3.817728860257681,1.227349910802775,9,9,8,8,10,3,10,3,8,7,44,31,75,2,37
NATIONAL PASTIME,23,263,10.345563232069075,7517,6731,1720,244,917,896,136,0.25553409597385235,1263,82,52,1272,526.2983855555556,1545.98703,3.7503447901821065,1.224059406175772,7,5,5,4,5,9,7,8,10,8,26,42,68,3,37
BLUE SOCKS,23,270,10.281340812653971,7838,7065,1813,235,956,932,195,0.25661712668082093,1115,69,67,1100,485.41012777777786,1385.9586100000001,3.918108654708521,1.243012206278027,3,6,7,9,8,4,9,5,6,6,33,30,63,4,37
HOOSIERS,23,236,10.410100271335278,8042,7150,1777,277,1014,1003,217,0.24853146853146854,1179,70,24,1080,526.6243422222223,1503.5034799999999,4.020033146734521,1.2752362001696351,10,10,10,10,2,5,3,4,4,3,42,19,61,5,37
BIG RED MACHINE,23,211,9.864898125669495,7608,6762,1731,252,960,930,147,0.2559893522626442,1255,75,27,1157,555.7828422222223,1593.83881,3.985693689243028,1.2699910836653385,8,7,6,6,6,6,4,6,5,4,33,25,58,6,37
MELONHEADS,20,270,10.52538790120214,7015,6242,1586,237,898,865,179,0.25408522909323933,1207,77,0,1245,503.4292266666667,1424.93507,3.7538219055509527,1.1805592957746478,4,3,2,7,3,7,2,7,9,10,19,35,54,7,37
FREE BIRDS,23,241,9.05937864912219,7298,6494,1663,220,869,868,119,0.25608253772713274,1277,79,32,1281,572.6645044444446,1602.29403,4.0360066875489435,1.2547329913860612,2,1,3,2,7,8,5,9,2,5,15,29,44,8,37
ERIE LAKERS,23,190,8.01466065463553,7314,6458,1671,238,916,890,115,0.25874883864973675,1003,59,36,937,455.43092222222225,1303.44144,4.086618444666002,1.299542811565304,5,4,4,1,9,1,6,1,1,2,23,11,34,9,37
FREE AT LAST,22,219,8.151527562398167,7242,6377,1570,239,892,865,122,0.2461972714442528,1044,60,66,985,466.45627222222225,1362.7448600000002,4.0211747605363986,1.3053111685823757,6,2,2,3,1,2,8,2,3,1,14,16,30,10,37
LOUISVILLE SLUGGERS,23,214,10.546818582396176,7620,6846,1780,265,973,948,168,0.2600058428279287,947,61,85,1008,402.54165666666665,1167.6356799999999,3.82563348468849,1.2329838225976768,10,9,9,8,9,4,10,3,8,7,45,32,77,1,38
MELONHEADS,23,270,10.64137564163015,7556,6708,1692,250,953,921,159,0.2522361359570662,1372,86,0,1331,583.1594611111111,1638.85803,3.8253900510204084,1.1945029373177842,8,8,6,7,4,10,2,10,9,10,33,41,74,2,38
WESTSIDE MARAUDERS,23,268,10.938776584582296,7428,6651,1729,249,941,922,155,0.25996090813411515,1258,79,54,1300,537.5994355555556,1543.7803360000003,3.8461008903020675,1.2271703783783785,7,5,7,6,8,8,6,9,7,8,33,38,71,3,38
BLUE SOCKS,23,260,10.066378978845105,7960,7224,1860,234,949,952,173,0.2574750830564784,1124,69,56,1108,499.3071166666667,1396.7015000000001,3.9980107206405693,1.2426169928825623,4,7,10,9,7,5,8,4,4,6,37,27,64,4,38
HOOSIERS,23,226,10.158211233644248,7755,6862,1719,250,985,927,220,0.250510055377441,1277,78,0,1210,550.7307588888889,1630.7978400000002,3.8814227329678936,1.2770539075959282,8,10,8,10,3,7,2,6,5,3,39,23,62,5,38
NATIONAL PASTIME,23,261,10.322810902897617,7464,6713,1722,240,907,888,134,0.25651720542231493,1254,79,52,1257,530.71084,1512.41322,3.80892947368421,1.2060711483253588,5,2,2,5,6,8,5,8,10,9,20,40,60,6,38
BIG RED MACHINE,23,204,9.70106950263588,7399,6556,1635,262,928,914,126,0.24938987187309336,1220,73,59,1148,523.1592922222222,1541.80365,3.859371827868853,1.2637734836065575,9,4,5,3,2,6,9,5,6,5,23,31,54,7,38
