Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Spencer Strider","ATL",10,6,,3.3386,24,22,,,,126.7,515,100,51,47,14,36,1,6,167,11.8627,2.55722,4.63889,0.994475,0.324272,0.0699029,0.25436894595623016,0.211416,1.0734,0.294521,0.730241,,,2.96127,3.24503,2.94647,999,,,,,,,713.3799774169922,5.63046562430789,659.4999847412109,5.205209160428166,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Dylan Cease","SDP",12,9,,3.55333,31,31,,,,169.7,703,139,72,67,19,61,1,5,194,10.2887,3.23512,3.18033,1.00766,0.27596,0.086771,0.18918919563293457,0.21821,1.17855,0.283019,0.738178,,,3.50237,3.23177,3.1691,999,,,,,,,850.6799774169923,5.012846156246227,791.4999847412109,4.664113134796433,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Logan Gilbert","SEA",11,8,,3.36308,30,30,,,,179.3,721,155,72,67,22,40,1,4,176,8.83436,2.00781,4.4,1.10429,0.244105,0.0554785,0.18862691149115562,0.228951,1.08756,0.277662,0.749086,,,3.53458,3.08285,3.45617,999,,,,,,,873.2200225830079,4.870161783159251,830.5000152587891,4.631901846755976,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Cole Ragans","KCR",10,7,,3.6,30,27,,,,155,650,135,67,62,16,56,1,5,169,9.8129,3.25161,3.01786,0.929032,0.26,0.0861538,0.17384614795446396,0.229202,1.23226,0.294554,0.735469,,,3.50842,3.00954,3.18876,999,,,,,,,754.2,4.865806451612904,722,4.658064516129032,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Aaron Nola","PHI",10,9,,4.03467,28,28,,,,167.3,691,160,81,75,22,37,0,4,159,8.5535,1.99044,4.2973,1.1835,0.230101,0.0535456,0.17655571550130844,0.246154,1.17753,0.294243,0.697954,,,3.71041,2.99018,2.4077,999,,,,,,,746.4200225830077,4.4615661026143965,745.5000152587891,4.456066955528702,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"Michael King","SDP",12,8,,3.36076,28,27,,,,158,665,138,64,59,17,55,1,7,169,9.62658,3.13291,3.07273,0.968354,0.254135,0.0827068,0.17142857611179352,0.228856,1.22152,0.290168,0.762411,,,3.60319,2.9453,3.28475,999,,,,,,,753.3000000000002,4.767721518987343,721,4.563291139240507,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Sandy Alcantara","MIA",9,7,,3.58121,23,23,,,,153.3,629,143,66,61,15,35,1,6,128,7.51468,2.05479,3.65714,0.880626,0.203498,0.0556439,0.14785373955965042,0.243197,1.16112,0.28764,0.713376,,,3.57092,2.90236,3.23657,999,,,,,,,711.120022583008,4.6387476087845645,704.5000152587891,4.595564261149641,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Pablo López","MIN",11,9,,3.87273,29,29,,,,165,686,153,77,71,21,41,1,8,168,9.16364,2.23636,4.09756,1.14545,0.244898,0.0597668,0.18513119593262672,0.240188,1.17576,0.294643,0.710814,,,3.67557,2.82546,2.43985,999,,,,,,,753.9000000000001,4.569090909090909,741,4.490909090909091,,,,,,,,,,,,,,,,,,,"Pablo Lopez","17085",641154
"Tanner Bibee","CLE",10,7,,3.43245,28,28,,,,154.7,637,137,64,59,19,42,0,6,154,8.95928,2.44344,3.66667,1.10537,0.241758,0.0659341,0.17582417279481888,0.232598,1.15708,0.283654,0.754593,,,3.703,2.81796,3.14037,999,,,,,,,718.8799774169922,4.646929486737528,690.4999847412109,4.463477688187872,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Kyle Bradish","BAL",9,5,,3.40859,26,26,,,,137.3,568,119,56,52,13,43,0,7,133,8.71813,2.81865,3.09302,0.852149,0.234155,0.0757042,0.15845070034265518,0.22973,1.1799,0.284946,0.737135,,,3.5525,2.78939,2.78872,999,,,,,,,662.7200225830079,4.826802679189913,633.5000152587891,4.613983985273324,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"Chris Sale","ATL",10,6,,3.32329,23,23,,,,132.7,558,121,53,49,14,38,0,8,156,10.5803,2.57724,4.10526,0.94951,0.27957,0.0681004,0.21146953850984573,0.236328,1.19819,0.312865,0.760402,,,3.22677,2.77292,3.16178,999,,,,,,,669.1799774169923,5.0428032615403655,655.4999847412109,4.939713638402567,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Brandon Pfaadt","ARI",10,8,,3.81605,27,27,,,,153.3,635,143,70,65,19,34,0,6,150,8.80626,1.99609,4.41176,1.11546,0.23622,0.0535433,0.18267717212438583,0.240336,1.1546,0.29108,0.711436,,,3.60353,2.63365,2.72936,999,,,,,,,708.920022583008,4.624396663212455,699.5000152587891,4.562948475758483,,,,,,,,,,,,,,,,,,,"Brandon Pfaadt","27782",694297
"Spencer Schwellenbach","ATL",11,7,,3.53063,27,27,,,,145.3,593,132,62,57,17,30,1,7,138,8.54783,1.85822,4.6,1.05299,0.232715,0.0505902,0.1821247898042202,0.23741,1.11493,0.286783,0.723589,,,3.55189,2.62144,3.0208,999,,,,,,,687.920022583008,4.734480441393808,670.5000152587891,4.614590510503623,,,,,,,,,,,,,,,,,,,"Spencer Schwellenbach","31846",680885
"Blake Snell","LAD",9,5,,3.57839,26,26,,,,133.3,558,104,57,53,15,60,0,3,171,11.5454,4.05101,2.85,1.01275,0.306452,0.107527,0.1989247351884842,0.210101,1.23031,0.288026,0.748252,,,3.48156,2.61975,2.64007,999,,,,,,,684.5200225830077,5.135183847799477,624.5000152587891,4.684921237520961,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Joe Ryan","MIN",9,7,,3.88442,24,24,,,,136.7,555,121,64,59,19,31,0,7,141,9.2831,2.04097,4.54839,1.25091,0.254054,0.0558559,0.19819818437099457,0.234043,1.11192,0.285714,0.701754,,,3.74439,2.61791,1.99938,999,,,,,,,631.2799774169922,4.617995548719796,604.4999847412109,4.4220921597393215,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Justin Steele","CHC",8,5,,3.39019,26,25,,,,140.7,584,129,57,53,14,38,0,5,129,8.2516,2.4307,3.39474,0.895522,0.22089,0.0650685,0.15582192689180374,0.238447,1.18692,0.288945,0.746269,,,3.54317,2.58513,3.12647,999,,,,,,,662.5799774169922,4.709168385133146,650.4999847412109,4.623312003201417,,,,,,,,,,,,,,,,,,,"Justin Steele","17312",657006
"Nestor Cortes","MIL",9,6,,3.67983,27,25,,,,144.3,590,130,64,59,20,37,0,3,141,8.79418,2.30769,3.81081,1.2474,0.238983,0.0627119,0.17627118527889252,0.236364,1.15731,0.282776,0.741007,,,3.84562,2.5725,2.65793,999,,,,,,,645.8200225830078,4.475537137385672,623.5000152587891,4.320859335222265,,,,,,,,,,,,,,,,,,,"Nestor Cortes","17874",641482
"Max Fried","NYY",11,7,,3.58824,26,26,,,,153,632,137,66,61,15,45,1,5,135,7.94118,2.64706,3,0.882353,0.213608,0.0712025,0.14240506291389465,0.235395,1.18954,0.282407,0.720497,,,3.65668,2.5555,2.97148,999,,,,,,,711.5,4.650326797385621,690,4.509803921568627,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Reid Detmers","LAA",9,10,,4.12167,26,26,,,,146.3,619,132,72,67,19,48,1,8,159,9.78127,2.95284,3.3125,1.16883,0.256866,0.0775444,0.17932149022817612,0.234458,1.23035,0.293507,0.704042,,,3.8295,2.55069,1.9478,999,,,,,,,655.7200225830077,4.4820233007857695,634.5000152587891,4.33697882449337,,,,,,,,,,,,,,,,,,,"Reid Detmers","27468",672282
"Ranger Suárez","PHI",10,7,,3.6952,28,26,,,,143.7,606,138,64,59,15,44,1,4,126,7.89144,2.75574,2.86364,0.939457,0.207921,0.0726073,0.13531352579593658,0.247312,1.26653,0.294964,0.732919,,,3.77191,2.44065,2.63364,999,,,,,,,628.0799774169923,4.3707723782570005,631.4999847412109,4.394572012194714,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Cristopher Sánchez","PHI",9,7,,3.94118,27,26,,,,153,641,150,72,67,17,39,0,5,127,7.47059,2.29412,3.25641,1,0.198128,0.0608424,0.1372854933142662,0.251256,1.23529,0.293598,0.708232,,,3.81354,2.43197,2.40725,999,,,,,,,655.1000000000001,4.2816993464052295,666,4.352941176470588,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Tyler Glasnow","LAD",9,5,,3.49958,21,21,,,,118.3,473,96,50,46,16,34,0,0,140,10.6509,2.58664,4.11765,1.21724,0.295983,0.0718816,0.2241014689207077,0.218679,1.0989,0.282686,0.743494,,,3.42007,2.40233,2.40967,999,,,,,,,607.0200225830077,5.131191943565956,561.5000152587891,4.746407445257,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Freddy Peralta","MIL",10,7,,3.82216,28,28,,,,150.7,623,123,69,64,20,55,0,8,165,9.85401,3.28467,3,1.19443,0.264848,0.0882825,0.1765650138258934,0.219643,1.18115,0.274667,0.726667,,,3.95613,2.3959,2.56847,999,,,,,,,690.3799774169922,4.581154554728377,634.4999847412109,4.210351676112705,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Shota Imanaga","CHC",8,6,,3.61809,25,25,,,,139.3,576,130,61,56,19,33,1,5,136,8.78679,2.13209,4.12121,1.22757,0.236111,0.0572917,0.1788194365799427,0.241636,1.17014,0.289817,0.747801,,,3.80539,2.37337,2.60485,999,,,,,,,617.1200225830078,4.430150818831733,607.5000152587891,4.361091184133489,,,,,,,,,,,,,,,,,,,"Shota Imanaga","33829",684007
"Jared Jones","PIT",8,7,,3.75,25,25,,,,132,544,116,59,55,16,37,1,6,131,8.93182,2.52273,3.54054,1.09091,0.240809,0.0680147,0.17279412597417831,0.231537,1.15909,0.282486,0.719755,,,3.73466,2.34471,2.54402,999,,,,,,,611.4000000000002,4.631818181818184,585,4.431818181818182,,,,,,,,,,,,,,,,,,,"Jared Jones","27863",683003
"Tanner Houck","BOS",9,8,,3.9,28,26,,,,150,634,140,70,65,14,45,1,13,133,7.98,2.7,2.95556,0.84,0.209779,0.0709779,0.13880125433206558,0.243056,1.23333,0.293706,0.695284,,,3.76648,2.33828,2.64556,999,,,,,,,665.8,4.438666666666666,660,4.4,,,,,,,,,,,,,,,,,,,"Tanner Houck","19879",656557
"Luis Castillo","SEA",10,9,,3.59281,26,26,,,,150.3,621,135,65,60,19,43,1,5,147,8.80239,2.57485,3.4186,1.13772,0.236715,0.0692432,0.16747181862592697,0.235602,1.1843,0.285012,0.746367,,,3.81186,2.29947,2.35973,999,,,,,,,677.5200225830079,4.5077844898625505,654.5000152587891,4.3546240982670055,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"Framber Valdez","HOU",12,7,,3.41772,26,26,,,,158,659,141,65,60,16,51,0,8,141,8.03165,2.90506,2.76471,0.911392,0.213961,0.07739,0.13657055795192719,0.235,1.21519,0.282167,0.748821,,,3.81838,2.2688,3.23045,999,,,,,,,710.8000000000001,4.49873417721519,687,4.348101265822785,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Brayan Bello","BOS",11,10,,4.04082,28,27,,,,147,635,143,71,66,15,52,0,6,135,8.26531,3.18367,2.59615,0.918367,0.212598,0.0818898,0.13070866465568542,0.247834,1.32653,0.299766,0.712644,,,3.83995,2.23849,2.35971,999,,,,,,,627.5,4.2687074829931975,636,4.326530612244898,,,,,,,,,,,,,,,,,,,"Brayan Bello","23920",678394
"Hunter Brown","HOU",10,8,,3.7422,28,25,,,,144.3,612,131,65,60,17,50,0,5,145,9.04366,3.1185,2.9,1.06029,0.236928,0.0816993,0.15522875636816025,0.235189,1.25433,0.288608,0.737913,,,3.83176,2.22469,2.28992,999,,,,,,,643.1200225830078,4.456826119070366,625.5000152587891,4.334719348789157,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Bryan Woo","SEA",7,5,,3.51955,26,26,,,,125.3,502,108,53,49,14,24,0,8,115,8.26018,1.72386,4.79167,1.00559,0.229084,0.0478088,0.1812749058008194,0.229787,1.05347,0.27566,0.702847,,,3.54956,2.20859,2.10149,999,,,,,,,608.2200225830079,4.854110197681079,578.5000152587891,4.616919402785868,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Kodai Senga","NYM",9,5,,3.59436,22,22,,,,127.7,537,106,55,51,14,56,0,4,133,9.37353,3.94675,2.375,0.986688,0.247672,0.104283,0.14338920265436172,0.222222,1.2686,0.278788,0.751405,,,3.91824,2.19098,2.48921,999,,,,,,,583.1799774169923,4.566797113185208,542.4999847412109,4.248238039982808,,,,,,,,,,,,,,,,,,,"Kodai Senga","31838",673540
"Bailey Ober","MIN",9,8,,3.97959,26,26,,,,147,599,134,70,65,22,36,0,5,145,8.87755,2.20408,4.02778,1.34694,0.24207,0.0601002,0.18196995556354523,0.240143,1.15646,0.286445,0.718391,,,3.976,2.18305,2.0252,999,,,,,,,635.8,4.3251700680272105,616,4.190476190476191,,,,,,,,,,,,,,,,,,,"Bailey Ober","21224",641927
"Gerrit Cole","NYY",8,7,,3.85714,23,23,,,,133,547,118,62,57,19,37,0,4,134,9.06767,2.50376,3.62162,1.28571,0.244973,0.0676417,0.1773308888077736,0.233202,1.16541,0.280453,0.724299,,,3.9334,2.15874,2.08421,999,,,,,,,588.7,4.426315789473684,563,4.2330827067669174,,,,,,,,,,,,,,,,,,,"Gerrit Cole","13125",543037
"Grayson Rodriguez","BAL",9,6,,3.79475,23,23,,,,125.7,522,111,57,53,15,36,0,5,130,9.30788,2.57757,3.61111,1.07399,0.249042,0.0689655,0.18007662147283554,0.230769,1.16945,0.285714,0.714286,,,3.6279,2.1542,1.91706,999,,,,,,,594.0799774169922,4.726173363883283,570.4999847412109,4.538583918789737,,,,,,,,,,,,,,,,,,,"Grayson Rodriguez","24492",680570
"Nick Martinez","CIN",7,6,,3.7667,41,12,,,,112.3,472,113,51,47,11,29,0,4,93,7.45325,2.32413,3.2069,0.881567,0.197034,0.0614407,0.1355932205915451,0.257403,1.26447,0.304478,0.718799,,,3.66514,2.15159,1.90352,999,,,,,,,488.9200225830079,4.353695541376522,505.50001525878906,4.501335721476425,,,,,,,,,,,,,,,,,,,"Nick Martinez","12730",607259
"Zach Eflin","BAL",9,8,,3.86744,24,23,,,,137.3,568,140,64,59,18,24,1,4,110,7.21049,1.5732,4.58333,1.1799,0.193662,0.0422535,0.15140845254063606,0.259259,1.19446,0.296117,0.720461,,,3.88025,2.14156,1.89373,999,,,,,,,566.6200225830079,4.126875527959092,588.5000152587891,4.286234538807278,,,,,,,,,,,,,,,,,,,"Zach Eflin","13774",621107
"Shane McClanahan","TBR",8,5,,3.25203,19,19,,,,110.7,446,94,43,40,13,28,1,2,115,9.34959,2.27642,4.10714,1.05691,0.257848,0.0627803,0.19506727904081345,0.225962,1.10208,0.28125,0.761079,,,3.42845,2.13972,2.42633,999,,,,,,,554.8799774169922,5.012466058842138,524.4999847412109,4.738030706418547,,,,,,,,,,,,,,,,,,,"Shane McClanahan","21483",663556
"Zebby Matthews","MIN",7,6,,3.9099,25,24,,,,124.3,523,123,58,54,17,25,0,4,116,8.39903,1.81014,4.64,1.23089,0.221797,0.0478011,0.17399616912007332,0.248988,1.19067,0.293629,0.724638,,,3.7779,2.12372,1.82815,999,,,,,,,535.9200225830077,4.311504500606116,545.5000152587891,4.388576040755574,,,,,,,,,,,,,,,,,,,"Zebby Matthews","31827",805673
"Reynaldo López","ATL",8,4,,3.25021,32,19,,,,116.3,479,100,45,42,12,39,1,2,122,9.4411,3.01806,3.12821,0.928633,0.254697,0.0814196,0.17327766865491867,0.22831,1.19518,0.289474,0.769231,,,3.46743,2.06974,2.76532,999,,,,,,,574.020022583008,4.935683641620781,546.5000152587891,4.699054178146292,,,,,,,,,,,,,,,,,,,"Reynaldo Lopez","16400",625643
"Bryce Miller","SEA",9,8,,3.61184,28,28,,,,152,616,134,66,61,19,38,0,6,138,8.17105,2.25,3.63158,1.125,0.224026,0.0616883,0.16233766824007034,0.234266,1.13158,0.277108,0.729023,,,3.84411,2.06946,2.356,999,,,,,,,686.6999999999999,4.517763157894737,657,4.322368421052632,,,,,,,,,,,,,,,,,,,"Bryce Miller","29837",682243
"Sonny Gray","STL",9,8,,3.67079,24,24,,,,137.3,569,125,61,56,17,40,0,5,137,8.98034,2.622,3.425,1.11435,0.240773,0.0702988,0.17047452181577682,0.23855,1.20175,0.291892,0.736544,,,3.76371,2.05424,2.41471,999,,,,,,,620.9200225830078,4.52235986002812,604.5000152587891,4.402767675328539,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"MacKenzie Gore","WSN",9,9,,3.95745,27,27,,,,141,609,133,67,62,17,51,0,6,146,9.31915,3.25532,2.86275,1.08511,0.239737,0.0837438,0.15599343180656433,0.240942,1.30496,0.298201,0.730337,,,3.8757,2.04672,2.07518,999,,,,,,,609.5,4.322695035460993,605,4.290780141843972,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Andrew Abbott","CIN",8,10,,4.36567,25,25,,,,134,568,129,70,65,20,46,0,3,125,8.39552,3.08955,2.71739,1.34328,0.22007,0.0809859,0.13908450305461884,0.248555,1.30597,0.291444,0.714286,,,4.33812,2.04656,1.80931,999,,,,,,,513.1999999999999,3.829850746268656,513,3.828358208955224,,,,,,,,,,,,,,,,,,,"Andrew Abbott","29911",671096
"Mitch Keller","PIT",9,10,,4.09615,27,27,,,,156,668,153,77,71,19,46,0,11,138,7.96154,2.65385,3,1.09615,0.206587,0.0688623,0.13772454857826233,0.250409,1.27564,0.295154,0.707657,,,4.07674,1.99638,2.25228,999,,,,,,,627.9000000000001,4.025,638,4.089743589743589,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
"Kevin Gausman","TOR",10,9,,3.9103,25,25,,,,142.7,605,142,67,62,19,41,0,2,133,8.38823,2.58584,3.2439,1.19832,0.219835,0.0677686,0.15206611901521683,0.252669,1.28241,0.3,0.741688,,,3.93733,1.98939,2.01962,999,,,,,,,590.079977416992,4.135108549659018,603.4999847412109,4.2291520507887785,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Eury Pérez","MIA",7,6,,3.64655,25,25,,,,116,473,101,51,47,14,35,0,3,116,9,2.71552,3.31429,1.08621,0.245243,0.0739958,0.17124736309051514,0.232184,1.17241,0.285246,0.730241,,,3.7182,1.98787,2.32448,999,,,,,,,541.6,4.6689655172413795,516,4.448275862068965,,,,,,,,,,,,,,,,,,,"Eury Perez","27768",691587
"Rhett Lowder","CIN",6,8,,4.56818,27,27,,,,132,557,130,72,67,17,38,0,6,101,6.88636,2.59091,2.65789,1.15909,0.181329,0.0682226,0.11310593038797379,0.253411,1.27273,0.286076,0.665742,,,4.31042,1.9689,1.48867,999,,,,,,,499.70000000000016,3.785606060606062,509,3.856060606060606,,,,,,,,,,,,,,,,,,,"Rhett Lowder","33876",695076
"Zac Gallen","ARI",11,8,,3.56907,26,26,,,,151.3,627,134,65,60,18,48,0,6,143,8.50628,2.85525,2.97917,1.07072,0.22807,0.076555,0.1515151485800743,0.233857,1.20291,0.281553,0.746173,,,3.89351,1.9641,3.13256,999,,,,,,,673.8200225830078,4.453536080580927,646.5000152587891,4.272967628676317,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Ben Brown","CHC",6,5,,3.59223,24,18,,,,92.7,385,76,40,37,9,34,0,3,97,9.41748,3.30097,2.85294,0.873786,0.251948,0.0883117,0.16363637149333954,0.218391,1.18662,0.276859,0.718686,,,3.53325,1.87314,1.73479,999,,,,,,,460.6799774169922,4.969579208014502,429.49998474121094,4.633225446393666,,,,,,,,,,,,,,,,,,,"Ben Brown","23590",676962
"Cade Povich","BAL",9,8,,4.12214,27,26,,,,131,559,121,65,60,15,48,0,5,121,8.31298,3.29771,2.52083,1.03053,0.216458,0.0858676,0.13059034198522568,0.23913,1.29008,0.286486,0.702703,,,4.02144,1.86502,1.38936,999,,,,,,,553.3000000000001,4.223664122137405,543,4.145038167938932,,,,,,,,,,,,,,,,,,,"Cade Povich","30055",700249
"Jack Flaherty","DET",9,7,,3.94615,24,24,,,,130,548,116,62,57,18,43,1,7,142,9.83077,2.97692,3.30233,1.24615,0.259124,0.0784672,0.18065694719552994,0.232932,1.22308,0.289941,0.724963,,,3.93571,1.85752,1.88955,999,,,,,,,573,4.407692307692308,550,4.230769230769231,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Taj Bradley","TBR",9,9,,3.94209,26,26,,,,134.7,559,120,64,59,18,41,0,4,133,8.88641,2.73942,3.2439,1.20267,0.237925,0.0733453,0.1645796000957489,0.233463,1.19525,0.280992,0.714286,,,3.93114,1.83389,1.64064,999,,,,,,,594.3799774169921,4.412620570773878,570.4999847412109,4.235337770352161,,,,,,,,,,,,,,,,,,,"Taj Bradley","22543",671737
"Robert Gasser","MIL",5,5,,3.84615,20,20,,,,105.3,445,95,49,45,12,31,0,9,98,8.37607,2.64957,3.16129,1.02564,0.220225,0.0696629,0.15056180208921432,0.234568,1.19658,0.281356,0.705128,,,3.92621,1.83381,1.71115,999,,,,,,,460.6200225830079,4.374359062046756,446.50001525878906,4.240265928950849,,,,,,,,,,,,,,,,,,,"Robert Gasser","29812",688107
"Patrick Sandoval","BOS",7,6,,3.83333,21,21,,,,108,471,104,50,46,9,44,1,4,102,8.5,3.66667,2.31818,0.75,0.216561,0.0934183,0.12314225733280182,0.245863,1.37037,0.304487,0.723781,,,3.69426,1.79076,1.96168,999,,,,,,,478.1,4.426851851851852,483,4.472222222222222,,,,,,,,,,,,,,,,,,,"Patrick Sandoval","19447",663776
"Kutter Crawford","BOS",9,9,,4.39184,27,24,,,,137.3,571,131,72,67,21,38,0,6,126,8.25929,2.4909,3.31579,1.37655,0.220665,0.0665499,0.15411558747291565,0.248577,1.23088,0.289474,0.694842,,,4.28083,1.78866,1.6153,999,,,,,,,537.1200225830079,3.912017557498017,533.5000152587891,3.885651882015445,,,,,,,,,,,,,,,,,,,"Kutter Crawford","20531",676710
"Brady Singer","CIN",7,11,,4.88798,26,26,,,,147.3,637,149,86,80,23,44,0,9,142,8.67617,2.68839,3.22727,1.4053,0.22292,0.0690738,0.1538461595773697,0.255137,1.31025,0.300716,0.665423,,,4.34774,1.78792,1.12975,999,,,,,,,544.7200225830079,3.698031305482091,562.5000152587891,3.818737295349136,,,,,,,,,,,,,,,,,,,"Brady Singer","25377",663903
