Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Dane Myers","MIA",13,56,51,13,9,2,0,1,6,7,4,0,14,1,0,0,,1,0,0.256034,0.0636828,0.248753,0.256008,0.313042,0.391326,0.307456,0.704368,0.135292,4.98654,0.322662,-0.00165187,-0.0288874,6.31545,-0.507821,90.7968,-0.0305393,-0.196509,-0.6690168902277946,-0.7465087026357651,0.0491022,999,,,,"22054"
"Tyler Heineman","BOS",3,13,11,3,2,1,0,0,1,1,1,0,3,0,0,0,,0,0,0.244314,0.0902044,0.199308,0.452588,0.322313,0.339057,0.29568,0.66137,0.0947426,4.92175,0.304193,-0.0101229,-0.0167365,1.31835,-0.241251,79.8052,-0.0268594,0.0414755,-0.3365893233567476,0.29147549718618393,0.0489643,999,,,,"13897"
"Tommy La Stella",,8,35,31,8,5,2,0,1,4,3,3,0,5,0,0,0,,0,0,0.244499,0.0815156,0.153637,0.530572,0.310818,0.370323,0.299347,0.681141,0.125824,2.98698,0.273163,-0.0427607,-0.0898803,3.71145,-0.553094,87.2088,-0.132641,-0.1495,-0.6781681180000305,-0.024499982595443726,0.0486563,999,,,,"12371"
"Dylan Crews","WSN",50,217,197,44,29,9,0,5,24,25,14,0,59,5,1,1,,3,3,0.224645,0.06269,0.270298,0.231929,0.288584,0.355333,0.283331,0.643917,0.130688,3.87095,0.290419,-0.0126179,-1.16093,20.1245,-6.31564,74.6877,-1.17355,2.09505,-7.978254079818726,1.0700541734695435,0.048369,999,,,,"sa3022882"
"Eric Haase","MIL",8,32,29,6,4,1,0,1,3,4,2,0,10,0,0,0,,0,0,0.221059,0.0689732,0.305866,0.225502,0.27693,0.386722,0.286088,0.663652,0.165663,3.63875,0.285462,-0.0195983,-0.0259223,3.04095,-0.858062,76.6947,-0.0455206,-0.09078,-0.9694151543080807,0.5342200249433517,0.0478756,679.3800048828125,,,,"14111"
"Daniel Schneemann","CLE",6,28,25,6,4,1,0,0,3,3,2,0,7,0,0,0,,1,0,0.224442,0.0854875,0.245707,0.347925,0.293993,0.329533,0.277258,0.623526,0.105091,4.42899,0.288169,-0.00475138,-0.00328028,2.45551,-0.956125,75.3284,-0.00803166,0.162,-0.8357611233368516,0.3620000034570694,0.0475897,999,,,,"sa3006936"
"Adael Amador","COL",6,28,25,7,5,1,0,1,4,3,3,0,4,0,0,0,,1,0,0.268266,0.0899813,0.147813,0.608751,0.340808,0.408207,0.327256,0.749015,0.139941,4.88278,0.297126,-0.00213225,-0.0533892,3.61817,0.206536,89.5711,-0.0555215,-0.218348,-0.4172772541642189,-0.06834781169891357,0.0467021,723.75,,,,"sa3014682"
"Jacob Young","WSN",13,56,51,13,10,2,0,0,6,5,4,0,10,1,0,1,,3,1,0.249164,0.0653445,0.176098,0.37107,0.308383,0.335646,0.286036,0.644029,0.0864815,6.4605,0.299172,0.0169048,0.182191,5.31926,-1.50401,76.5015,0.199096,-0.00896923,-1.4311271607875824,-0.008969230577349663,0.046652,693.4500122070312,,,,"29931"
"Jonah Bride","MIA",6,28,24,6,4,1,0,1,3,3,3,0,6,1,0,0,,0,0,0.23887,0.113331,0.198493,0.570957,0.338763,0.36475,0.314261,0.703513,0.125881,3.78924,0.287456,-0.021189,-0.0566329,3.31598,-0.0956528,95.3591,-0.0778219,0.141728,-0.23880301415920258,-0.25827185809612274,0.0455604,999,,,,"24703"
"Joey Bart","SFG",6,26,23,5,3,1,0,1,3,3,2,0,8,0,0,0,,0,0,0.220267,0.0710849,0.31842,0.223243,0.288805,0.344755,0.280323,0.63356,0.124488,2.94182,0.309096,-0.0114143,-0.0501543,2.3102,-0.809015,76.8081,-0.0615686,-0.116001,-0.7970879711210728,0.383999340236187,0.0445465,738.8099975585938,,,,"21524"
"Jair Camargo","MIN",5,19,18,4,2,1,0,1,2,2,1,0,7,0,0,0,,0,0,0.215914,0.0535194,0.360943,0.148277,0.264514,0.373689,0.276058,0.638202,0.157775,3.62748,0.307258,-0.00169122,-0.0271869,1.66463,-0.674774,73.6815,-0.0288781,0.0524659,-0.6343514081090689,0.42746590822935104,0.0443975,750.7100219726562,,,,"sa917333"
"Alex Call","WSN",5,21,18,4,3,1,0,1,2,2,2,0,4,0,0,0,,0,0,0.235608,0.114423,0.185934,0.615397,0.33358,0.378294,0.315414,0.711873,0.142686,4.64748,0.271043,0.00571047,-0.0540515,2.5071,-0.0516275,96.1963,-0.048341,-0.000172131,-0.14729786664247513,-0.12517213133105543,0.0441755,749.780029296875,,,,"19296"
"Ryan Kreidler","DET",5,21,19,4,3,1,0,1,2,2,2,0,6,0,0,0,,0,0,0.215845,0.0924882,0.296486,0.311948,0.298077,0.352742,0.288222,0.650819,0.136897,4.88255,0.289351,0.00314155,-0.0142987,2.03285,-0.525876,80.5294,-0.0111572,0.00420409,-0.5010837959125638,0.2292040796019137,0.0440128,999,,,,"25867"
"Matt Mervis","CHC",5,21,19,5,3,1,0,1,3,3,2,0,5,0,0,0,,0,0,0.247947,0.0888157,0.253056,0.350973,0.323207,0.437626,0.327289,0.760833,0.18968,2.72973,0.300194,-0.0088106,-0.0406043,2.71421,0.155478,105.507,-0.0494149,-0.000937498,0.09385895356535912,-0.37593749799998477,0.0432174,618.1400146484375,,,,"27845"
"Casey Schmitt","SFG",10,42,39,9,6,2,0,1,4,5,2,0,10,0,0,0,,0,0,0.240049,0.0530918,0.23061,0.230223,0.287924,0.367165,0.285618,0.655089,0.127116,3.45551,0.295327,-0.0171693,-0.074693,3.97488,-1.14258,80.3581,-0.0918623,-0.140012,-1.1138628721237183,0.10998781025409698,0.0425872,687.3499755859375,,,,"27577"
"Ryan McKenna","BAL",11,49,44,10,6,2,0,1,6,5,4,0,15,1,0,0,,1,0,0.218456,0.085815,0.314274,0.273058,0.293024,0.3536,0.285057,0.646624,0.135144,5.21265,0.303983,0.03706,-0.0392017,4.61451,-1.35585,80.9259,-0.00214168,0.10133,-1.122023306787014,-0.12366955727338791,0.0417385,999,,,,"19928"
"Corey Julks","HOU",13,56,51,12,8,3,0,2,7,7,5,0,14,0,0,0,,2,1,0.240051,0.080785,0.2452,0.329466,0.307174,0.393924,0.304848,0.701097,0.153873,5.29084,0.297117,-0.0148997,0.00478701,6.19417,-0.629105,93.197,-0.0101127,-0.117991,-0.4665897199884057,-1.0179910510778427,0.0416252,743.4199829101562,,,,"20311"
"Austin Martin","MIN",8,35,30,7,5,1,0,0,4,3,4,0,7,1,0,0,,1,0,0.229781,0.100428,0.197001,0.509783,0.330146,0.319548,0.295827,0.649694,0.0897662,5.18863,0.284628,-0.00326703,-0.00756351,3.60915,-0.655398,87.3843,-0.0108305,-0.258614,-0.5398989543318748,-0.2336144521832466,0.0414071,999,,,,"sa3014454"
"Alexander Canario","CHC",15,63,57,13,7,3,0,3,7,8,5,0,20,0,0,0,,1,0,0.224607,0.0720559,0.313269,0.230012,0.2852,0.412706,0.300289,0.697906,0.188099,4.60108,0.291565,-0.0293547,-0.052375,6.72989,-0.946298,87.4062,-0.0817297,0.207676,-1.064640760421753,-0.6673242747783661,0.0413295,742.6400146484375,,,,"22842"
"César Salazar","HOU",5,19,17,4,2,1,0,0,2,2,1,0,4,1,0,0,,0,0,0.212079,0.070397,0.22412,0.314105,0.290768,0.326169,0.275773,0.616937,0.11409,3.62391,0.259454,-0.00283444,-0.0235356,1.66009,-0.679321,73.0442,-0.02637,-0.00893261,-0.6465039793401957,0.36606739182025194,0.0354465,999,,,,"21587"
"Taylor Trammell","SEA",6,28,24,5,3,1,0,1,3,3,3,0,9,0,0,0,,1,0,0.208293,0.103125,0.314076,0.328343,0.297194,0.37316,0.29407,0.670354,0.164866,4.16589,0.276225,0,-0.0299749,2.84646,-0.565176,89.1552,-0.0299749,-0.00253571,-0.39381591230630875,-0.20253571751527488,0.0353652,750.9400024414062,,,,"19960"
"Nick Gonzales","PIT",5,21,19,4,3,1,0,0,2,2,2,0,6,0,0,0,,0,0,0.23409,0.0837749,0.279825,0.299383,0.309956,0.379109,0.30154,0.689066,0.145019,4.62088,0.316763,-0.004162,-0.0490625,2.26512,-0.293611,85.8863,-0.0532245,-0.0226217,-0.42040448635816574,0.05237827077507973,0.0346469,749.9099731445312,,,,"27490"
"Brett Sullivan","SDP",16,67,61,15,10,3,0,1,7,7,5,0,11,0,1,0,,1,0,0.23983,0.0750349,0.163089,0.460085,0.29965,0.362772,0.289176,0.662422,0.122943,4.60362,0.271628,-0.0201236,-0.0776818,6.53882,-1.62474,84.2103,-0.0978054,-0.175921,-1.4083997085690498,-0.3259211778640747,0.0343725,999,,,,"18217"
"Ryan Bliss","SEA",5,21,19,4,3,1,0,0,2,2,1,0,5,0,0,0,,1,0,0.222458,0.0630444,0.249167,0.253021,0.279484,0.353212,0.277034,0.632696,0.130754,6.26967,0.278205,-0.00103919,-0.00175321,1.83772,-0.721009,77.3468,-0.0027924,0.122521,-0.5728004425764084,0.19752100855112076,0.033702,999,,,,"sa3016951"
"Osleivis Basabe","TBR",3,14,13,3,2,1,0,0,1,1,1,0,2,0,0,0,,0,0,0.255017,0.0597193,0.176779,0.33782,0.304314,0.35693,0.290107,0.661244,0.101913,5.33793,0.305136,0.00307967,-0.0208226,1.37715,-0.328667,86.7034,-0.017743,-0.0482857,-0.24079315923154354,0.10171429067850113,0.0335474,999,,,,"23985"
"David Hensley","HOU",5,21,18,4,3,1,0,0,2,2,2,0,6,0,0,0,,0,0,0.222289,0.112374,0.302297,0.371734,0.312231,0.339265,0.291216,0.651496,0.116976,5.18363,0.317419,-0.00627,-0.0313782,2.08506,-0.473666,83.7483,-0.0376482,-0.00561165,-0.446578748524189,0.06938835233449936,0.0335115,999,,,,"25111"
"Jacob Amaya","MIA",3,14,12,3,2,1,0,0,2,1,1,0,3,0,0,0,,0,0,0.233212,0.0948384,0.21507,0.440965,0.309034,0.354871,0.293697,0.663905,0.121658,4.12019,0.283524,0,-0.019548,1.41889,-0.286925,81.5734,-0.019548,0.0429535,-0.3391372449696064,0.19295349344611168,0.0329866,999,,,,"23296"
"Curt Casali","MIA",6,26,22,5,3,1,0,0,2,2,3,0,7,0,0,0,,0,0,0.212763,0.104441,0.279401,0.373804,0.307028,0.324272,0.283089,0.6313,0.111509,2.50954,0.287691,-0.0217537,-0.0761596,2.369,-0.75021,74.4616,-0.0979133,-0.00333505,-0.9078522995114326,0.49666495132260025,0.0327564,999,,,,"12510"
"Otto Lopez","SFG",3,14,13,3,3,1,0,0,2,1,1,0,2,0,0,0,,0,0,0.261787,0.0681543,0.177839,0.383236,0.318754,0.354879,0.29617,0.673633,0.0930921,6.12474,0.316348,-0.000515429,-0.0148853,1.44765,-0.258172,87.4319,-0.0154008,0.0261176,-0.23338006623089314,0.07611764781177044,0.0318819,999,,,,"19608"
"Austin Wynns","CIN",8,32,29,6,5,1,0,1,3,3,3,0,8,0,0,0,,0,0,0.226965,0.0799354,0.245821,0.325177,0.29751,0.339596,0.283024,0.637106,0.112631,2.85062,0.286875,-0.0281589,-0.0683575,2.95953,-0.939483,69.7583,-0.0965163,-0.129643,-1.2953936830163002,0.4953569769859314,0.0316771,999,,,,"15271"
"Óscar Mercado","SDP",6,28,25,6,4,1,0,1,3,3,2,0,6,0,0,0,,1,0,0.230644,0.069789,0.224701,0.310587,0.294043,0.371427,0.291146,0.665469,0.140783,5.93121,0.279216,0.0174297,0.0395436,2.77847,-0.63317,85.5313,0.0569733,-0.0964174,-0.44491368159651756,-0.196417436003685,0.0311755,749.9600219726562,,,,"16375"
"Jorge Barrosa","ARI",3,14,12,3,2,1,0,0,2,1,1,0,3,0,0,0,,0,0,0.235726,0.0924438,0.205866,0.449048,0.312717,0.355575,0.296061,0.668292,0.119848,5.46907,0.288112,0,-0.0317838,1.44638,-0.259438,83.3818,-0.0317838,0.10125,-0.32000791281461716,0.15125000104308128,0.0307356,999,,,,"sa3005524"
"Grae Kessinger","HOU",13,56,50,10,7,2,0,1,6,5,5,0,15,1,0,0,,1,0,0.210795,0.0912966,0.267509,0.341284,0.290784,0.325305,0.275171,0.616088,0.11451,4.32763,0.274007,-0.0105896,-0.143102,4.81395,-2.00932,72.6274,-0.153692,0.03558,-1.9903853237628937,0.38557998463511467,0.0296367,750.6799926757812,,,,"25813"
"Eddys Leonard","DET",3,14,13,3,2,1,0,0,2,1,1,0,3,0,0,0,,0,0,0.239192,0.0630218,0.240164,0.262411,0.300468,0.376317,0.296313,0.676784,0.137125,3.80523,0.298255,0,-0.0315703,1.4493,-0.256514,86.1372,-0.0315703,-0.0162,-0.2641182243824005,0.08380000293254852,0.0294351,749.9099731445312,,,,"sa3005554"
"Zach DeLoach","CHW",18,77,69,15,10,3,0,2,9,8,7,0,23,1,0,0,,1,0,0.22542,0.089148,0.30504,0.29225,0.301063,0.368665,0.294185,0.669728,0.143245,3.79074,0.306657,-0.00674769,-0.131247,7.83511,-1.54689,83.9524,-0.137995,0.314928,-1.6185797899961472,-0.7100719809532166,0.0285805,750.25,,,,"sa3014547"
"Pavin Smith","ARI",5,21,18,5,3,1,0,1,2,2,2,0,4,0,0,0,,0,0,0.247758,0.105217,0.208027,0.505786,0.329652,0.392729,0.316634,0.722381,0.144971,3.5095,0.294034,-0.011402,-0.0402298,2.52837,-0.0303614,97.1732,-0.0516317,-0.0387734,-0.12517227977514267,-0.3137734457850456,0.027575,750.5700073242188,,,,"19892"
"Oscar Colás","CHW",13,56,52,13,8,2,0,2,6,7,3,0,14,0,0,0,,1,0,0.243797,0.0575406,0.255904,0.224852,0.292462,0.405755,0.2998,0.698217,0.161958,3.67012,0.29744,0.0229722,-0.100977,5.95941,-0.863866,87.8443,-0.0780046,-0.13566,-0.8936475068330765,-0.7356600165367126,0.0271934,658.5700073242188,,,,"30162"
"Darin Ruf",,13,56,48,11,7,2,0,2,6,6,7,0,17,1,0,0,,0,0,0.225918,0.117872,0.297527,0.396174,0.324959,0.394716,0.316671,0.719675,0.168798,3.04705,0.300143,-0.0398817,-0.12573,6.74406,-0.0792164,99.0165,-0.165612,0,-0.2327219471335411,-1.399999976158142,0.0271484,999,,,,"9929"
"Jordan Diaz","OAK",6,28,26,6,4,1,0,1,3,3,1,0,6,0,0,0,,0,0,0.248438,0.048958,0.199244,0.245719,0.290045,0.390751,0.294009,0.680796,0.142313,1.94772,0.286284,-0.002096,-0.0570951,2.84503,-0.566606,89.4698,-0.0591911,-0.370419,-0.4124773219227791,-0.27041860669851303,0.0267353,618.260009765625,,,,"22650"
"Jake Mangum","TBR",6,28,26,7,5,1,0,0,3,3,1,0,6,0,0,0,,1,0,0.251034,0.0455062,0.211011,0.215658,0.295027,0.3591,0.285804,0.654126,0.108066,5.76009,0.312014,-0.00582697,-0.0440712,2.65422,-0.757415,83.7203,-0.0498981,0.106951,-0.5960800535976887,-0.09304854273796082,0.0261138,999,,,,"sa3011255"
"Darick Hall","PHI",5,21,19,4,3,1,0,1,2,3,2,0,5,0,0,0,,0,0,0.236217,0.0833182,0.253607,0.328532,0.307191,0.437308,0.319524,0.744499,0.201091,2.77101,0.277909,-0.00624712,-0.0389068,2.57877,0.0200377,98.8093,-0.0451539,0.0341416,-0.0761311799287796,-0.390858419239521,0.0247785,999,,,,"19717"
"Trey Cabbage","HOU",5,21,19,4,2,1,0,1,2,3,1,0,8,0,0,0,,1,0,0.223324,0.069715,0.377041,0.1849,0.283238,0.412598,0.298604,0.695836,0.189274,6.11375,0.326894,-0.0031205,0.030553,2.21391,-0.344817,88.8691,0.0274326,0.0586983,-0.252648601308465,-0.21630172803997993,0.0243614,725.8300170898438,,,,"21078"
"Evan White","LAA",5,21,19,4,2,1,0,1,2,3,2,0,6,0,0,0,,0,0,0.2215,0.0790281,0.287178,0.275188,0.29147,0.410508,0.304021,0.701978,0.189009,3.5485,0.27161,0.00385438,-0.0446593,2.30838,-0.250343,89.851,-0.040805,0.193628,-0.29617858305573463,-0.18137209117412567,0.0235038,999,,,,"20078"
"Zack Short","NYM",5,21,18,3,2,1,0,1,2,2,3,0,6,0,0,0,,0,0,0.193345,0.125907,0.302417,0.416337,0.299882,0.322352,0.279766,0.622234,0.129007,3.57283,0.262989,-0.0119436,-0.0287599,1.88537,-0.67336,77.2416,-0.0407034,0.0722893,-0.6327812820672989,0.14728926122188568,0.0229335,999,,,,"19562"
"Forrest Wall","ATL",8,35,31,8,5,1,0,0,4,3,3,0,10,0,0,0,,2,1,0.23927,0.0828305,0.276991,0.299037,0.308935,0.34458,0.289767,0.653515,0.105309,7.49796,0.32875,-0.00214464,0.165207,3.43298,-0.831569,77.9764,0.163062,0.101644,-0.791875496506691,-0.17335577309131622,0.0226588,718.8300170898438,,,,"16496"
"Austin Shenton","TBR",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.225821,0.106739,0.3112,0.342993,0.315923,0.390522,0.309503,0.706445,0.164701,2.47111,0.312315,-0.00101397,-0.0149812,0.801331,-0.0515784,100.147,-0.0159952,-0.0319737,-0.014765451080165803,-0.006973685696721077,0.0215402,999,,,,"sa3009869"
"Kyren Paris","LAA",3,14,12,3,2,1,0,0,2,1,2,0,5,0,0,0,,1,0,0.208154,0.109512,0.328874,0.332992,0.304909,0.327562,0.284706,0.632471,0.119408,5.97005,0.307273,0.000512366,0.0357752,1.31435,-0.391464,76.4638,0.0362875,-0.0213594,-0.35853012278676033,0.07864062674343586,0.0195061,750.9000244140625,,,,"26420"
"Angel Martínez","CLE",3,14,13,3,2,1,0,0,1,1,1,0,3,0,0,0,,0,0,0.229868,0.0682434,0.223985,0.304678,0.290918,0.347704,0.280396,0.638622,0.117835,4.57258,0.283996,-0.000511912,-0.0203982,1.26424,-0.441583,77.503,-0.0209101,0.0682105,-0.3982947915792465,0.11821052804589272,0.0194867,999,,,,"sa3008762"
"Yunior Severino","MIN",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.223745,0.0751994,0.347264,0.216548,0.290038,0.398625,0.298615,0.688663,0.174881,3.26994,0.315332,-0.000506983,-0.0153359,0.738033,-0.114876,89.3162,-0.0158429,0.0333947,-0.10545311868190765,0.05839473567903042,0.0190154,999,,,,"sa3003185"
"Ali Sánchez","PIT",2,6,6,1,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.24371,0.0751451,0.219173,0.342858,0.302917,0.350173,0.287968,0.65309,0.106463,2.24429,0.299892,-0.00273404,-0.020729,0.618183,-0.16162,76.7879,-0.0234631,0.052746,-0.20750352554023266,0.1777459904551506,0.0187979,999,,,,"18551"
"Miguel Sanó","LAA",18,77,68,15,8,3,0,4,10,11,8,0,27,1,0,0,,0,0,0.216373,0.102365,0.354098,0.289088,0.301321,0.441901,0.319013,0.743222,0.225528,3.14875,0.287963,-0.041001,-0.137293,9.42281,0.040813,100.242,-0.178294,-0.699059,-0.15592660941183567,-2.2740586400032043,0.0184758,726.030029296875,,,,"12164"
"Coco Montes","COL",5,21,19,5,3,1,0,1,2,2,2,0,6,0,0,0,,0,0,0.242596,0.0761095,0.281536,0.270336,0.307401,0.400295,0.307646,0.707696,0.157699,4.64004,0.319752,-0.00467357,-0.0356084,2.37161,-0.187115,76.4246,-0.040282,0.0437645,-0.6536156125366688,0.1187644675374031,0.0180115,742.8099975585938,,,,"21547"
"Roman Anthony","BOS",3,14,12,3,2,1,0,0,2,1,2,0,4,0,0,0,,0,0,0.230309,0.10738,0.275908,0.389188,0.317481,0.363984,0.301849,0.681465,0.133675,4.60697,0.310194,-0.00154378,-0.0279919,1.51368,-0.192141,84.081,-0.0295357,0.051,-0.29657595604658127,0.000999998301267624,0.0179419,999,,,,"sa3020211"
"Brett Harris","OAK",2,7,6,1,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.230208,0.0766624,0.205876,0.372372,0.304014,0.34813,0.289454,0.652144,0.117923,4.41253,0.276972,-0.001015,-0.00881903,0.684776,-0.168134,86.3125,-0.00983403,0.0389717,-0.12463775556534529,0.06397169642150402,0.0176585,999,,,,"sa3017293"
"Michael Pérez","BAL",3,13,11,2,1,0,0,0,1,1,1,0,3,0,0,0,,0,0,0.203655,0.0872994,0.26926,0.32422,0.279299,0.351227,0.276248,0.630526,0.147572,3.17484,0.25069,-0.0226047,-0.0188947,1.11178,-0.447827,74.8201,-0.0414994,0.0473621,-0.4276849813759327,0.2973621264100075,0.0176583,999,,,,"12977"
"Rodolfo Castro","PHI",5,21,19,4,3,1,0,1,2,3,2,0,6,0,0,0,,0,0,0.220524,0.0772611,0.288365,0.267928,0.289287,0.38929,0.294211,0.678577,0.168766,3.88408,0.279265,-0.00882528,-0.0595523,2.1373,-0.421432,81.84,-0.0683776,-0.127607,-0.5408242344856262,-0.0026065707206726074,0.017156,999,,,,"21987"
"Hoy Park","OAK",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.219766,0.119349,0.260169,0.458736,0.318564,0.328966,0.290953,0.64753,0.1092,4.88852,0.29219,-0.00101514,-0.000597891,0.693491,-0.159419,87.3515,-0.00161303,0.0154429,-0.10770181089174002,0.04044285789132118,0.0170011,999,,,,"18027"
"Jorge Alfaro","CHC",5,19,18,4,3,1,0,0,2,2,1,0,6,0,0,0,,0,0,0.235182,0.0407768,0.300216,0.135825,0.277833,0.36224,0.278591,0.640073,0.127058,3.91442,0.318542,-0.0146572,-0.0161382,1.70503,-0.634376,72.8606,-0.0307955,-0.12062,-0.6763301473110914,0.2543797269463539,0.0168696,999,,,,"12180"
"Drew Romo","COL",10,38,35,9,6,2,0,1,4,4,2,0,8,0,0,0,,1,0,0.252136,0.0576945,0.198491,0.290666,0.299199,0.383459,0.29568,0.682658,0.131323,4.76534,0.298734,-0.00174418,-0.0902755,3.95504,-0.723777,68.4025,-0.0920197,-0.295412,-1.5951690897345543,0.45458823442459106,0.0167246,999,,,,"sa3014522"
"David Hamilton","BOS",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.231188,0.0976766,0.245426,0.397988,0.310593,0.357979,0.295877,0.668572,0.12679,7.1931,0.297474,-0.000507105,0.0246051,0.722118,-0.130792,79.9414,0.024098,0.0469821,-0.14414320327341557,0.07198214344680309,0.0165123,750.3900146484375,,,,"27531"
"Canaan Smith-Njigba","PIT",5,21,19,4,3,1,0,0,2,2,2,0,6,0,0,0,,1,0,0.236231,0.103134,0.281383,0.366525,0.317619,0.368666,0.302075,0.686285,0.132435,4.98799,0.321356,-0.0104339,0.00180017,2.27446,-0.28427,86.2454,-0.00863376,0.0404626,-0.36647238954901695,-0.1845373921096325,0.0164002,999,,,,"23264"
"Rafael Ortega","CHW",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.232449,0.109717,0.218699,0.501681,0.320341,0.360352,0.301844,0.680693,0.127902,4.50849,0.282576,-0.00253462,-0.0109384,0.756809,-0.0960999,89.2611,-0.0134731,-0.00286957,-0.10354511346668005,0.022130435099825263,0.0155895,999,,,,"10323"
"Chadwick Tromp","ATL",3,13,12,3,2,1,0,0,1,1,1,0,3,0,0,0,,0,0,0.217717,0.0772725,0.257912,0.299608,0.279498,0.36119,0.280171,0.640688,0.143472,2.39492,0.268516,-0.00559245,-0.0293223,1.15348,-0.406123,71.5436,-0.0349147,-0.0359943,-0.48615509644150734,0.21400565654039383,0.015384,999,,,,"16953"
"Bubba Thompson","CIN",8,35,32,8,5,1,0,1,4,4,2,0,10,0,0,0,,2,1,0.238073,0.0549864,0.280492,0.196035,0.287633,0.365191,0.284746,0.652824,0.127118,7.2985,0.317287,0.01281,0.134876,3.28704,-0.977508,70.9126,0.147686,-0.0497143,-1.1135334223508835,0.07528572157025337,0.0153778,999,,,,"22261"
"Jose Herrera","ARI",8,32,28,6,5,1,0,0,3,3,3,0,8,0,0,0,,0,0,0.225462,0.0979608,0.235792,0.415454,0.305373,0.314022,0.2789,0.619395,0.0885603,3.37916,0.292145,-0.0128338,-0.0679062,2.84992,-1.04909,71.877,-0.08074,0.0346215,-1.1956260725855827,0.6596215143799782,0.0153281,750.9500122070312,,,,"17040"
"Vinny Capra","MIL",2,7,6,2,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.244977,0.100874,0.215095,0.468972,0.327321,0.360102,0.305453,0.687423,0.115125,4.1984,0.305004,-0.00102,-0.0133986,0.777791,-0.0751179,89.6772,-0.0144186,-0.0116266,-0.10393746010959148,0.013373417779803276,0.014751,999,,,,"25040"
"Daniel Vogelbach","TOR",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.232901,0.14228,0.248676,0.572147,0.344432,0.417486,0.33357,0.761918,0.184584,2.14152,0.280452,-0.0111563,-0.0182213,0.941248,0.0883391,113.648,-0.0293776,0,0.08509177528321743,-0.17499999701976776,0.0147426,748.9400024414062,,,,"14130"
"Wenceel Pérez","DET",3,14,13,3,2,1,0,0,2,1,1,0,3,0,0,0,,0,0,0.24365,0.0824847,0.188814,0.436857,0.311062,0.363877,0.296906,0.674939,0.120227,6.03915,0.290605,-0.000513388,-0.00803758,1.4562,-0.249621,86.5481,-0.00855097,-0.0439322,-0.23420557379722595,-0.09393220767378807,0.0146949,999,,,,"sa3003326"
"Brady House","WSN",8,35,32,8,5,1,0,1,4,4,2,0,10,1,0,0,,0,0,0.238156,0.0469605,0.277238,0.169387,0.284482,0.371513,0.285373,0.655995,0.133357,4.37427,0.311228,-0.00326413,-0.0344528,3.30527,-0.959273,76.0572,-0.037717,-0.106071,-1.075871679931879,0.01892857253551483,0.0135135,999,,,,"sa3017694"
"José Fermín","STL",2,7,6,2,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.245228,0.0882155,0.131127,0.672749,0.326065,0.359129,0.304888,0.685193,0.113901,4.23832,0.267484,-0.00153,-0.0158095,0.774504,-0.0784053,91.8621,-0.0173395,-0.0406835,-0.08791057579219341,-0.015683544799685478,0.0134517,999,,,,"21746"
"Jordan Luplow","PHI",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.218679,0.108281,0.247299,0.437855,0.312069,0.405655,0.312276,0.717724,0.186976,3.48651,0.256144,0.000508182,-0.00924106,0.817453,-0.0354565,93.9504,-0.00873287,0.0322216,-0.061194340698421,-0.04277835413813591,0.013414,999,,,,"16424"
"Blake Sabol","SFG",2,6,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.228973,0.0787159,0.317929,0.247589,0.296446,0.373105,0.292873,0.669552,0.144133,4.08325,0.317643,0.00108828,-0.0106881,0.644254,-0.135549,85.2213,-0.00959982,-0.0954887,-0.12677437346428633,0.02951134741306305,0.0126197,565.510009765625,,,,"25805"
"DJ Stewart","NYM",6,28,25,5,3,1,0,1,3,3,3,0,8,0,0,0,,0,0,0.219023,0.0968326,0.279047,0.347012,0.307359,0.390351,0.305174,0.69771,0.171328,3.24707,0.272966,-0.00212583,-0.0419273,3.10466,-0.306977,94.2746,-0.0440531,-0.285247,-0.2426534928381443,-0.5852474272251129,0.0125712,681.4000244140625,,,,"17766"
"Tim Locastro","SDP",3,14,12,3,2,1,0,0,2,1,1,0,4,1,0,0,,1,0,0.220134,0.0523816,0.253872,0.206331,0.29746,0.342935,0.285572,0.640395,0.122801,6.71475,0.284054,0.00364175,0.0217909,1.32442,-0.381394,81.7946,0.0254326,-0.0119221,-0.2903197668492794,-0.06192208360880613,0.012439,999,,,,"15124"
