Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Tanner Houck","BOS",9,9,,4.45621,34,26,0,1,139,604,138,74,69,17,51,,10,135,8.76328,3.33095,2.63087,1.127,0.224203,0.0852201,0.13898270577192307,0.253387,1.35891,0.308045,0.696486,,,4.25732,1.67348,1.83903,402.3900146484375,,,,"19879"
"Jose Quintana","NYM",9,9,,4.40459,29,29,0,0,160,702,167,84,78,20,59,,4,136,7.66908,3.33214,2.30155,1.13826,0.193955,0.0842717,0.10968376696109772,0.261608,1.41575,0.30453,0.71593,,,4.38558,1.67319,1.49677,408.8299865722656,,,,"11423"
"José Alvarado","PHI",4,3,,3.30589,74,0,22,6,74,310,58,30,27,8,33,,2,98,11.9667,4.04162,2.96086,0.924279,0.316887,0.107025,0.2098619043827057,0.211228,1.23338,0.298853,0.760495,,,3.37933,1.67169,1.72371,160.47000122070312,,,,"17780"
"Cristian Javier","HOU",10,8,,4.36486,29,29,0,0,164,695,144,85,80,27,65,,8,171,9.39245,3.59067,2.61579,1.46154,0.246426,0.0942071,0.1522192880511284,0.231139,1.27468,0.276191,0.72389,,,4.61762,1.66483,1.95603,180.02999877929688,,,,"17606"
"Jameson Taillon","CHC",8,9,,4.5161,26,26,0,0,141,598,143,76,71,22,38,,5,122,7.7612,2.43434,3.18822,1.42991,0.2033,0.0637661,0.13953415304422379,0.257054,1.2817,0.292635,0.702784,,,4.51947,1.64704,1.53896,324.94000244140625,,,,"11674"
"Garrett Whitlock","BOS",7,6,,3.97962,46,15,0,1,114,479,113,54,51,15,27,,4,114,8.9798,2.11352,4.24874,1.18747,0.238308,0.0560892,0.18221896141767502,0.251562,1.21984,0.306212,0.718035,,,3.78856,1.6403,1.64734,372.5899963378906,,,,"20191"
"Bryce Miller","SEA",8,8,,4.10289,26,26,0,0,139,582,133,68,63,20,35,,7,123,7.994,2.29779,3.47899,1.28335,0.211528,0.0608016,0.1507267914712429,0.246663,1.21606,0.285652,0.713839,,,4.24451,1.63305,1.74438,176.05999755859375,,,,"29837"
"Martín Pérez","PIT",7,9,,4.44983,24,24,0,0,144,632,154,77,71,16,52,,6,104,6.5294,3.25714,2.00464,1.02742,0.164784,0.0822012,0.08258293569087982,0.268135,1.43449,0.30325,0.705777,,,4.49561,1.63063,1.77394,594.2999877929688,,,,"6902"
"Kyle Hendricks","CHC",8,10,,4.59929,28,28,0,0,152,655,165,84,78,24,38,,7,112,6.62952,2.22982,2.97312,1.39471,0.171255,0.057601,0.11365383863449097,0.270185,1.33091,0.297749,0.701626,,,4.67339,1.59694,1.45723,439.8299865722656,,,,"12049"
"Luis Severino","NYM",7,9,,4.52656,26,26,0,0,138,596,135,75,70,20,46,,6,130,8.44105,2.99573,2.8177,1.30901,0.217792,0.0772944,0.14049772918224335,0.249005,1.31093,0.292706,0.692865,,,4.40536,1.59441,1.03716,280.79998779296875,,,,"15890"
"Drew Thorpe",,6,6,,4.05475,18,18,0,0,101,425,95,49,45,14,32,,2,93,8.30803,2.90466,2.86024,1.25871,0.218459,0.0763777,0.1420811489224434,0.243399,1.26834,0.285521,0.729823,,,4.24878,1.5941,1.65483,999,,,,"sa3020678"
"Kyle Harrison","SFG",6,6,,4.14687,28,28,0,0,137,594,118,68,63,18,65,,10,156,10.2885,4.25798,2.41629,1.15222,0.262961,0.108828,0.15413270890712738,0.22739,1.33801,0.290979,0.726487,,,4.26411,1.58551,1.74467,259,,,,"27758"
"Jakob Junis","MIL",6,7,,4.33346,33,19,0,1,128,545,127,66,61,20,36,,6,125,8.83481,2.53418,3.48625,1.41982,0.22999,0.0659705,0.16401946544647217,0.252454,1.2768,0.298797,0.720272,,,4.32061,1.58052,1.5091,503.9100036621094,,,,"13619"
"Reese Olson","DET",7,8,,4.27717,24,24,0,0,126,541,119,65,60,16,50,,5,120,8.60107,3.5494,2.42325,1.12507,0.222013,0.0916179,0.13039512932300568,0.244438,1.34055,0.294311,0.70938,,,4.2701,1.57133,1.57339,295.8599853515625,,,,"24968"
"Tyler Anderson","LAA",8,10,,4.79269,29,29,0,0,166,717,171,95,88,28,55,,7,139,7.52387,2.97344,2.53036,1.49403,0.193348,0.0764115,0.11693700402975082,0.261347,1.36347,0.293832,0.699308,,,4.85344,1.5642,1.44019,587.7000122070312,,,,"12880"
"Trevor Rogers","MIA",7,7,,4.04311,29,19,0,1,110,468,104,53,49,13,38,,5,111,9.08586,3.09086,2.93958,1.09818,0.236389,0.0804157,0.15597302466630936,0.245584,1.29619,0.302306,0.719943,,,3.99553,1.56056,1.7454,337.9100036621094,,,,"22286"
"James Paxton","LAD",9,7,,4.31759,35,21,0,1,124,530,118,64,59,20,45,,3,131,9.56647,3.27177,2.92394,1.48416,0.248215,0.0848905,0.16332455724477768,0.244788,1.31596,0.295729,0.738961,,,4.44748,1.53998,1.42502,309.69000244140625,,,,"11828"
"Logan Allen","CLE",8,8,,4.12174,26,26,0,0,137,584,130,68,63,19,49,,4,128,8.42255,3.23285,2.6053,1.2352,0.219022,0.084068,0.13495434820652008,0.245763,1.31305,0.290805,0.729555,,,4.34249,1.53435,1.77658,343.70001220703125,,,,"27589"
"Michael Wacha","KCR",8,10,,4.59264,28,28,0,0,151,646,157,83,77,23,46,,5,124,7.3806,2.75963,2.67449,1.40036,0.191342,0.0715433,0.11979842185974121,0.263164,1.34551,0.297202,0.706122,,,4.65227,1.50332,1.78975,288.3900146484375,,,,"14078"
"Jack Flaherty","DET",8,10,,4.4662,28,28,0,0,153,667,145,82,76,20,64,,10,149,8.76955,3.77169,2.3251,1.16552,0.223008,0.0959134,0.1270947828888893,0.245297,1.37221,0.296086,0.703348,,,4.44088,1.50014,1.60371,356.6099853515625,,,,"17479"
"Bryan Woo","SEA",7,8,,4.0708,37,23,0,1,128,541,115,62,58,18,40,,10,131,9.16669,2.83045,3.23859,1.23619,0.241791,0.0746592,0.1671314612030983,0.23397,1.20908,0.28386,0.711213,,,4.17038,1.49003,1.3991,177.30999755859375,,,,"30279"
"Andrés Muñoz","SEA",6,3,,2.89701,64,0,26,4,64,263,46,23,21,6,23,,4,91,12.7675,3.29088,3.87966,0.849466,0.344623,0.0888282,0.25579459965229034,0.197002,1.09136,0.290828,0.767195,,,2.94272,1.48829,1.58582,84.13999938964844,,,,"20373"
"David Bednar","PIT",4,3,,3.38348,68,0,31,3,68,281,57,28,26,8,22,,2,80,10.6188,2.96796,3.57781,1.02339,0.285504,0.0797987,0.20570538192987442,0.221269,1.16339,0.291005,0.752831,,,3.46897,1.48012,1.49873,68.69999694824219,,,,"19569"
"A.J. Puk","MIA",7,7,,3.85697,48,13,3,1,104,445,95,48,45,14,35,,6,122,10.4864,3.04672,3.44187,1.17336,0.272966,0.0793074,0.1936582550406456,0.234932,1.24756,0.302531,0.736259,,,3.81702,1.47207,1.39539,348.3599853515625,,,,"19343"
"Shane Baz","TBR",6,5,,3.88966,25,19,0,1,102,431,91,48,44,13,33,,6,111,9.77831,2.94549,3.31975,1.16133,0.25802,0.0777228,0.18029768764972687,0.232048,1.21572,0.290605,0.725061,,,3.90588,1.4686,1.43405,255.8800048828125,,,,"22264"
"Colin Rea",,7,7,,4.54199,33,23,0,1,133,567,135,73,67,21,38,,4,116,7.82609,2.55889,3.05839,1.4367,0.204308,0.0668027,0.13750579208135605,0.257296,1.2976,0.293452,0.700576,,,4.54502,1.4548,1.29255,523.3900146484375,,,,"12317"
"Jordan Hicks","SFG",9,9,,3.91348,44,23,0,1,131,566,113,62,57,13,68,,7,147,10.1414,4.68289,2.16562,0.878725,0.259778,0.119955,0.13982271403074265,0.229248,1.38237,0.301438,0.730975,,,4.00251,1.44865,1.6849,324.04998779296875,,,,"19618"
"Taj Bradley","TBR",8,8,,4.11473,49,21,0,1,134,567,123,66,61,20,46,,4,138,9.24688,3.05705,3.02477,1.31132,0.243354,0.0804537,0.16290005296468735,0.236904,1.25148,0.286319,0.725189,,,4.21372,1.43655,1.34018,244.97999572753906,,,,"22543"
"Trevor Megill","MIL",3,2,,3.4666,64,0,10,9,64,273,54,27,25,8,24,,2,85,12.0143,3.37739,3.55727,1.13833,0.312568,0.0878674,0.22470038384199142,0.217168,1.21384,0.296704,0.771205,,,3.45767,1.42532,1.2354,662.72998046875,,,,"17722"
"Andrew Heaney","TEX",8,8,,4.50438,34,26,0,1,140,604,134,75,70,23,50,,9,144,9.26147,3.20507,2.88963,1.48753,0.239029,0.0827196,0.15630945563316345,0.246153,1.31314,0.293937,0.716721,,,4.59732,1.40754,1.49784,368.7300109863281,,,,"15423"
"Josiah Gray","WSN",9,12,,4.87129,31,31,0,0,173,755,166,100,94,30,77,,8,162,8.44955,4.03568,2.09371,1.54914,0.214742,0.102565,0.1121765524148941,0.248365,1.41082,0.285918,0.710599,,,5.10589,1.39487,1.46434,382.1099853515625,,,,"24580"
"Clayton Kershaw","LAD",6,4,,3.63671,13,13,0,0,71,295,66,31,29,10,18,,2,72,9.0963,2.31824,3.92379,1.25839,0.244582,0.0623331,0.18224900215864182,0.240245,1.18244,0.29085,0.752843,,,3.8995,1.38258,1.45581,463.3800048828125,,,,"2036"
"Emmanuel Clase","CLE",5,3,,3.01571,66,0,34,2,66,267,57,24,22,6,18,,2,69,9.35464,2.4129,3.87693,0.761,0.256482,0.0661559,0.1903259977698326,0.230332,1.13434,0.296444,0.754274,,,3.15057,1.35704,1.68996,53.939998626708984,,,,"21032"
"Alex Wood","OAK",7,9,,4.33169,30,24,0,1,138,599,138,72,67,17,46,,11,119,7.73278,3.01536,2.56446,1.10657,0.198503,0.0774052,0.1210973709821701,0.25424,1.32975,0.297495,0.697838,,,4.38282,1.35553,1.30203,568.9500122070312,,,,"13781"
"Michael Soroka","CHW",7,8,,4.56157,24,24,0,0,132,571,133,72,67,19,44,,9,112,7.61965,2.99921,2.54055,1.31283,0.195249,0.076853,0.11839597672224045,0.256114,1.34034,0.292962,0.699701,,,4.66984,1.35078,1.36839,519.4199829101562,,,,"18383"
"Robert Gasser","MIL",6,7,,4.40365,29,23,0,1,130,560,123,68,63,20,45,,9,124,8.58166,3.13489,2.73746,1.35807,0.220795,0.0806567,0.14013807475566864,0.244297,1.30044,0.286871,0.710842,,,4.57324,1.35074,1.551,999,,,,"sa3017310"
"Ross Stripling","OAK",6,8,,4.28916,37,23,0,1,138,586,142,71,66,20,36,,4,115,7.5135,2.36931,3.17117,1.30156,0.196868,0.0620805,0.13478746637701988,0.260127,1.29061,0.297219,0.714971,,,4.33882,1.35048,1.30367,531.4500122070312,,,,"13273"
"Tanner Scott","MIA",5,4,,3.21469,66,0,27,4,66,277,51,26,24,6,29,,4,89,12.1254,3.9252,3.08911,0.839264,0.320653,0.103801,0.2168515846133232,0.209513,1.21184,0.301715,0.760512,,,3.27033,1.34149,1.59525,98.75,,,,"17586"
"Edward Cabrera","MIA",7,8,,4.27394,23,23,0,0,114,495,101,59,54,14,56,,6,122,9.56613,4.39421,2.17698,1.11667,0.246057,0.113026,0.1330302134156227,0.233347,1.36911,0.29243,0.717291,,,4.37667,1.33805,1.54445,292.3800048828125,,,,"21690"
"Ryan Feltner","COL",6,8,,5.28943,23,23,0,0,115,510,122,72,68,19,48,,4,101,7.89034,3.77296,2.09129,1.45884,0.198027,0.0946914,0.10333550721406937,0.267143,1.47973,0.30652,0.680074,,,4.98096,1.3265,1.32845,744.2999877929688,,,,"21446"
"Chase Silseth","LAA",6,7,,4.34896,27,21,0,1,114,489,108,59,55,16,47,,5,111,8.77638,3.74267,2.34495,1.2434,0.226593,0.0966302,0.12996292114257812,0.246424,1.36341,0.296275,0.718033,,,4.47564,1.28762,1.52225,346.7300109863281,,,,"30074"
"Louie Varland","MIN",7,7,,4.16893,42,18,0,1,124,527,121,62,57,17,37,,5,117,8.5023,2.65999,3.19637,1.22054,0.222477,0.0696032,0.15287421643733978,0.249957,1.2734,0.297426,0.713951,,,4.13134,1.28587,1.33791,308.9100036621094,,,,"27691"
"Austin Gomber","COL",7,12,,5.50446,28,28,0,0,151,665,174,99,93,27,49,,5,107,6.38301,2.92433,2.18273,1.60843,0.161434,0.0739599,0.08747445046901703,0.28401,1.47176,0.307333,0.667572,,,5.22564,1.27866,1.3588,742.6699829101562,,,,"16561"
"Kyle Bradish","BAL",6,5,,3.81998,16,16,0,0,89,373,82,41,38,10,29,,4,86,8.69685,2.98067,2.91775,1.05863,0.229702,0.0787257,0.15097644925117493,0.239734,1.25059,0.291433,0.728636,,,3.96672,1.26994,1.48846,346.6300048828125,,,,"24586"
"Paul Blackburn","OAK",7,9,,4.40721,26,26,0,0,137,601,144,73,67,17,47,,5,110,7.2119,3.09368,2.33117,1.12873,0.183138,0.0785607,0.10457766056060791,0.263054,1.39438,0.301644,0.710802,,,4.42725,1.26993,1.20654,554.219970703125,,,,"14739"
"Raisel Iglesias","ATL",5,3,,3.3522,66,0,31,3,66,271,57,27,25,8,17,,2,80,10.9297,2.37219,4.60744,1.15362,0.2957,0.0641788,0.23152108490467072,0.226625,1.12843,0.297811,0.761467,,,3.36466,1.25424,1.44618,60.22999954223633,,,,"17130"
"Gavin Williams","CLE",7,7,,4.17852,24,24,0,0,126,537,113,63,59,17,50,,6,128,9.10487,3.58731,2.53808,1.24418,0.237699,0.0936532,0.1440456360578537,0.235969,1.29715,0.286043,0.721943,,,4.37311,1.24765,1.58612,162,,,,"30122"
"Josh Hader","HOU",4,2,,3.21307,63,0,31,2,63,258,44,24,22,8,26,,3,89,12.7033,3.78312,3.35789,1.11862,0.344442,0.102577,0.24186500906944275,0.194641,1.12625,0.278161,0.774527,,,3.46145,1.24508,1.53089,46.54999923706055,,,,"14212"
"Mason Miller","OAK",3,3,,3.17291,68,0,20,6,68,278,50,26,24,7,26,,3,90,11.9573,3.4839,3.43217,0.93024,0.325435,0.0948191,0.23061572015285492,0.201736,1.12287,0.285481,0.755614,,,3.24751,1.23769,1.20549,216.19000244140625,,,,"31757"
"Jordan Wicks","CHC",6,7,,4.3849,29,23,0,1,119,515,119,63,58,16,42,,5,101,7.60796,3.13688,2.42533,1.2133,0.195837,0.0807467,0.11509054899215698,0.254423,1.34828,0.293266,0.71009,,,4.47806,1.21267,1.33084,452.94000244140625,,,,"30094"
"Ryan Helsley","STL",5,4,,3.33633,65,0,29,4,65,266,50,26,24,8,27,,1,81,11.2428,3.72156,3.02098,1.07927,0.30493,0.100937,0.20399272441864014,0.21013,1.18368,0.283199,0.767144,,,3.60988,1.18542,1.4435,94.05999755859375,,,,"18138"
"Kyle Freeland","COL",8,12,,5.5294,29,29,0,0,162,722,195,106,99,28,49,,7,104,5.80628,2.70881,2.14348,1.57678,0.144551,0.0674374,0.07711353152990341,0.292026,1.50343,0.311546,0.6738,,,5.27868,1.17609,1.4736,702.9099731445312,,,,"16256"
"Keaton Winn","SFG",6,6,,4.19964,27,19,0,1,112,480,111,57,52,13,36,,7,98,7.9094,2.90919,2.71876,1.07961,0.204361,0.0751668,0.12919394671916962,0.254318,1.31904,0.300276,0.704895,,,4.21119,1.17581,1.20034,450.04998779296875,,,,"23499"
"A.J. Minter","ATL",5,3,,3.54731,64,0,3,12,64,264,54,27,25,8,20,,2,78,10.9169,2.86734,3.80733,1.0905,0.293624,0.0771206,0.21650304645299911,0.224143,1.16552,0.296913,0.743938,,,3.46202,1.17154,1.19051,444.20001220703125,,,,"18655"
"Max Meyer",,5,5,,4.3057,18,18,0,0,90,392,89,47,43,11,36,,3,83,8.28252,3.58401,2.31096,1.10078,0.211625,0.0915743,0.12005040049552917,0.252223,1.38597,0.301171,0.714788,,,4.3019,1.17031,1.17803,412.44000244140625,,,,"27474"
"Zack Littell","TBR",9,8,,4.27544,41,24,0,1,153,646,154,78,73,23,40,,6,125,7.31293,2.34783,3.11476,1.33509,0.192871,0.0619216,0.1309494562447071,0.256403,1.26425,0.289607,0.712144,,,4.45721,1.16363,1.3613,357.3900146484375,,,,"15823"
"Wade Miley","MIL",7,9,,4.38725,24,24,0,0,133,580,141,70,65,19,47,,4,95,6.40421,3.14271,2.0378,1.2547,0.163424,0.0801962,0.08322769403457642,0.265674,1.40442,0.293446,0.726169,,,4.79114,1.16,1.62558,497.8599853515625,,,,"8779"
"John Means","BAL",8,8,,4.37134,31,23,0,1,129,540,128,67,63,21,32,,5,100,6.96653,2.23056,3.12323,1.4721,0.184965,0.0592224,0.12574269250035286,0.254979,1.24155,0.280493,0.71288,,,4.69628,1.13183,1.26509,350.55999755859375,,,,"16269"
"Jhony Brito","SDP",9,9,,4.22177,54,18,0,1,131,558,129,66,61,17,41,,6,105,7.19957,2.80895,2.56308,1.18633,0.187466,0.0731409,0.11432524770498276,0.253042,1.30075,0.287985,0.711725,,,4.44922,1.12273,1.1122,515.02001953125,,,,"25386"
"Cal Quantrill","COL",7,11,,5.46074,28,28,0,0,155,688,179,100,94,26,52,,9,99,5.79092,3.00213,1.92893,1.52307,0.144551,0.0749385,0.06961291283369064,0.285893,1.49393,0.305333,0.671424,,,5.34572,1.10809,1.52897,715.4099731445312,,,,"19312"
"Garrett Crochet","CHW",7,7,,3.99453,49,11,2,1,104,448,89,50,46,14,51,,3,120,10.3406,4.42046,2.33925,1.17142,0.267669,0.114425,0.15324416756629944,0.226582,1.34547,0.29067,0.744386,,,4.2152,1.10601,1.15492,520.2000122070312,,,,"27463"
"José Urquidy","HOU",7,7,,4.52423,40,19,0,1,129,544,129,69,65,21,35,,4,104,7.29339,2.42311,3.00993,1.4777,0.191849,0.0637387,0.12811047583818436,0.255467,1.2708,0.284246,0.703074,,,4.67927,1.10109,1.08422,454.3800048828125,,,,"18413"
"Emmet Sheehan","LAD",6,5,,4.3098,43,15,0,1,105,447,90,54,50,16,45,,6,118,10.0949,3.90781,2.58327,1.3324,0.262686,0.101688,0.1609986424446106,0.228304,1.29788,0.284736,0.718686,,,4.39704,1.08884,1.03013,273.2699890136719,,,,"29839"
"Matt Manning","DET",6,8,,4.68392,23,23,0,0,116,503,119,65,61,16,40,,4,90,6.98422,3.12045,2.23821,1.27068,0.179564,0.0802265,0.09933731704950333,0.259942,1.37014,0.29214,0.690287,,,4.69218,1.08317,0.939956,427.29998779296875,,,,"20369"
"Erick Fedde","CHW",8,11,,5.00726,26,26,0,0,144,630,153,86,80,26,51,,4,122,7.59552,3.2056,2.36946,1.60198,0.193052,0.0814753,0.11157699674367905,0.266225,1.41748,0.297957,0.700778,,,5.03651,1.08173,0.7845,350.9700012207031,,,,"17425"
"Bryce Elder","ATL",8,6,,4.41087,38,19,0,1,127,553,131,67,62,16,46,,6,103,7.30024,3.284,2.22297,1.11471,0.186244,0.0837816,0.10246273875236511,0.261194,1.39437,0.301227,0.707515,,,4.48423,1.07894,1.37511,425.6099853515625,,,,"27779"
"Ryan Pepiot","TBR",7,7,,4.21638,31,23,0,1,131,561,117,66,61,19,52,,8,135,9.26999,3.5969,2.57722,1.30416,0.240942,0.0934893,0.14745283126831055,0.234386,1.29368,0.28382,0.725439,,,4.46052,1.06585,1.3776,187.72000122070312,,,,"26221"
"Hunter Harvey","WSN",4,3,,3.73603,64,0,13,8,64,264,56,29,27,8,19,,2,70,9.88252,2.69884,3.66177,1.10762,0.26586,0.0726042,0.19325576722621918,0.231338,1.17739,0.29332,0.724381,,,3.66978,1.06182,0.978141,265.04998779296875,,,,"15507"
"Anthony DeSclafani","MIN",7,8,,4.54416,36,19,0,1,124,530,130,67,63,18,35,,4,100,7.27151,2.51723,2.8887,1.33924,0.18908,0.0654552,0.12362518161535263,0.26365,1.32464,0.298054,0.69921,,,4.50251,1.0561,0.957496,565.280029296875,,,,"13050"
"Chris Flexen","CHW",6,9,,5.01961,31,23,0,1,138,609,149,82,77,23,50,,4,105,6.83299,3.27515,2.08631,1.47142,0.171748,0.0823212,0.08942662924528122,0.269539,1.44915,0.296997,0.697567,,,5.04479,1.05295,0.646794,739.3599853515625,,,,"13896"
"Ryan Pressly","HOU",5,3,,3.36957,66,0,3,13,66,271,57,27,25,8,19,,1,75,10.2619,2.52968,4.05662,1.05759,0.277564,0.0684225,0.2091417908668518,0.228549,1.15158,0.295164,0.750571,,,3.39956,1.04775,1.22512,304.25,,,,"7005"
"Patrick Corbin","WSN",8,14,,5.17343,29,29,0,0,164,728,187,102,94,28,55,,5,121,6.66279,3.0391,2.19236,1.53238,0.166876,0.0761169,0.09075863659381866,0.280688,1.47926,0.307718,0.69264,,,5.09542,1.04041,0.704795,660.530029296875,,,,"9323"
"Jordan Romano","TOR",6,3,,3.50948,66,0,32,1,66,274,55,28,26,8,24,,3,78,10.6736,3.25529,3.27886,1.15129,0.285462,0.0870613,0.1984003707766533,0.221369,1.19113,0.288337,0.758878,,,3.7692,1.03392,1.09262,70.47000122070312,,,,"16122"
"Alek Manoah","TOR",7,7,,4.57419,21,21,0,0,114,492,107,62,58,16,45,,10,103,8.13126,3.57589,2.27391,1.27221,0.208732,0.0917945,0.11693796515464783,0.243912,1.33508,0.284446,0.693313,,,4.73683,1.02273,0.982403,378,,,,"26410"
"Lance McCullers Jr.","HOU",5,4,,3.83119,30,11,0,1,83,353,74,38,35,9,34,,4,84,9.13097,3.70224,2.46634,0.9659,0.238111,0.0965442,0.1415666714310646,0.234966,1.30324,0.293413,0.731679,,,4.01629,1.01626,1.22374,695.5599975585938,,,,"14120"
"Jared Jones","PIT",6,7,,4.60367,25,19,0,1,107,470,105,59,55,14,43,,7,93,7.82474,3.61567,2.16412,1.19393,0.198358,0.0916575,0.10670027881860733,0.250923,1.38429,0.29169,0.695196,,,4.64275,1.01522,1.05949,999,,,,"sa3014459"
"Quinn Priester","PIT",5,7,,4.54717,34,15,0,1,99,435,100,54,50,11,40,,6,81,7.34032,3.63811,2.01762,1.03254,0.186278,0.0923253,0.09395217895507812,0.256979,1.41101,0.298603,0.69009,,,4.49728,1.01451,0.877992,720.1300048828125,,,,"25977"
"Yuki Matsui","SDP",3,3,,3.3358,64,0,7,10,64,268,51,26,24,7,27,,2,80,11.3033,3.77205,2.99659,1.012,0.299914,0.100085,0.19982875138521194,0.213414,1.21584,0.289353,0.768598,,,3.56812,1.01006,1.0941,270.30999755859375,,,,"sa3023348"
"Jake Irvin","WSN",5,7,,4.93632,23,23,0,0,117,514,119,69,64,18,47,,8,97,7.4123,3.60681,2.05509,1.38476,0.187937,0.0914496,0.09648733586072922,0.259384,1.41628,0.293313,0.687515,,,5.00941,1.00955,0.864699,680.0499877929688,,,,"21504"
"Reynaldo López","ATL",7,5,,3.90512,58,10,0,4,97,410,87,45,42,12,36,,3,106,9.88432,3.39008,2.91566,1.15475,0.258828,0.0887718,0.17005621641874313,0.234199,1.2751,0.295112,0.735065,,,3.94767,1.00392,1.11497,413.8800048828125,,,,"16400"
"Mike Clevinger",,5,7,,4.69157,18,18,0,0,95,411,96,53,50,15,31,,5,83,7.83962,2.93434,2.67168,1.45187,0.202284,0.0757142,0.12656990438699722,0.255443,1.32834,0.290858,0.698092,,,4.75723,0.999645,0.850947,454.54998779296875,,,,"12808"
"Adrian Houser","NYM",7,8,,4.55597,24,24,0,0,128,559,133,70,65,16,49,,5,92,6.49031,3.43252,1.89083,1.13218,0.165076,0.0873033,0.07777253538370132,0.263651,1.42284,0.295071,0.703559,,,4.70355,0.998997,0.914258,540.8400268554688,,,,"12718"
"Michael Lorenzen",,7,8,,4.71759,21,21,0,0,119,508,120,67,62,17,42,,4,96,7.26566,3.19371,2.27499,1.31962,0.188169,0.0827119,0.1054568663239479,0.259812,1.36926,0.294118,0.691843,,,4.70431,0.997154,1.00756,553.2000122070312,,,,"14843"
"Brock Stewart","MIN",3,2,,3.30861,63,0,2,14,63,263,50,25,23,7,25,,3,84,12.0428,3.53709,3.40471,0.994463,0.320584,0.0941589,0.22642531991004944,0.21067,1.17905,0.295959,0.76425,,,3.34353,0.984975,1.05318,648.6699829101562,,,,"16727"
"Bryan Abreu","HOU",3,2,,3.24412,67,0,2,16,67,281,49,26,24,7,31,,4,92,12.3229,4.19714,2.93601,0.919764,0.326865,0.11133,0.2155355140566826,0.201248,1.20466,0.289505,0.766261,,,3.40598,0.940681,1.2344,364.8599853515625,,,,"16609"
"Daniel Lynch IV","KCR",5,6,,4.77636,22,16,0,1,89,392,94,51,47,13,32,,4,74,7.47724,3.24267,2.30589,1.27888,0.189428,0.0821495,0.1072780191898346,0.264951,1.41605,0.303358,0.695297,,,4.64418,0.93909,0.860346,721.1099853515625,,,,"21537"
"Adbert Alzolay","CHC",4,3,,3.68987,67,0,28,4,67,276,59,30,27,9,19,,4,71,9.57964,2.4898,3.84756,1.16291,0.258008,0.0670576,0.19095055013895035,0.23287,1.15941,0.290142,0.728783,,,3.80996,0.935566,1.0347,119.19999694824219,,,,"17859"
"Camilo Doval","SFG",5,3,,3.47247,66,0,35,2,66,279,54,28,25,6,29,,4,81,11.0227,3.90666,2.82152,0.859613,0.289404,0.10257,0.18683411180973053,0.217158,1.24471,0.296404,0.743263,,,3.54433,0.931838,1.04595,57.560001373291016,,,,"21992"
"Casey Mize","DET",5,7,,4.61637,21,21,0,0,112,478,114,62,57,16,33,,7,87,7.00555,2.66148,2.6322,1.3042,0.182012,0.0691482,0.11286347359418869,0.259488,1.31206,0.291116,0.684511,,,4.66187,0.921582,0.982328,435.04998779296875,,,,"20492"
"Ryne Nelson","ARI",6,7,,4.63647,33,19,0,1,120,519,125,67,62,18,40,,4,92,6.87172,2.98032,2.3057,1.33035,0.177058,0.0767913,0.10026650875806808,0.262611,1.36732,0.292769,0.701166,,,4.74948,0.900221,1.03217,534.02001953125,,,,"26253"
"David Peterson","NYM",5,4,,3.99396,35,11,0,1,83,360,76,40,37,9,36,,4,89,9.66214,3.86684,2.49872,1.01456,0.246848,0.0987897,0.14805812388658524,0.238592,1.35254,0.302099,0.727639,,,4.01654,0.890984,0.868588,700.8300170898438,,,,"20302"
"Jacob deGrom","TEX",2,1,,2.86755,5,5,0,0,27,106,20,9,9,3,6,,1,39,12.8608,2.00849,6.40324,1.12587,0.364104,0.0568625,0.30724138393998146,0.201696,0.965193,0.290339,0.78177,,,2.76043,0.889778,0.890994,418.9200134277344,,,,"10954"
"Evan Phillips","LAD",4,3,,3.57117,66,0,29,5,66,273,56,28,26,9,22,,3,75,10.2681,2.93383,3.49988,1.19443,0.275407,0.0786904,0.1967162862420082,0.22705,1.18128,0.289799,0.753676,,,3.82528,0.884396,1.16507,88.83000183105469,,,,"17734"
"Marco Gonzales","PIT",7,11,,4.79659,24,24,0,0,137,596,150,78,73,21,42,,5,89,5.86543,2.74335,2.13805,1.38046,0.149716,0.0700247,0.07969161868095398,0.272312,1.39782,0.292835,0.69888,,,4.96318,0.858715,1.23245,748.22998046875,,,,"15467"
"Marco Gonzales","PIT",7,11,,4.79659,24,24,0,0,137,596,150,78,73,21,42,,5,89,5.86543,2.74335,2.13805,1.38046,0.149716,0.0700247,0.07969161868095398,0.272312,1.39782,0.292835,0.69888,,,4.96318,0.858715,1.23245,621.469970703125,,,,"15467"
"Dakota Hudson","COL",6,11,,5.44606,31,23,0,1,134,607,159,88,81,19,53,,8,79,5.30391,3.58323,1.4802,1.26338,0.130528,0.0881826,0.042345575988292694,0.291211,1.58066,0.312862,0.670367,,,5.26388,0.853191,1.18495,750,,,,"19206"
"Paul Skenes","PIT",2,3,,4.56693,13,13,0,0,64,268,62,35,33,8,23,,0,50,6.92913,3.14961,2.2,1.10236,0.184874,0.0840336,0.10084033012390137,0.252294,1.31234,0.287425,0.667178,,,4.3574,0.851564,0.722142,305.6600036621094,,,,"sa3023079"
