Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Kyle Nelson","ARI",3,3,,4.06742,48,0,0,4,48,207,44,23,22,6,20,,3,50,9.3581,3.67933,2.54342,1.20136,0.240935,0.0947285,0.1462060734629631,0.24028,1.33497,0.295639,0.736364,,,4.29426,0.110013,0.164074,999,,,,"20515"
"Shelby Miller","DET",3,3,,4.45419,61,0,1,12,61,263,55,33,30,8,28,,3,61,8.97382,4.08868,2.1948,1.189,0.231047,0.10527,0.12577704340219498,0.237588,1.36135,0.288238,0.703451,,,4.47165,0.106996,-0.00258193,509.9800109863281,,,,"10197"
"Trevor Richards","TOR",2,3,,4.00725,56,0,0,7,56,237,46,27,25,8,24,,1,69,11.0838,3.88958,2.84962,1.30823,0.291168,0.102178,0.1889902502298355,0.219384,1.25992,0.284784,0.735529,,,4.05141,0.106359,0.0554115,744.530029296875,,,,"19309"
"Dylan Lee","ATL",3,2,,3.7121,44,0,0,1,44,184,41,19,18,6,12,,1,46,9.44658,2.45087,3.85438,1.226,0.251555,0.0652647,0.18629039078950882,0.239515,1.20236,0.294314,0.754816,,,3.79523,0.102742,0.139906,999,,,,"19996"
"Cionel Pérez","BAL",3,3,,4.05803,60,0,0,12,60,261,56,29,27,6,27,,2,56,8.46446,4.09742,2.0658,0.956238,0.216508,0.104806,0.1117023155093193,0.242455,1.38867,0.29509,0.72549,,,4.23764,0.101777,0.19794,999,,,,"19614"
"Andre Pallante","STL",3,2,,4.00961,58,0,0,10,58,253,60,28,26,5,23,,2,42,6.55602,3.56798,1.83746,0.821658,0.16716,0.0909734,0.07618648558855057,0.263174,1.42929,0.303253,0.724883,,,4.28462,0.100465,0.234932,999,,,,"26108"
"Mick Abel","PHI",2,3,,5.1715,24,5,0,1,44,197,43,27,25,7,23,,3,40,8.12406,4.70959,1.72501,1.43325,0.201267,0.116676,0.08459078520536423,0.252888,1.50862,0.29145,0.694291,,,5.28592,0.0996264,0.103182,999,,,,"sa3014534"
"Ian Gibaut","CIN",3,4,,4.5943,54,0,0,4,54,237,52,30,28,8,23,,3,55,9.14396,3.77496,2.42227,1.33473,0.231822,0.0957047,0.1361175701022148,0.248173,1.39147,0.29927,0.708614,,,4.54871,0.09952,0.0598121,748.2999877929688,,,,"17871"
"Brant Hurter","DET",0,1,,4.27978,2,2,0,0,8,36,9,4,4,1,2,,1,7,7.07257,2.6147,2.70493,1.06733,0.183114,0.0676966,0.1154177337884903,0.259271,1.31173,0.297467,0.695484,,,4.28335,0.0995108,0.113059,999,,,,"sa3018091"
"Christian Scott","NYM",0,0,,4.32828,2,2,0,0,8,34,8,4,4,1,2,,0,7,8.13092,2.57468,3.15803,1.27338,0.211492,0.0669696,0.1445225030183792,0.249058,1.26355,0.290298,0.699713,,,4.3286,0.0985475,0.0969648,999,,,,"sa3017948"
"Kai-Wei Teng",,3,3,,4.5149,35,3,0,1,48,216,45,26,24,6,24,,5,49,9.14838,4.56878,2.00237,1.05087,0.226801,0.113267,0.11353462934494019,0.23994,1.43426,0.2968,0.701003,,,4.59986,0.0982908,0.0785346,999,,,,"sa3007229"
"Jay Jackson","MIN",3,3,,4.08007,54,0,0,7,54,226,50,26,24,8,17,,2,57,9.57474,2.86327,3.34398,1.29796,0.254057,0.0759743,0.17808249592781067,0.240572,1.2416,0.296231,0.722325,,,4.04884,0.0975462,0.0576188,999,,,,"7432"
"Elvis Peguero","MIL",3,4,,4.17825,55,0,0,4,55,237,52,28,26,7,21,,3,52,8.54249,3.40175,2.51121,1.10278,0.220014,0.0876129,0.13240135461091995,0.244261,1.32552,0.293857,0.714921,,,4.25417,0.096064,0.0912376,999,,,,"21652"
"Justin Wilson",,2,2,,4.27166,42,0,0,0,42,180,42,22,20,6,15,,1,40,8.53767,3.31991,2.57166,1.3102,0.221267,0.0860407,0.13522666692733765,0.254157,1.35946,0.30143,0.726554,,,4.41946,0.0952932,0.108723,999,,,,"4301"
"Jacob Webb","BAL",3,3,,4.31829,58,0,0,10,58,250,53,30,28,8,24,,3,60,9.29264,3.67424,2.52913,1.22608,0.23992,0.0948626,0.14505745470523834,0.238479,1.32564,0.291685,0.715472,,,4.33119,0.0945401,0.0217765,999,,,,"19274"
"Bryan Hudson","MIL",3,3,,3.99368,57,0,0,6,57,247,51,27,25,7,26,,3,62,9.81268,4.03277,2.43324,1.108,0.252114,0.103612,0.1485011950135231,0.234037,1.34404,0.295559,0.737782,,,4.16393,0.0942995,0.101307,999,,,,"19924"
"Beau Brieske","DET",3,3,,4.31424,58,0,1,10,58,247,57,30,28,8,18,,2,50,7.70904,2.82127,2.73247,1.18667,0.200897,0.073522,0.12737460434436798,0.250917,1.29472,0.290666,0.700988,,,4.31509,0.0941808,0.0847807,750.0599975585938,,,,"26079"
"Hurston Waldrep","ATL",1,1,,4.34897,16,2,0,1,22,95,21,11,11,3,10,,1,22,9.24664,4.26216,2.16947,1.1834,0.235599,0.108597,0.12700175493955612,0.245486,1.4186,0.302349,0.723762,,,4.44322,0.0940636,0.139752,999,,,,"sa3022942"
"Lyon Richardson",,1,1,,4.94202,15,2,0,1,21,92,20,12,11,3,10,,1,21,9.12567,4.49618,2.02965,1.40792,0.228506,0.112584,0.11592209339141846,0.247657,1.46153,0.296821,0.700177,,,4.92023,0.0934552,0.0342097,748.6900024414062,,,,"24581"
"Tommy Kahnle","NYY",2,2,,3.98419,50,0,0,4,50,211,42,24,22,7,21,,2,57,10.313,3.71781,2.77394,1.28348,0.271996,0.0980538,0.17394185811281204,0.225396,1.25923,0.285347,0.731803,,,4.19377,0.0934128,0.0954211,704.1300048828125,,,,"11384"
"Nick Nelson","PHI",1,2,,4.9531,23,2,0,1,29,130,31,17,16,4,13,,2,23,6.96393,3.88715,1.79153,1.19897,0.17371,0.0969622,0.07674823701381683,0.264229,1.4791,0.299055,0.68551,,,4.91286,0.0923627,0.0116757,999,,,,"20153"
"Bryce Jarvis","ARI",2,3,,4.46641,35,2,0,1,42,183,42,22,21,5,18,,2,36,7.76497,3.81908,2.0332,1.1239,0.196923,0.0968535,0.10006939619779587,0.255304,1.42446,0.298747,0.712938,,,4.54471,0.0920842,0.083257,999,,,,"27477"
"Nick Robertson","STL",2,2,,3.81023,45,0,0,1,45,191,41,21,19,5,16,,2,45,9.04844,3.26128,2.77451,1.04925,0.23681,0.0853522,0.15145818144083023,0.235292,1.26667,0.289458,0.730761,,,3.96638,0.090152,0.0830318,999,,,,"26226"
"Shintaro Fujinami","NYM",4,4,,4.42976,61,0,0,12,61,268,53,32,30,7,33,,4,68,9.97848,4.90002,2.03641,1.08689,0.252102,0.123797,0.1283048391342163,0.227968,1.40974,0.290129,0.710341,,,4.41424,0.0884506,-0.0344251,738.0900268554688,,,,"31839"
"Grant Anderson","TEX",2,3,,4.43901,52,0,0,4,52,227,50,28,26,8,21,,3,52,8.9781,3.5893,2.50135,1.31031,0.228564,0.0913762,0.13718750327825546,0.245185,1.35525,0.294027,0.712911,,,4.54341,0.087708,0.0148551,999,,,,"20546"
"Anthony Veneziano","KCR",1,2,,4.76039,23,2,0,1,30,131,31,17,16,4,12,,2,24,7.22852,3.68667,1.96072,1.19178,0.181336,0.0924847,0.08885166049003601,0.261465,1.44439,0.298595,0.694656,,,4.785,0.0858995,0.0888316,750.780029296875,,,,"27453"
"Tyler Alexander","TBR",4,4,,4.39147,51,3,0,4,66,280,67,35,32,11,16,,2,57,7.75764,2.23904,3.46472,1.42909,0.203888,0.058847,0.1450413130223751,0.255245,1.25547,0.290054,0.706095,,,4.44619,0.0856624,0.0790712,719.3099975585938,,,,"17735"
"Cade Povich","BAL",1,1,,4.24861,8,2,0,1,14,62,13,7,7,2,6,,1,14,8.88702,3.73399,2.38003,1.2042,0.228493,0.0960042,0.1324888840317726,0.240545,1.34423,0.290107,0.719479,,,4.39381,0.0853498,0.103135,999,,,,"sa3017787"
"Michael Kopech","CHW",3,4,,4.58451,70,0,10,10,70,303,61,38,36,11,35,,3,75,9.67591,4.51914,2.1411,1.39571,0.248183,0.115914,0.1322690173983574,0.231866,1.37949,0.282833,0.715989,,,4.76472,0.0839599,0.085507,461.5799865722656,,,,"17282"
"Matt Bush",,1,1,,4.19279,26,0,0,0,26,110,24,13,12,4,10,,1,27,9.50208,3.52975,2.692,1.29376,0.249404,0.0926464,0.15675786137580872,0.238904,1.29761,0.294041,0.729997,,,4.34228,0.0830562,0.135553,999,,,,"1246"
"Janson Junk","MIL",2,2,,4.70299,24,2,0,1,31,133,33,17,16,5,9,,1,21,6.27794,2.53165,2.47979,1.45044,0.161152,0.0649864,0.09616599231958389,0.269344,1.36309,0.291552,0.704367,,,4.89129,0.0830033,0.0781092,999,,,,"23301"
"Ben Joyce","LAA",2,3,,4.31441,51,0,2,4,51,222,44,26,24,7,25,,5,58,10.2848,4.49787,2.28659,1.16085,0.262863,0.114958,0.1479042023420334,0.227834,1.35431,0.292683,0.711948,,,4.43604,0.0828738,0.106822,659.8300170898438,,,,"31461"
"Carson Whisenhunt","SFG",0,0,,4.25296,2,2,0,0,8,34,8,4,4,1,3,,0,8,8.66662,3.55139,2.44035,1.18163,0.222084,0.091005,0.1310785636305809,0.246625,1.35501,0.296117,0.721199,,,4.3613,0.0826207,0.100852,999,,,,"sa3020529"
"Osvaldo Bido",,1,2,,4.44695,19,2,0,1,25,111,24,13,12,3,11,,2,23,8.14383,3.8728,2.10283,1.13166,0.205854,0.0978939,0.10795987397432327,0.244878,1.3806,0.289311,0.704527,,,4.62506,0.0821754,0.0838846,999,,,,"23150"
"Drew Smith","NYM",4,4,,4.36306,62,0,0,13,62,266,56,32,30,10,26,,3,65,9.37425,3.82664,2.44973,1.38439,0.24272,0.0990802,0.1436397135257721,0.237655,1.33173,0.287394,0.727829,,,4.60178,0.0812929,0.015811,999,,,,"17755"
"Mike Vasil","NYM",0,0,,4.48971,2,2,0,0,8,36,8,4,4,1,3,,0,8,8.17244,3.22839,2.53142,1.32448,0.210324,0.0830854,0.12723904848098755,0.250049,1.33986,0.290728,0.710198,,,4.53271,0.0805704,0.0969755,999,,,,"sa3017915"
"Greg Weissert","BOS",3,4,,4.51727,62,0,1,12,62,273,59,33,31,8,29,,5,65,9.50673,4.25326,2.23516,1.15929,0.240098,0.107418,0.13267937302589417,0.245288,1.41771,0.305964,0.709742,,,4.45599,0.0792967,0.19642,748.530029296875,,,,"20375"
"Alex Faedo","DET",2,3,,4.26727,48,0,0,1,48,203,46,24,23,7,15,,1,47,8.72423,2.72752,3.19859,1.27945,0.229363,0.0717074,0.15765522420406342,0.245564,1.25911,0.292581,0.708661,,,4.16353,0.0778379,0.036668,726.9500122070312,,,,"19874"
"Génesis Cabrera","TOR",3,2,,4.13126,59,0,0,10,59,255,53,29,27,8,26,,3,59,9.04257,3.94945,2.28958,1.18408,0.232675,0.101623,0.13105154782533646,0.237132,1.34481,0.2885,0.734029,,,4.44863,0.0771261,0.148686,999,,,,"17490"
"Jose A. Ferrer","WSN",3,3,,4.38534,58,0,0,9,58,252,59,31,28,7,22,,3,47,7.32791,3.35032,2.18722,1.12136,0.187149,0.0855648,0.10158462077379227,0.257098,1.38156,0.296191,0.705551,,,4.52084,0.076717,0.0942048,999,,,,"24017"
"Hunter Gaddis","CLE",3,4,,4.73722,38,3,0,1,52,226,52,29,27,9,18,,4,44,7.65037,3.12035,2.45177,1.47644,0.195468,0.0797252,0.11574243009090424,0.25429,1.34604,0.286467,0.702751,,,4.94419,0.0763956,0.0996149,999,,,,"25636"
"Brad Keller","CHW",1,2,,5.20351,3,3,0,0,17,78,18,11,10,2,9,,1,13,6.76398,5.00008,1.35277,1.1831,0.164548,0.121638,0.04291039705276489,0.267132,1.61565,0.300977,0.693927,,,5.25777,0.071511,0.0137371,999,,,,"15734"
"Dylan Floro","WSN",3,3,,4.52557,46,0,0,4,46,200,48,25,23,6,16,,1,40,7.80799,3.09842,2.51999,1.21231,0.199524,0.0791764,0.1203472912311554,0.260963,1.38187,0.303618,0.703834,,,4.38722,0.0711827,0.0247396,744.02001953125,,,,"13394"
"Ty Blach","COL",1,1,,5.45153,16,2,0,1,23,103,28,15,14,4,6,,1,15,5.85573,2.49282,2.34904,1.4824,0.145565,0.0619681,0.08359719067811966,0.293624,1.49633,0.316005,0.669618,,,5.04589,0.0706929,0.0642307,999,,,,"14361"
"Yency Almonte","CHC",2,2,,4.20442,52,0,0,6,52,224,46,26,24,7,23,,4,56,9.61791,3.92814,2.44846,1.13731,0.248495,0.10149,0.14700452983379364,0.234241,1.32476,0.293364,0.712352,,,4.2853,0.0695657,0.0508258,999,,,,"15068"
"David Buchanan",,0,0,,4.80217,2,2,0,0,6,28,6,4,3,1,2,,0,6,8.04061,3.2627,2.4644,1.35917,0.204971,0.0831727,0.12179812043905258,0.250883,1.35262,0.289135,0.687327,,,4.66815,0.0694716,-0.00360733,999,,,,"11176"
"Josh Staumont","MIN",2,2,,4.38251,48,0,0,4,48,208,40,25,23,6,26,,2,56,10.5749,4.81634,2.19563,1.13632,0.271112,0.123478,0.14763391762971878,0.22302,1.37138,0.289983,0.704692,,,4.29954,0.0688046,0.0102034,750.3300170898438,,,,"18335"
"Aaron Loup",,2,2,,4.16916,36,0,0,0,36,155,36,18,17,5,12,,2,33,8.13756,2.99707,2.71518,1.23506,0.210615,0.0775696,0.13304539769887924,0.256779,1.33391,0.302352,0.726035,,,4.41597,0.0687507,0.187771,999,,,,"10343"
"Yonny Chirinos",,1,1,,4.82767,14,2,0,1,22,96,24,13,12,3,7,,1,14,5.84517,2.81053,2.07974,1.2671,0.149296,0.0717858,0.07751000672578812,0.275389,1.41153,0.299391,0.685954,,,4.86202,0.0683827,0.0403654,999,,,,"16401"
"Austin Voth","SEA",2,3,,4.28248,46,2,0,1,52,225,51,26,25,8,18,,2,49,8.54837,3.14324,2.71961,1.37738,0.219878,0.0808492,0.13902879506349564,0.250192,1.33322,0.293615,0.737016,,,4.50566,0.067719,0.0887162,999,,,,"15047"
"Carson Spiers",,2,2,,5.23695,27,2,0,1,34,152,36,21,20,6,14,,2,29,7.65493,3.69235,2.07319,1.53231,0.191275,0.0922615,0.0990137979388237,0.263023,1.45354,0.296372,0.680743,,,5.20795,0.0671694,-0.0254636,747.3900146484375,,,,"27685"
"Tanner Banks","CHW",2,3,,4.17988,55,0,0,6,55,235,55,28,26,8,16,,2,51,8.29278,2.64749,3.13232,1.33181,0.215995,0.068957,0.1470383033156395,0.252522,1.28678,0.295182,0.726758,,,4.34127,0.0669702,0.0393736,999,,,,"16990"
"Joe Mantiply","ARI",3,3,,3.918,54,0,0,7,54,231,55,26,24,6,15,,2,46,7.73918,2.58298,2.99622,1.04601,0.201146,0.0671332,0.1340126171708107,0.260068,1.31366,0.306387,0.728114,,,4.02828,0.065453,0.0925576,999,,,,"14857"
"Chayce McDermott","BAL",1,1,,4.52618,14,2,0,1,21,91,19,11,10,3,11,,1,22,9.42799,4.60525,2.04722,1.24367,0.238592,0.116544,0.12204766273498535,0.23435,1.41076,0.287051,0.714769,,,4.61877,0.0649941,0.0673916,999,,,,"sa3017420"
"Pedro Avila","SDP",2,2,,4.3201,35,2,0,1,41,180,39,21,20,5,18,,3,38,8.24883,3.91621,2.10633,1.11685,0.209938,0.0996702,0.11026803404092789,0.244097,1.37803,0.290132,0.712347,,,4.54403,0.0649606,0.0884041,731.75,,,,"18864"
"Gordon Graceffo","STL",0,1,,4.67916,2,2,0,0,9,37,9,5,4,1,3,,0,6,6.43461,3.18296,2.02158,1.28947,0.165367,0.0818009,0.08356605470180511,0.260716,1.3783,0.286916,0.695689,,,4.86779,0.0646196,0.0778355,999,,,,"sa3016849"
"Mitchell Parker",,1,1,,4.75987,10,2,0,1,16,72,16,9,9,2,8,,1,15,8.09941,4.53227,1.78705,1.28117,0.201988,0.113028,0.08895926922559738,0.250663,1.48617,0.291986,0.711719,,,4.91215,0.0638136,0.0116051,999,,,,"sa3014973"
"Spencer Arrighetti","HOU",1,1,,4.58256,8,2,0,1,15,65,14,8,8,2,7,,1,14,8.63995,3.92581,2.20081,1.29819,0.220397,0.100144,0.12025301903486252,0.241353,1.36664,0.285801,0.705228,,,4.71219,0.0634349,0.0777556,999,,,,"sa3017537"
"Dylan Dodd",,1,1,,4.618,14,2,0,1,21,90,22,11,11,3,6,,1,16,6.89565,2.75611,2.50195,1.34185,0.176695,0.0706231,0.10607219487428665,0.267781,1.37802,0.298876,0.707492,,,4.662,0.0629262,0.07579,999,,,,"29928"
"Luke Little","CHC",2,1,,3.80204,36,0,0,1,36,155,29,17,15,4,19,,2,44,11.0293,4.69432,2.3495,0.984556,0.284265,0.12099,0.16327523440122604,0.215951,1.32701,0.290645,0.739991,,,3.97042,0.0628713,0.0652701,750.1400146484375,,,,"28036"
"José Buttó","NYM",1,1,,4.66103,19,2,0,1,26,112,26,14,13,4,10,,2,22,7.87523,3.57625,2.20209,1.29619,0.199467,0.0905806,0.10888610035181046,0.253911,1.39544,0.293312,0.702236,,,4.74527,0.0628415,0.0457852,704.8400268554688,,,,"23313"
"Wandy Peralta","SDP",3,3,,3.86606,62,0,2,11,62,265,55,29,27,7,28,,3,60,8.77029,4.07084,2.15442,1.08454,0.228255,0.105947,0.12230745702981949,0.235853,1.34009,0.287461,0.743645,,,4.3881,0.061652,0.346114,726.75,,,,"14295"
"Nate Pearson","TOR",3,2,,4.1875,48,0,0,1,48,207,41,24,22,7,23,,2,53,10.0011,4.32399,2.31294,1.22558,0.257532,0.111344,0.14618780463933945,0.227307,1.34103,0.285359,0.732174,,,4.3896,0.0609337,0.0207206,733.9199829101562,,,,"20160"
"Sam Moll","CIN",3,3,,4.45464,60,0,0,7,60,260,54,32,30,8,28,,5,63,9.38315,4.21369,2.22683,1.26082,0.240558,0.108027,0.1325305551290512,0.239047,1.37399,0.293763,0.714341,,,4.62538,0.0607509,0.0624092,999,,,,"14874"
"Codi Heuer",,2,2,,4.41494,31,0,0,0,31,136,31,16,15,4,13,,1,27,7.91627,3.63082,2.1803,1.13541,0.200483,0.0919523,0.10853102803230286,0.251036,1.395,0.293941,0.715765,,,4.44808,0.0598849,0.106708,999,,,,"23293"
"Jarlín García",,1,2,,4.1756,32,0,0,0,32,134,30,16,15,5,10,,1,28,7.90667,2.90984,2.71722,1.29555,0.209872,0.0772378,0.13263434171676636,0.249024,1.2756,0.288526,0.722983,,,4.45505,0.0591563,0.166919,999,,,,"18282"
"Zach Jackson","OAK",2,3,,4.24409,48,0,0,4,48,211,41,24,23,6,27,,2,57,10.6225,5.01736,2.11715,1.17511,0.268733,0.126931,0.1418013572692871,0.225893,1.41592,0.292394,0.741787,,,4.36736,0.0585899,0.0369895,748.3800048828125,,,,"19493"
"Nick Mears","COL",3,4,,5.11102,62,0,0,11,62,280,60,38,35,10,36,,3,66,9.51794,5.25704,1.81051,1.38052,0.234238,0.129376,0.10486125946044922,0.250205,1.55566,0.306189,0.703984,,,5.0296,0.0562202,0.166076,999,,,,"25376"
"Scott Alexander","OAK",3,3,,3.87122,45,0,0,1,45,191,46,21,19,4,13,,1,33,6.65216,2.62959,2.52973,0.85576,0.174183,0.0688544,0.10532873868942261,0.259929,1.3109,0.299394,0.719308,,,3.98536,0.0560509,0.0549323,999,,,,"10591"
"Daniel Hudson","LAD",4,3,,4.08246,54,0,0,7,54,228,48,26,24,9,20,,2,64,10.6366,3.3314,3.19284,1.48257,0.280386,0.0878172,0.1925690993666649,0.23231,1.25417,0.292541,0.750669,,,4.26205,0.0560313,0.0666596,736.5599975585938,,,,"7146"
"Kevin Kelly","TBR",2,2,,3.87051,38,0,0,1,38,161,36,18,16,4,11,,3,34,7.97433,2.62806,3.0343,0.890156,0.208834,0.0688244,0.1400093510746956,0.24302,1.23007,0.291872,0.700196,,,3.917,0.0553576,0.0325845,750.780029296875,,,,"25679"
"Owen White",,3,3,,5.14101,27,6,0,1,54,241,57,33,31,8,23,,3,40,6.66045,3.79995,1.75277,1.40524,0.165788,0.0945858,0.07120168954133987,0.266229,1.48281,0.292934,0.68826,,,5.24497,0.0541761,0.109085,999,,,,"22273"
"Jake Latz","TEX",2,2,,4.30841,46,0,0,1,46,201,42,24,22,7,21,,2,49,9.53079,4.0519,2.35217,1.30693,0.242957,0.10329,0.13966666907072067,0.238375,1.37339,0.291525,0.730943,,,4.4826,0.0533231,0.0184114,999,,,,"21306"
"Sem Robberse",,0,1,,4.76192,2,2,0,0,9,38,9,5,5,1,3,,0,6,6.49598,3.58054,1.81424,1.2804,0.16393,0.090357,0.07357266545295715,0.263655,1.44225,0.291273,0.700896,,,4.98595,0.0532694,0.0778482,750.9099731445312,,,,"sa3011735"
"Ben Lively","CLE",3,3,,4.43945,48,2,0,1,55,241,57,30,27,8,18,,3,47,7.68719,2.88804,2.66173,1.31273,0.196802,0.0739378,0.12286458164453506,0.259537,1.35089,0.29783,0.713249,,,4.55733,0.0519205,0.0170489,750.75,,,,"14932"
"Spencer Howard","SFG",2,2,,4.231,38,0,0,1,38,164,36,19,18,5,14,,2,40,9.46228,3.3746,2.80397,1.20292,0.243828,0.086958,0.1568698212504387,0.241843,1.31554,0.298397,0.719404,,,4.15787,0.0517336,0.0109386,999,,,,"23252"
"Jesse Chavez","CHW",2,2,,4.39804,46,0,0,1,46,199,45,24,22,7,17,,1,45,8.78402,3.31802,2.64737,1.38618,0.225495,0.0851772,0.14031817764043808,0.251029,1.35464,0.29737,0.72367,,,4.50694,0.0510419,0.0160735,745.4500122070312,,,,"5448"
"Jose Cuas","CHC",3,3,,4.25186,56,0,0,10,56,246,52,28,26,7,25,,5,57,9.21833,4.00404,2.30226,1.13417,0.233537,0.101438,0.1320989578962326,0.242381,1.38016,0.298794,0.723844,,,4.42629,0.0502499,0.177632,999,,,,"17701"
"J.B. Bukauskas","MIL",3,3,,4.0832,46,0,0,1,46,197,44,23,21,6,16,,2,43,8.46054,3.06686,2.7587,1.15582,0.21965,0.0796211,0.14002938568592072,0.24787,1.30657,0.296111,0.721187,,,4.19454,0.0499918,0.0459223,999,,,,"20491"
"Alex Young","CIN",2,2,,4.69635,44,0,0,1,44,191,44,25,23,7,17,,2,42,8.67832,3.40696,2.54723,1.49115,0.221757,0.0870579,0.1346989944577217,0.256653,1.38768,0.301023,0.710187,,,4.72956,0.0488465,0.00101966,999,,,,"18333"
"Jonathan Hernández","TEX",3,2,,4.359,57,0,0,7,57,251,53,30,28,7,28,,3,59,9.24409,4.49009,2.05878,1.14077,0.23335,0.113344,0.12000620365142822,0.242193,1.43185,0.298789,0.725613,,,4.49718,0.048267,0.0148052,999,,,,"17464"
"Tom Cosgrove","SDP",2,2,,4.08434,52,0,0,6,52,223,46,25,24,7,23,,3,53,9.10424,3.96894,2.29387,1.18459,0.235989,0.102878,0.1331109032034874,0.232982,1.32184,0.284061,0.731037,,,4.46037,0.0482257,0.0410821,750.8099975585938,,,,"23443"
"Connor Brogdon","PHI",3,3,,4.41486,60,0,0,6,60,258,56,32,29,9,24,,2,61,9.20034,3.63115,2.53373,1.34605,0.237957,0.0939156,0.14404095709323883,0.242182,1.33684,0.292228,0.719933,,,4.4807,0.0473469,0.0174001,999,,,,"21205"
"Miguel Díaz","DET",2,2,,4.11655,44,0,0,1,44,189,41,22,20,5,18,,2,41,8.43036,3.65286,2.30788,1.04859,0.217541,0.09426,0.12328071892261505,0.244064,1.34745,0.294174,0.716906,,,4.24015,0.0466671,0.0334739,999,,,,"18815"
"Jeff Criswell","COL",0,1,,5.59373,2,2,0,0,8,38,9,6,5,2,4,,0,7,7.07948,3.90561,1.81265,1.59387,0.175109,0.0966039,0.07850469648838043,0.273422,1.53281,0.301702,0.67743,,,5.40379,0.0463993,0.00892217,999,,,,"sa3014435"
"Kody Funderburk","MIN",2,2,,3.8862,38,0,0,1,38,164,34,18,16,4,16,,2,40,9.565,3.75508,2.54722,0.988524,0.246532,0.0967849,0.14974721521139145,0.235716,1.32127,0.298272,0.727892,,,3.98417,0.0460107,0.050015,999,,,,"24993"
"John King","STL",3,2,,4.04379,50,0,0,4,50,217,54,24,22,5,15,,2,33,5.9048,2.70223,2.18516,0.952132,0.151388,0.0692802,0.08210783451795578,0.269906,1.37864,0.300783,0.72276,,,4.33335,0.0457728,0.141636,999,,,,"22051"
"Dustin May","LAD",1,1,,3.61523,17,0,0,1,17,70,14,7,7,2,6,,1,18,9.71446,2.91278,3.33512,1.07353,0.262142,0.0786005,0.18354161083698273,0.227338,1.17273,0.287751,0.732013,,,3.79488,0.0451997,0.0576387,687.8400268554688,,,,"19716"
"Nick Sandlin","CLE",4,4,,4.12904,62,0,0,13,62,263,53,31,28,9,28,,4,66,9.51726,4.1021,2.3201,1.23655,0.249472,0.107527,0.14194532483816147,0.231004,1.31575,0.285843,0.730748,,,4.4746,0.043684,0.158823,999,,,,"20517"
"Braxton Ashcraft",,2,2,,4.23146,38,0,0,1,38,163,38,19,18,5,12,,2,33,7.7514,2.75823,2.81028,1.16415,0.200452,0.0713279,0.12912383675575256,0.252435,1.30231,0.293296,0.712658,,,4.26915,0.0436813,0.0476887,999,,,,"sa3008470"
"Michael Kelly","OAK",2,3,,4.16243,52,0,0,6,52,226,48,26,24,6,23,,2,53,9.19223,3.95099,2.32657,1.09874,0.234867,0.10095,0.13391674309968948,0.240434,1.36948,0.296489,0.726255,,,4.23539,0.0426853,0.00945375,999,,,,"12791"
"Victor González","NYY",4,4,,4.09774,60,0,0,12,60,259,55,30,27,7,26,,4,59,8.84925,3.86863,2.28744,1.0993,0.227562,0.0994833,0.12807852029800415,0.238094,1.34042,0.289966,0.722723,,,4.36554,0.0412287,0.109039,999,,,,"16408"
"Phil Bickford","NYM",2,2,,4.28434,32,0,0,1,32,136,28,16,15,4,13,,1,34,9.68704,3.72195,2.60268,1.2285,0.25271,0.097096,0.15561361610889435,0.233357,1.30002,0.29002,0.714417,,,4.25813,0.0398125,0.00480558,999,,,,"18519"
"Luke Jackson","SFG",3,3,,4.09569,62,0,1,12,62,268,58,31,28,8,27,,3,65,9.37408,3.89624,2.40593,1.17706,0.241031,0.100182,0.1408490464091301,0.244946,1.37436,0.30349,0.736479,,,4.30554,0.0397475,0.155859,750.52001953125,,,,"11752"
"Sean Reid-Foley","NYM",3,2,,4.27486,55,0,0,5,55,242,47,28,26,8,30,,2,70,11.4387,4.98316,2.29547,1.23286,0.289196,0.125986,0.16321054100990295,0.222789,1.40018,0.296671,0.733664,,,4.27982,0.0391878,0.00890566,999,,,,"17034"
"Marc Church","TEX",4,4,,4.49552,58,0,0,10,58,255,54,31,29,8,27,,3,60,9.36996,4.22147,2.2196,1.28069,0.236365,0.10649,0.12987493723630905,0.238877,1.39767,0.290797,0.720647,,,4.57446,0.0382415,0.0543572,999,,,,"sa3015080"
"Drew Rom","STL",2,2,,3.92632,33,0,0,1,33,141,31,16,14,4,12,,2,30,8.22581,3.22305,2.55218,1.03791,0.213527,0.0836645,0.12986257672309875,0.245675,1.30861,0.294115,0.727679,,,4.16068,0.0375263,0.0422102,999,,,,"24602"
"Scott Effross","NYY",2,1,,4.0271,28,0,0,1,28,118,27,14,13,4,8,,1,26,8.36822,2.53677,3.29877,1.207,0.220427,0.0668209,0.15360601246356964,0.244342,1.2322,0.288883,0.712656,,,4.12532,0.0370217,0.00803818,750.8900146484375,,,,"18384"
