Name,Team,player_type,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ERA,WHIP,sgp_R,sgp_HR,sgp_RBI,sgp_SB,sgp_AVG,sgp_hitting,sgp_W,sgp_SV,sgp_SO,sgp_ERA,sgp_WHIP,sgp_pitching,sgp_total,p_c,p_1b,p_2b,p_3b,p_ss,p_of,p_ci,p_mi,p_dh,p_sp,p_rp
Mitchell Parker,WSN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,75,4,0,57,4.52502,1.37027,0,0,0,0,0,0,0.09811964586393904,0,0.157296488391769,0.014941068952464302,0.0065066770980511295,0.27686388030622344,0.27686388030622344,0,0,0,0,0,0,0,0,0,1,0
Jon Gray,NA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,61,4,0,53,4.46043,1.30915,0,0,0,0,0,0,0.09811964586393904,0,0.14625813832918871,0.013910694475300104,0.014835062084593367,0.2731235407530212,0.2731235407530212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yohel Pozo,STL,hitter,167,159,42,5,17,21,1,0.264363,NA,NA,NA,NA,NA,NA,0.05844586634445606,0.060118252242540596,0.11823498214085774,0.00825053858601311,0.026242102430080717,0.2712917417439482,0,0,0,0,0,0,0.2712917417439482,1,0,0,0,0,0,0,0,1,0,0
Jon Berti,NA,hitter,182,164,41,2,21,15,10,0.248435,NA,NA,NA,NA,NA,NA,0.07219783489609279,0.02404730089701624,0.08445355867204125,0.08250538586013109,0.007736551007051734,0.27094063133233315,0,0,0,0,0,0,0.27094063133233315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johan Rojas,PHI,hitter,175,161,40,2,20,17,9,0.246928,NA,NA,NA,NA,NA,NA,0.0687598427581836,0.02404730089701624,0.09571403316164674,0.07425484727411799,0.005799537478408269,0.26857556156937284,0,0,0,0,0,0,0.26857556156937284,0,0,0,0,0,1,0,0,1,0,0
Grant Anderson,MIL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,56,3,0,57,4.11973,1.3016,0,0,0,0,0,0,0.07358973439795427,0,0.157296488391769,0.02128652549922587,0.014701267374636983,0.26687401566358615,0.26687401566358615,0,0,0,0,0,0,0,0,0,0,1
Seth Halvorsen,COL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,60,3,3,55,4.63811,1.46744,0,0,0,0,0,0,0.07358973439795427,0.04185861411358389,0.15177731336047884,0.00892417374745186,-0.0097175707488872,0.2664322648705817,0.2664322648705817,0,0,0,0,0,0,0,0,0,0,1
JP Sears,SDP,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,62,3,0,55,4.51927,1.24585,0,0,0,0,0,0,0.07358973439795427,0,0.15177731336047884,0.012510408394619615,0.02512362055098293,0.26300107670403566,0.26300107670403566,0,0,0,0,0,0,0,0,0,1,0
Enrique Hernandez,LAD,hitter,196,179,40,6,22,23,1,0.224879,NA,NA,NA,NA,NA,NA,0.07563582703400196,0.07214190269104873,0.12949545663046325,0.00825053858601311,-0.022759009422356785,0.26276471551917024,0,0,0,0,0,0,0.26276471551917024,0,1,1,1,0,1,1,1,1,0,1
Spencer Bivens,SFG,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,70,3,1,52,4.22926,1.36126,0,0,0,0,0,0,0.07358973439795427,0.01395287137119463,0.14349855081354365,0.023185926309399,0.007687231043618265,0.26191431393570985,0.26191431393570985,0,0,0,0,0,0,0,0,0,0,1
Yohan Ramirez,PIT,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,56,3,0,57,4.18097,1.33504,0,0,0,0,0,0,0.07358973439795427,0,0.157296488391769,0.01975578579482965,0.009908079709048901,0.2605500882936018,0.2605500882936018,0,0,0,0,0,0,0,0,0,0,1
Miguel Rojas,LAD,hitter,182,166,42,4,20,18,3,0.255852,NA,NA,NA,NA,NA,NA,0.0687598427581836,0.04809460179403248,0.1013442704064495,0.02475161575803933,0.016942203096412072,0.259892533813117,0,0,0,0,0,0,0.259892533813117,0,0,1,1,1,0,1,1,1,0,0
Jack Dreyer,LAD,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,54,3,0,54,4.13141,1.28436,0,0,0,0,0,0,0.07358973439795427,0,0.14901772584483378,0.020244768888962397,0.01655909655010061,0.25941132568185105,0.25941132568185105,0,0,0,0,0,0,0,0,0,1,1
Hoby Milner,CHC,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,60,3,0,50,3.90876,1.28508,0,0,0,0,0,0,0.07358973439795427,0,0.1379793757822535,0.028457012987701643,0.01828842194687852,0.2583145451147879,0.2583145451147879,0,0,0,0,0,0,0,0,0,0,1
Caleb Ferguson,CIN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,58,3,0,55,4.2149,1.32362,0,0,0,0,0,0,0.07358973439795427,0,0.15177731336047884,0.019582954297640984,0.011957308686919776,0.2569073107429939,0.2569073107429939,0,0,0,0,0,0,0,0,0,0,1
James McCann,ARI,hitter,194,178,43,5,20,22,1,0.238916,NA,NA,NA,NA,NA,NA,0.0687598427581836,0.060118252242540596,0.1238652193856605,0.00825053858601311,-0.0041417978409601704,0.2568520551314376,0,0,0,0,0,0,0.2568520551314376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Porter Hodge,CHC,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,50,3,0,56,4.01695,1.35007,0,0,0,0,0,0,0.07358973439795427,0,0.15453690087612393,0.021299632715405928,0.006922969039879681,0.2563492370293638,0.2563492370293638,0,0,0,0,0,0,0,0,0,0,1
Wandy Peralta,SDP,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,59,3,0,52,3.84587,1.34352,0,0,0,0,0,0,0.07358973439795427,0,0.14349855081354365,0.02963892548757045,0.009158256413361925,0.25588546711243026,0.25588546711243026,0,0,0,0,0,0,0,0,0,0,1
Jonathan Bowlan,PHI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,56,3,0,53,4.15377,1.29723,0,0,0,0,0,0,0.07358973439795427,0,0.14625813832918871,0.020435670183457634,0.015327649853662698,0.2556111927642633,0.2556111927642633,0,0,0,0,0,0,0,0,0,1,1
Luis Garcia,NYM,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,59,3,0,53,3.91166,1.35575,0,0,0,0,0,0,0.07358973439795427,0,0.14625813832918871,0.02790635849588046,0.007311334194538022,0.2550655654175615,0.2550655654175615,0,0,1,0,0,0,0,1,1,0,0
Brennan Bernardino,COL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,58,3,2,53,4.46497,1.46318,0,0,0,0,0,0,0.07358973439795427,0.02790574274238926,0.14625813832918871,0.013109028374765887,-0.008761228616218836,0.2521014152280793,0.2521014152280793,0,0,0,0,0,0,0,0,0,1,1
Justin Wrobleski,LAD,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,56,3,0,52,4.22812,1.29313,0,0,0,0,0,0,0.07358973439795427,0,0.14349855081354365,0.018577236202042588,0.01591533135572347,0.251580852769264,0.251580852769264,0,0,0,0,0,0,0,0,0,1,1
Hayden Birdsong,SFG,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,58,3,0,58,4.41073,1.38919,0,0,0,0,0,0,0.07358973439795427,0,0.16005607590741405,0.014513218169850245,0.002223040336627445,0.250382068811846,0.250382068811846,0,0,0,0,0,0,0,0,0,1,1
Javier Assad,CHC,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,61,3,0,51,4.05552,1.33318,0,0,0,0,0,0,0.07358973439795427,0,0.14073896329789856,0.024935386738798238,0.011083140585613854,0.25034722502026496,0.25034722502026496,0,0,0,0,0,0,0,0,0,1,0
Griff McGarry,WSN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,55,3,0,61,4.37206,1.45576,0,0,0,0,0,0,0.07358973439795427,0,0.16833483845434927,0.01471185964995054,-0.007263493583153172,0.24937293891910092,0.24937293891910092,0,0,0,0,0,0,0,0,0,0,1
Austin Warren,NYM,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,50,4,0,45,4.28205,1.32189,0,0,0,0,0,0,0.09811964586393904,0,0.12418143820402815,0.015383228059901916,0.010529429128745478,0.24821374125661455,0.24821374125661455,0,0,0,0,0,0,0,0,0,0,1
Jacob Webb,CHC,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,54,3,0,51,4.26606,1.28534,0,0,0,0,0,0,0.07358973439795427,0,0.14073896329789856,0.01699929398208685,0.0164236431307232,0.24775163480866289,0.24775163480866289,0,0,0,0,0,0,0,0,0,0,1
Huascar Brazoban,NYM,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,56,3,0,53,4.08506,1.36622,0,0,0,0,0,0,0.07358973439795427,0,0.14625813832918871,0.022153128137230693,0.005438833554352827,0.2474398344187265,0.2474398344187265,0,0,0,0,0,0,0,0,0,1,1
Alex Verdugo,NA,hitter,189,171,43,4,22,18,1,0.252827,NA,NA,NA,NA,NA,NA,0.07563582703400196,0.04809460179403248,0.1013442704064495,0.00825053858601311,0.013624565719622636,0.24694980354011967,0,0,0,0,0,0,0.24694980354011967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tobias Myers,NYM,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,59,3,0,49,4.18975,1.29167,0,0,0,0,0,0,0.07358973439795427,0,0.13521978826660844,0.02058291185172373,0.01698842133944692,0.24638085585573336,0.24638085585573336,0,0,0,0,0,0,0,0,0,1,1
DL Hall,MIL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,52,3,0,52,4.02407,1.35032,0,0,0,0,0,0,0.07358973439795427,0,0.14349855081354365,0.021986360411072037,0.007166613151967963,0.24624125877453792,0.24624125877453792,0,0,0,0,0,0,0,0,0,1,1
Connor Phillips,CIN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,56,3,0,59,4.63319,1.39534,0,0,0,0,0,0,0.07358973439795427,0,0.16281566342305914,0.008452207918898075,0.0012648615202043379,0.24612246726011583,0.24612246726011583,0,0,0,0,0,0,0,0,0,1,1
Tyler Locklear,ARI,hitter,154,137,33,4,18,19,3,0.244273,NA,NA,NA,NA,NA,NA,0.061883858482365245,0.04809460179403248,0.10697450765125224,0.02475161575803933,0.0022432940148285393,0.24394787770051782,0,0,0,0,0,0,0.24394787770051782,0,1,0,0,0,0,1,0,1,0,0
Joel Payamps,ATL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,53,3,0,48,4.06503,1.29276,0,0,0,0,0,0,0.07358973439795427,0,0.13246020075096337,0.02144019694771228,0.015112917847796692,0.24260304994442664,0.24260304994442664,0,0,0,0,0,0,0,0,0,0,1
Hyeseong Kim,LAD,hitter,140,130,32,2,16,16,8,0.249103,NA,NA,NA,NA,NA,NA,0.05500787420654688,0.02404730089701624,0.090083795916844,0.06600430868810488,0.006775266312069933,0.24191854602058194,0,0,0,0,0,0,0.24191854602058194,0,0,1,0,1,1,0,1,1,0,0
Ronny Mauricio,NYM,hitter,140,129,32,5,16,16,4,0.244123,NA,NA,NA,NA,NA,NA,0.05500787420654688,0.060118252242540596,0.090083795916844,0.03300215434405244,0.001969104640317907,0.24018118135030184,0,0,0,0,0,0,0.24018118135030184,0,0,1,1,0,0,1,1,1,0,0
Josh White,MIA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,47,3,0,47,3.96351,1.30184,0,0,0,0,0,0,0.07358973439795427,0,0.12970061323531829,0.021142749829443946,0.01230969153200915,0.23674278899472564,0.23674278899472564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor McDonald,SFG,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,62,3,0,48,4.22077,1.34902,0,0,0,0,0,0,0.07358973439795427,0,0.13246020075096337,0.02077105727876994,0.008751110815827782,0.23557210324351535,0.23557210324351535,0,0,0,0,0,0,0,0,0,1,0
Jackson Rutledge,WSN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,57,3,1,49,4.6003,1.38589,0,0,0,0,0,0,0.07358973439795427,0.01395287137119463,0.13521978826660844,0.009439930946265813,0.002666170637442381,0.23486849561946552,0.23486849561946552,0,0,0,0,0,0,0,0,0,1,1
Ben Casparius,LAD,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,55,3,0,52,4.61556,1.34466,0,0,0,0,0,0,0.07358973439795427,0,0.14349855081354365,0.00873408150216952,0.008376871479312674,0.23419923819298014,0.23419923819298014,0,0,0,0,0,0,0,0,0,1,1
Brusdar Graterol,LAD,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,46,3,0,39,3.53812,1.20551,0,0,0,0,0,0,0.07358973439795427,0,0.10762391311015773,0.029427106375424988,0.023389780232470816,0.2340305341160078,0.2340305341160078,0,0,0,0,0,0,0,0,0,0,1
Gordon Graceffo,STL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,58,3,0,46,4.21579,1.31511,0,0,0,0,0,0,0.07358973439795427,0,0.12694102571967322,0.019559913572758516,0.013220670341044955,0.23331134403143097,0.23331134403143097,0,0,0,0,0,0,0,0,0,1,1
Rob Zastryzny,MIL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,50,3,0,46,4.09864,1.30514,0,0,0,0,0,0,0.07358973439795427,0,0.12694102571967322,0.019476505230275328,0.01267308443351844,0.23268034978142127,0.23268034978142127,0,0,0,0,0,0,0,0,0,0,1
Gary Sanchez,MIL,hitter,144,128,28,7,16,20,0,0.2218,NA,NA,NA,NA,NA,NA,0.05500787420654688,0.08416555313955684,0.112604744896055,0,-0.019191111296228917,0.2325870609459298,0,0,0,0,0,0,0.2325870609459298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Bruihl,STL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,54,3,0,47,4.07297,1.35409,0,0,0,0,0,0,0.07358973439795427,0,0.12970061323531829,0.021653350794330437,0.006921171108072917,0.2318648695356759,0.2318648695356759,0,0,0,0,0,0,0,0,0,0,1
Brock Stewart,LAD,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,44,2,0,51,3.80921,1.24377,0,0,0,0,0,0,0.04905982293196952,0,0.14073896329789856,0.02282359016095771,0.01806391973000048,0.23068629612082625,0.23068629612082625,0,0,0,0,0,0,0,0,0,0,1
Lake Bachar,MIA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,48,3,0,48,4.23223,1.33601,0,0,0,0,0,0,0.07358973439795427,0,0.13246020075096337,0.015835288861080786,0.008373465313610096,0.23025868932360855,0.23025868932360855,0,0,0,0,0,0,0,0,0,0,1
Will Klein,LAD,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,52,3,0,55,4.43336,1.46135,0,0,0,0,0,0,0.07358973439795427,0,0.15177731336047884,0.012486600803719015,-0.007611324187046897,0.23024232437510522,0.23024232437510522,0,0,0,0,0,0,0,0,0,0,1
Ryan Waldschmidt,ARI,hitter,161,139,33,3,20,17,4,0.238801,NA,NA,NA,NA,NA,NA,0.0687598427581836,0.03607095134552436,0.09571403316164674,0.03300215434405244,-0.0033526176702535384,0.2301943639391536,0,0,0,0,0,0,0.2301943639391536,0,0,0,0,0,1,0,0,1,0,0
Adrian Del Castillo,ARI,hitter,172,155,36,5,18,20,1,0.230598,NA,NA,NA,NA,NA,NA,0.061883858482365245,0.060118252242540596,0.112604744896055,0.00825053858601311,-0.013147641136322849,0.22970975307065108,0,0,0,0,0,0,0.22970975307065108,1,0,0,0,0,0,0,0,1,0,0
Jaden Hill,COL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,52,3,0,51,4.51574,1.36941,0,0,0,0,0,0,0.07358973439795427,0,0.14073896329789856,0.010574533085343932,0.004625760915619278,0.22952899169681604,0.22952899169681604,0,0,0,0,0,0,0,0,0,0,1
Ian Hamilton,ATL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,50,2,0,52,3.73442,1.33999,0,0,0,0,0,0,0.04905982293196952,0,0.14349855081354365,0.027605033723778406,0.00821300160537888,0.22837640907467044,0.22837640907467044,0,0,0,0,0,0,0,0,0,0,1
Justin Wilson,NA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,46,2,0,50,3.61877,1.30363,0,0,0,0,0,0,0.04905982293196952,0,0.1379793757822535,0.027771182600890527,0.01183702669074087,0.22664740800585445,0.22664740800585445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Wentz,ATL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,51,3,0,50,4.41241,1.38683,0,0,0,0,0,0,0.07358973439795427,0,0.1379793757822535,0.01272337937662868,0.0022628144276311407,0.2265553039844676,0.2265553039844676,0,0,0,0,0,0,0,0,0,1,1
Yuki Matsui,SDP,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,53,2,0,54,4.11103,1.34951,0,0,0,0,0,0,0.04905982293196952,0,0.14901772584483378,0.02035198913555695,0.007414315766685208,0.22584385367904544,0.22584385367904544,0,0,0,0,0,0,0,0,0,0,1
Danny Coulombe,NA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,48,2,0,47,3.66191,1.25888,0,0,0,0,0,0,0.04905982293196952,0,0.12970061323531829,0.028054353919556695,0.017849675959034122,0.2246644660458786,0.2246644660458786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Gusto,MIA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,55,3,0,47,4.42106,1.35325,0,0,0,0,0,0,0.07358973439795427,0,0.12970061323531829,0.013508939201321107,0.007167593928578353,0.223966880763172,0.223966880763172,0,0,0,0,0,0,0,0,0,1,1
Ryan Fernandez,STL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,44,3,0,45,4.0076,1.3412,0,0,0,0,0,0,0.07358973439795427,0,0.12418143820402815,0.01892730627845003,0.007091168925060453,0.22378964780549288,0.22378964780549288,0,0,0,0,0,0,0,0,0,0,1
Christian Vazquez,NA,hitter,218,199,45,4,20,20,2,0.226702,NA,NA,NA,NA,NA,NA,0.0687598427581836,0.04809460179403248,0.112604744896055,0.01650107717202622,-0.02261728876862516,0.22334297785167218,0,0,0,0,0,0,0.22334297785167218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Pushard,STL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,52,3,0,45,4.21679,1.34636,0,0,0,0,0,0,0.07358973439795427,0,0.12418143820402815,0.01751326389874809,0.0076936836001576265,0.2229781201008881,0.2229781201008881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Gibson,MIA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,60,3,0,47,4.25518,1.40178,0,0,0,0,0,0,0.07358973439795427,0,0.12970061323531829,0.01917948344823865,0.00036618380476479383,0.222836014886276,0.222836014886276,0,0,0,0,0,0,0,0,0,0,1
Bradgley Rodriguez,SDP,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,50,3,0,46,4.15053,1.37394,0,0,0,0,0,0,0.07358973439795427,0,0.12694102571967322,0.018318443225091987,0.0038681002563017634,0.22271730359902125,0.22271730359902125,0,0,0,0,0,0,0,0,0,1,1
Craig Yoho,MIL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,42,3,0,44,4.00127,1.31602,0,0,0,0,0,0,0.07358973439795427,0,0.12142185068838308,0.01818564149602424,0.009475761398102892,0.2226729879804645,0.2226729879804645,0,0,0,0,0,0,0,0,0,0,1
Mitch Garver,NA,hitter,192,167,34,6,20,21,1,0.205286,NA,NA,NA,NA,NA,NA,0.0687598427581836,0.07214190269104873,0.11823498214085774,0.00825053858601311,-0.0454469890764626,0.2219402770996406,0,0,0,0,0,0,0.2219402770996406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Wicks,CHC,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,44,3,0,40,3.86024,1.26773,0,0,0,0,0,0,0.07358973439795427,0,0.1103835006258028,0.02182138558147101,0.015365499230294403,0.22116011983552247,0.22116011983552247,0,0,0,0,0,0,0,0,0,1,1
Jose Iglesias,NA,hitter,196,181,46,2,19,18,2,0.252426,NA,NA,NA,NA,NA,NA,0.06532185062027442,0.02404730089701624,0.1013442704064495,0.01650107717202622,0.013884209156522886,0.22109870825228928,0,0,0,0,0,0,0.22109870825228928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corbin Burnes,ARI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,39,3,0,37,3.50863,1.21459,0,0,0,0,0,0,0.07358973439795427,0,0.1021047380788676,0.025462423119295082,0.018924064396700142,0.22008095999281707,0.22008095999281707,0,0,0,0,0,0,0,0,0,1,0
Charlie Morton,NA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,52,3,0,51,4.62352,1.42426,0,0,0,0,0,0,0.07358973439795427,0,0.14073896329789856,0.008072922758972634,-0.002674697186199747,0.21972692326862572,0.21972692326862572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryan Hudson,NYM,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,52,2,0,50,4.00293,1.32942,0,0,0,0,0,0,0.04905982293196952,0,0.1379793757822535,0.02247702697536494,0.009948373850746758,0.21946459954033473,0.21946459954033473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Max Kepler,NA,hitter,140,125,30,5,17,17,1,0.237045,NA,NA,NA,NA,NA,NA,0.05844586634445606,0.060118252242540596,0.09571403316164674,0.00825053858601311,-0.004639290497630472,0.21788939983702602,0,0,0,0,0,0,0.21788939983702602,0,0,0,0,0,1,0,0,1,0,0
Dylan Dodd,ATL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,46,3,0,39,4.00152,1.26695,0,0,0,0,0,0,0.07358973439795427,0,0.10762391311015773,0.01991247429707074,0.016155769046128712,0.21728189085131144,0.21728189085131144,0,0,0,0,0,0,0,0,0,1,1
Brandyn Garcia,ARI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,52,3,0,45,4.1689,1.4149,0,0,0,0,0,0,0.07358973439795427,0,0.12418143820402815,0.018624807028548802,-0.0014288943086605268,0.21496708532187067,0.21496708532187067,0,0,0,0,0,0,0,0,0,1,1
Michael Kopech,NA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,42,3,0,46,4.36628,1.37936,0,0,0,0,0,0,0.07358973439795427,0,0.12694102571967322,0.011342867579854369,0.002666539506543017,0.21454016720402488,0.21454016720402488,0,0,0,0,0,0,0,0,0,0,1
Matt Gage,SFG,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,56,2,0,47,3.88306,1.34876,0,0,0,0,0,0,0.04905982293196952,0,0.12970061323531829,0.027202269552776635,0.007941496731421256,0.2139042024514857,0.2139042024514857,0,0,0,0,0,0,0,0,0,0,1
Evan Sisk,PIT,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,52,2,0,49,3.91964,1.37427,0,0,0,0,0,0,0.04905982293196952,0,0.13521978826660844,0.024410216102136756,0.003978901729204673,0.21266872902991937,0.21266872902991937,0,0,0,0,0,0,0,0,0,0,1
Jalen Beeks,NA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,44,3,0,39,3.79224,1.33958,0,0,0,0,0,0,0.07358973439795427,0,0.10762391311015773,0.023156872773418803,0.007273616387895332,0.21164413666942614,0.21164413666942614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richard Lovelady,WSN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,52,2,0,47,4.11247,1.30731,0,0,0,0,0,0,0.04905982293196952,0,0.12970061323531829,0.019934566452534063,0.01289118385313908,0.21158618647296096,0.21158618647296096,0,0,0,0,0,0,0,0,0,0,1
Alex Call,LAD,hitter,140,119,28,4,17,16,2,0.239891,NA,NA,NA,NA,NA,NA,0.05844586634445606,0.04809460179403248,0.090083795916844,0.01650107717202622,-0.0019103451308470317,0.21121499609651173,0,0,0,0,0,0,0.21121499609651173,0,0,0,0,0,1,0,0,1,0,0
Tim Tawa,ARI,hitter,161,145,32,4,18,17,3,0.223195,NA,NA,NA,NA,NA,NA,0.061883858482365245,0.04809460179403248,0.09571403316164674,0.02475161575803933,-0.020243052868619684,0.2102010563274641,0,0,0,0,0,0,0.2102010563274641,0,1,1,0,0,1,1,1,1,0,0
Jett Williams,MIL,hitter,147,129,29,3,18,16,5,0.221827,NA,NA,NA,NA,NA,NA,0.061883858482365245,0.03607095134552436,0.090083795916844,0.041252692930065546,-0.019315266914587792,0.20997603176021135,0,0,0,0,0,0,0.20997603176021135,0,0,0,0,1,0,0,1,1,0,0
Kyle Hurt,LAD,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,42,3,0,44,4.37343,1.37591,0,0,0,0,0,0,0.07358973439795427,0,0.12142185068838308,0.011208827872721368,0.0030374238691240284,0.20925783682818277,0.20925783682818277,0,0,0,0,0,0,0,0,0,0,1
Santiago Espinal,CIN,hitter,196,179,45,2,18,17,2,0.250371,NA,NA,NA,NA,NA,NA,0.061883858482365245,0.02404730089701624,0.09571403316164674,0.01650107717202622,0.011008661471543064,0.20915493118459752,0,0,0,0,0,0,0.20915493118459752,0,0,1,1,0,1,1,1,1,0,0
Jorge Barrosa,ARI,hitter,182,163,37,3,20,17,3,0.227396,NA,NA,NA,NA,NA,NA,0.0687598427581836,0.03607095134552436,0.09571403316164674,0.02475161575803933,-0.017688592151251768,0.20760785087214229,0,0,0,0,0,0,0.20760785087214229,0,0,0,0,0,1,0,0,1,0,0
Drew Gilbert,SFG,hitter,154,137,32,4,17,17,2,0.230168,NA,NA,NA,NA,NA,NA,0.05844586634445606,0.04809460179403248,0.09571403316164674,0.01650107717202622,-0.012056764787781574,0.20669881368437992,0,0,0,0,0,0,0.20669881368437992,0,0,0,0,0,1,0,0,1,0,0
Taylor Clarke,ARI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,56,2,0,45,4.19818,1.30727,0,0,0,0,0,0,0.04905982293196952,0,0.12418143820402815,0.019325608944524987,0.013888546858372517,0.20645541693889516,0.20645541693889516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Jackson,NA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,46,3,0,42,4.23152,1.4029,0,0,0,0,0,0,0.07358973439795427,0,0.11590267565709295,0.015190063036774074,1.4887092140197932e-4,0.20483134401322328,0.20483134401322328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ Petit,COL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,55,3,0,47,4.78896,1.4294,0,0,0,0,0,0,0.07358973439795427,0,0.12970061323531829,0.004477216077835932,-0.0035526022866041273,0.20421496142450438,0.20421496142450438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Harris,ATL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,42,2,0,46,4.05375,1.31073,0,0,0,0,0,0,0.04905982293196952,0,0.12694102571967322,0.017201808792480244,0.010044450754060453,0.20324710819818342,0.20324710819818342,0,0,0,0,0,0,0,0,0,0,1
George Soriano,STL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,50,2,0,47,4.38941,1.3506,0,0,0,0,0,0,0.04905982293196952,0,0.12970061323531829,0.012987206921407349,0.0068551399466540396,0.1986027830353492,0.1986027830353492,0,0,0,0,0,0,0,0,0,0,1
Adbert Alzolay,NYM,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,44,2,0,41,4.0801,1.25326,0,0,0,0,0,0,0.04905982293196952,0,0.11314308814144787,0.017503441257623344,0.016995137987838096,0.19670149031887885,0.19670149031887885,0,0,0,0,0,0,0,0,0,0,1
