team,n,total_salary,sgpar,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ER,WH,ERA,WHIP,hr_pts,r_pts,rbi_pts,sb_pts,avg_pts,w_pts,sv_pts,so_pts,era_pts,whip_pts,hit_pts,pit_pts,total_pts,rank,sim_num
MELONHEADS,23,240,10.083723620710796,7556,6703,1688,244,942,911,155,0.2518275399075041,1271,78,19,1269,533.0551166666667,1568.10139,3.7745838316286386,1.2337540440597954,4,6,6,7,3,8,2,8,9,8,26,35,61,5,19
BIG RED MACHINE,23,210,9.893671463053794,7622,6768,1703,263,947,942,134,0.2516252955082742,1276,77,27,1191,566.7373511111111,1601.46528,3.997363761755486,1.2550668338557993,9,7,7,3,2,7,3,6,3,3,28,22,50,6,19
FREE BIRDS,23,251,9.126587176412187,7138,6320,1611,211,863,834,151,0.25490506329113927,1273,81,32,1302,561.4147655555556,1593.69766,3.9691538805970152,1.2519227494108405,1,2,1,6,5,10,5,10,4,5,15,34,49,7,19
BLUE SOCKS,16,270,8.636509331035468,6947,6271,1612,214,863,842,156,0.2570562908627013,563,39,29,571,229.5302588888889,658.81927,3.669222611012434,1.1701940852575488,2,2,2,8,7,2,4,1,10,10,21,27,48,8,19
ERIE LAKERS,23,188,8.377814083424791,7263,6461,1682,250,918,909,123,0.26033121807769694,1157,62,33,1008,547.0832966666667,1546.7522499999998,4.255617692307692,1.3368645203111493,6,5,5,2,9,4,6,3,1,1,27,15,42,9,19
FREE AT LAST,22,229,8.251678762613526,7032,6171,1510,236,878,845,147,0.24469291848970992,995,58,84,956,451.22484777777777,1264.79573,4.081430783919598,1.271151487437186,3,3,3,5,1,3,10,2,2,2,15,19,34,10,19
LOUISVILLE SLUGGERS,23,223,11.040679367600745,7293,6557,1701,247,938,901,163,0.25941741650144884,1169,74,63,1176,479.8609433333334,1418.5804899999998,3.694395628742516,1.2134991360136869,6,8,5,8,9,6,9,6,10,9,36,40,76,1,20
HOOSIERS,23,232,10.399984288109444,7697,6825,1719,246,975,928,232,0.2518681318681319,1292,80,2,1226,547.384451111111,1616.9952399999997,3.813049582043343,1.2515443034055727,5,10,7,10,4,9,3,7,9,4,36,32,68,2,20
WESTSIDE MARAUDERS,21,270,10.978236693491294,7148,6360,1638,262,924,912,150,0.25754716981132075,1226,77,32,1238,523.7901988888889,1498.3366660000002,3.845115652528548,1.222134311582382,9,4,6,6,6,7,7,8,7,7,31,36,67,3,20
NATIONAL PASTIME,23,267,10.580624501775855,7629,6868,1774,251,930,930,145,0.2582993593476995,1137,72,84,1154,496.3502344444444,1383.22731,3.9288936763412488,1.2165587598944592,7,5,8,5,8,5,10,5,4,8,33,32,65,4,20
