team,n,total_salary,sgpar,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ER,WH,ERA,WHIP,hr_pts,r_pts,rbi_pts,sb_pts,avg_pts,w_pts,sv_pts,so_pts,era_pts,whip_pts,hit_pts,pit_pts,total_pts,rank,sim_num
WESTSIDE MARAUDERS,23,266,10.790412782559857,7428,6617,1696,253,942,921,147,0.25630950581834666,1267,80,51,1308,533.38721,1551.2498060000003,3.7888594238358326,1.2243487024467248,7,8,7,6,6,9,7,9,8,8,34,41,75,2,32
NATIONAL PASTIME,23,269,10.504822297365669,7646,6849,1762,249,931,921,133,0.2572638341363703,1259,78,52,1254,535.8712544444445,1531.96606,3.830692049245433,1.2168118030182684,5,7,7,5,8,8,8,7,6,9,32,38,70,3,32
HOOSIERS,23,238,10.214241151027043,7914,7004,1769,254,1005,955,225,0.2525699600228441,1055,66,44,1048,438.4108822222222,1330.97664,3.739998047393365,1.2615892322274882,8,10,10,10,4,4,5,2,10,3,42,24,66,4,32
MELONHEADS,23,267,10.676420825880099,7322,6525,1648,245,928,904,175,0.25256704980842914,1391,88,0,1362,590.7273311111111,1661.85421,3.8221035082674333,1.1947190582314882,4,6,4,7,3,10,1,10,7,10,24,38,62,5,32
BIG RED MACHINE,23,209,9.71927939836856,7497,6617,1635,272,942,925,122,0.24709082665860663,1187,72,59,1110,510.3846388888889,1491.63416,3.869807708508846,1.2566420893007582,10,8,8,3,1,6,10,5,4,4,30,29,59,6,32
BLUE SOCKS,23,218,10.014021368519881,7694,6947,1784,225,942,906,213,0.25680149704908595,1162,75,43,1149,497.66126222222226,1454.2926,3.8545192426850257,1.2515426850258176,1,8,5,9,7,7,4,6,5,5,30,27,57,7,32
FREE BIRDS,23,251,9.255771335645045,7358,6559,1665,235,879,898,122,0.253849672206129,1277,78,27,1265,569.6649944444445,1595.62057,4.014866836335161,1.2495071025841817,3,3,3,3,5,8,2,8,3,6,17,27,44,8,32
ERIE LAKERS,23,200,7.979922348227235,7341,6535,1684,252,913,918,110,0.2576893649579189,1028,57,49,900,489.82648555555556,1362.03692,4.288364173151751,1.3249386381322956,6,4,6,2,9,3,6,1,2,1,27,13,40,9,32
FREE AT LAST,22,214,8.164153657012527,7389,6487,1621,230,914,866,126,0.24988438415292122,1177,68,30,1060,563.5611444444444,1546.11799,4.309303568394221,1.3136091673746813,2,5,2,4,2,5,3,4,1,2,15,15,30,10,32
WESTSIDE MARAUDERS,23,261,10.806075796862423,7414,6614,1690,252,936,918,136,0.2555185969156335,1368,85,32,1338,577.8864822222222,1677.3385160000003,3.801884751461988,1.2261246461988307,7,7,7,5,6,10,6,10,9,8,32,43,75,1,33
NATIONAL PASTIME,23,270,10.462321642302715,7559,6776,1754,239,924,896,138,0.2588547815820543,1190,75,84,1184,503.72417,1445.42623,3.8096785966386557,1.2146438907563026,5,5,5,6,8,7,10,7,8,9,29,41,70,2,33
LOUISVILLE SLUGGERS,23,217,10.742401761378366,7725,6958,1814,268,1001,966,176,0.26070709974130496,1018,60,69,1025,445.7498411111111,1284.71797,3.9408139194499014,1.262001935166994,9,9,9,7,10,2,9,3,5,4,44,23,67,3,33
HOOSIERS,23,230,10.269367521017209,8025,7131,1780,272,1007,993,194,0.24961435983732996,1164,75,10,1101,498.5695733333333,1456.4008,3.854919381443299,1.2512034364261166,10,10,10,9,2,7,1,5,6,6,41,25,66,4,33
BLUE SOCKS,23,215,9.94499442015092,7675,6912,1773,224,944,902,212,0.2565104166666667,1201,76,29,1202,529.48667,1487.0937800000002,3.9678434887593674,1.2382129725228976,1,8,6,10,7,8,4,8,4,7,32,31,63,5,33
MELONHEADS,21,270,10.674374983201654,7101,6333,1598,244,903,881,187,0.25232906995105003,1151,73,27,1184,479.3631855555556,1347.32451,3.748278601216334,1.17056864465682,6,3,3,8,4,6,3,7,10,10,24,36,60,6,33
BIG RED MACHINE,23,210,9.705023698693934,7391,6545,1644,261,928,920,132,0.2511841100076394,1183,72,54,1117,506.70619000000005,1500.3040700000001,3.8549076162299247,1.268219839391378,8,6,8,4,3,5,8,6,7,3,29,29,58,7,33
FREE BIRDS,23,246,9.257606858854581,7512,6657,1687,236,906,895,120,0.25341745531019977,1318,79,19,1285,583.8466444444445,1652.5151,3.986813201820941,1.2538050834597876,4,4,4,2,5,9,2,9,3,5,19,28,47,8,33
ERIE LAKERS,23,202,8.020555505072625,7066,6274,1633,231,893,868,116,0.2602805227924769,1085,64,30,1028,506.35105444444446,1421.7012199999997,4.200146995391705,1.310323705069124,2,1,1,1,9,3,5,4,1,2,14,15,29,9,33
FREE AT LAST,22,217,8.144158481219158,7452,6579,1639,233,899,878,126,0.24912600699194407,1112,65,47,979,514.4130566666668,1473.3687900000002,4.163415026978417,1.3249719334532377,3,2,2,3,1,4,7,2,2,1,11,16,27,10,33
WESTSIDE MARAUDERS,23,267,10.95033861519206,7610,6794,1740,256,962,939,152,0.2561083308801884,1347,83,32,1325,581.2390688888888,1643.081406,3.883557253155159,1.219808022271715,9,7,9,7,6,10,5,10,7,7,38,39,77,1,34
LOUISVILLE SLUGGERS,23,201,10.697042531594706,7632,6837,1788,256,978,930,167,0.2615182097411145,1086,68,68,1086,472.33610333333337,1357.69342,3.914387596685083,1.250178103130755,9,9,8,8,10,5,9,4,5,5,44,28,72,2,34
HOOSIERS,23,243,10.235013536474975,7785,6901,1730,249,985,939,228,0.2506883060426025,1033,66,41,1021,424.7496188888889,1251.59391,3.7006259148112295,1.2116107550822846,7,10,9,10,2,4,7,2,10,9,38,32,70,3,34
NATIONAL PASTIME,23,269,10.433159387101906,7513,6735,1730,241,915,896,135,0.25686711210096513,1195,77,84,1193,496.5185866666667,1454.48198,3.7394705271966533,1.2171397322175732,5,5,5,4,8,8,10,7,9,8,27,42,69,4,34
MELONHEADS,21,270,10.73702543494595,7003,6210,1571,254,906,885,151,0.2529790660225443,1294,81,22,1281,546.5595466666667,1566.94946,3.801418794435858,1.2109346676970634,8,4,4,6,5,9,3,9,8,10,27,39,66,5,34
BLUE SOCKS,23,214,9.948139839775813,7610,6868,1760,234,934,914,193,0.256260920209668,1135,71,46,1181,492.37405111111116,1409.89383,3.9042876299559475,1.2421972070484582,3,6,7,9,7,6,8,6,6,6,32,32,64,6,34
BIG RED MACHINE,23,207,9.848252355265009,7755,6873,1731,269,967,951,126,0.25185508511567,1255,75,27,1167,558.6254766666667,1598.4069200000001,4.006079115537849,1.2736310119521914,10,8,10,2,4,7,4,5,3,3,34,22,56,7,34
FREE BIRDS,23,247,9.283425985433043,7379,6556,1651,239,890,900,136,0.25183038438072,1295,81,27,1246,573.6701666666668,1648.3985400000001,3.986896911196912,1.2728946254826257,4,1,6,5,3,9,4,8,4,4,19,29,48,8,34
ERIE LAKERS,23,204,8.033564240792385,7202,6426,1677,243,905,900,118,0.26097105508870216,1030,58,39,926,471.85213999999996,1341.9332,4.12297986407767,1.3028477669902911,6,3,6,1,9,3,6,1,2,2,25,14,39,9,34
FREE AT LAST,22,226,8.135668307602007,7312,6443,1607,228,892,863,130,0.2494179729939469,1182,68,27,1081,553.0204688888889,1553.05074,4.210815752961083,1.3139177157360404,2,2,3,3,1,5,4,3,1,1,11,14,25,10,34
WESTSIDE MARAUDERS,23,269,11.023373772909036,7544,6754,1743,245,940,923,133,0.25806929227124664,1267,80,59,1257,531.4130255555555,1531.8644060000001,3.774836014206787,1.2090484656669298,6,6,6,3,8,9,9,8,10,9,29,45,74,1,35
NATIONAL PASTIME,23,249,10.469316618360745,7671,6904,1768,261,942,940,140,0.25608342989571264,1227,77,52,1187,543.9975777777778,1528.83198,3.9902022819885903,1.2459918337408313,8,7,8,4,7,8,8,7,5,7,34,35,69,2,35
HOOSIERS,23,233,10.257487954346125,8025,7131,1780,272,1007,993,194,0.24961435983732996,1109,70,35,1034,470.82263333333333,1395.80741,3.8209230838593324,1.2586180432822363,10,9,10,10,2,5,4,3,9,5,41,26,67,3,35
LOUISVILLE SLUGGERS,23,204,10.730172189249757,8010,7172,1856,267,1017,959,169,0.2587841606246514,1189,71,36,1154,532.8146911111112,1526.57559,4.03308008410429,1.283915550883095,9,10,9,7,9,6,5,4,2,3,44,20,64,4,35
MELONHEADS,21,270,10.66322705431779,6938,6162,1573,239,897,871,171,0.2552742616033755,1381,87,0,1335,587.6139022222222,1661.5021499999998,3.829489587255612,1.203115242577842,4,3,3,8,5,10,1,10,8,10,23,39,62,5,35
BLUE SOCKS,23,228,9.87992040658705,7484,6744,1723,231,908,893,174,0.2554863582443654,1123,69,78,1156,481.43915444444445,1374.74934,3.858372564559217,1.2241757257346395,3,5,4,9,6,4,10,5,7,8,27,34,61,6,35
